contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Democraten 66 (D66),CDA - Europese Volkspartij,PVV (Partij voor de Vrijheid),VVD,SP (Socialistische Partij),P.v.d.A./Europese Sociaaldemocraten,ChristenUnie-SGP,GROENLINKS,Partij voor de Dieren,50PLUS,JEZUS LEEFT,DENK,De Groenen,Forum voor Democratie,vandeRegio & Piratenpartij,Volt Nederland
,Roerdalen,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau C.C. De Beuk,1669::SB1,6061 EG,1622,615,1,0,0,0,7,534,75,0,0,0,0,0,616,12,126,52,31,16,207,7,29,23,23,2,2,0,82,1,2
,Roerdalen,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Hotel-Restaurant Roerdalen,1669::SB2,6061 AG,1623,445,1,0,0,0,9,380,57,0,0,0,0,0,446,12,80,53,26,13,134,2,25,19,15,1,0,1,63,0,1
,Roerdalen,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Woonzorgcentrum Bergh,1669::SB3,6077 BK,1306,573,2,1,0,0,0,528,48,0,0,0,0,0,576,15,125,45,67,7,159,3,34,31,22,0,1,1,60,0,3
,Roerdalen,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau MFC de Roerparel,1669::SB4,6077 CG,1404,529,2,0,0,0,4,460,67,0,0,0,0,0,531,19,124,28,45,14,156,4,32,22,11,0,1,0,71,0,2
,Roerdalen,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Seniorenhof  De Vaert,1669::SB5,6065 CX,1247,433,0,0,0,0,1,379,53,0,0,0,0,0,433,6,122,33,30,15,115,2,11,13,20,0,0,1,62,1,2
,Roerdalen,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Zaal onder de Kerk,1669::SB6,6065 AS,1242,508,5,1,0,7,4,432,71,0,7,0,0,0,507,9,146,38,46,25,104,8,17,13,9,0,0,1,85,0,7
,Roerdalen,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Andreasheem,1669::SB7,6074 BB,1499,570,2,2,0,0,2,506,66,0,0,0,0,0,574,22,116,40,68,23,143,2,38,14,24,0,5,0,69,0,6
,Roerdalen,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Apollohal,1669::SB8,6074 EH,1309,563,0,0,0,0,4,501,58,0,0,0,0,0,563,33,116,30,60,13,179,6,28,20,16,0,0,0,60,0,2
,Roerdalen,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Brede School De Berensprong,1669::SB9,6075 CW,1738,642,2,1,0,0,2,564,79,0,0,0,0,0,645,26,103,54,64,18,188,4,41,26,24,0,2,1,82,1,8
,Roerdalen,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Woonzorgcentrum Bosscherhof,1669::SB10,6075 HE,1682,639,3,3,0,0,2,573,70,0,0,0,0,0,645,25,142,44,52,19,171,5,29,34,25,0,2,1,81,0,9
,Roerdalen,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Zaal Roerzicht,1669::SB11,6063 AL,988,288,0,1,0,0,4,248,37,0,0,0,0,0,289,12,54,23,27,7,101,0,10,18,2,0,0,1,29,0,4
,Roerdalen,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Basisschool St. Martinus,1669::SB12,6063 BW,833,302,1,1,0,0,1,263,40,0,0,0,0,0,304,10,43,41,21,7,108,3,14,4,8,0,0,1,40,0,2
