contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Democraten 66 (D66),CDA - Europese Volkspartij,PVV (Partij voor de Vrijheid),VVD,SP (Socialistische Partij),P.v.d.A./Europese Sociaaldemocraten,ChristenUnie-SGP,GROENLINKS,Partij voor de Dieren,50PLUS,JEZUS LEEFT,DENK,De Groenen,Forum voor Democratie,vandeRegio & Piratenpartij,Volt Nederland
,Cranendonck,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Gemeenschapshuis De Borgh,1706::SB1,6021 CK,1812,614,4,2,0,0,1,580,39,0,0,0,0,0,620,31,121,28,108,13,104,1,22,19,49,0,0,0,106,1,11
,Cranendonck,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Basisschool De Triolier,1706::SB3,6021 KD,1765,561,2,0,0,0,0,485,79,1,0,1,0,0,564,30,73,28,94,16,132,0,33,24,42,0,0,0,78,1,10
,Cranendonck,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Zorgcentrum Mariënburght,1706::SB4,6021 XL,1889,739,1,2,0,0,0,670,71,0,1,0,1,0,741,35,143,46,96,26,143,4,23,23,65,0,0,0,127,0,8
,Cranendonck,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Gemeenschapshuis Den Donck,1706::SB5,6027 PL,1456,534,1,0,0,0,4,473,58,0,0,0,0,0,535,24,130,28,68,18,89,6,33,8,49,1,0,1,76,0,3
,Cranendonck,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Gemeenschapshuis De Reinder,1706::SB6,6023 AR,1643,548,2,2,0,0,5,490,57,0,0,0,0,0,552,21,79,48,53,30,122,6,23,15,55,1,2,0,85,3,5
,Cranendonck,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Gemeenschapshuis De Schakel,1706::SB7,6024 AR,1130,384,1,0,0,0,4,332,49,0,0,0,0,0,385,12,50,28,25,23,64,11,20,21,41,1,0,1,79,0,8
,Cranendonck,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau De Smeltkroes,1706::SB8,6026 ER,2078,895,0,3,0,0,3,782,113,0,0,0,1,0,898,67,155,25,180,16,172,8,46,10,74,0,0,5,110,2,25
,Cranendonck,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Zorgcentrum Marishof,1706::SB9,6026 BA,2062,794,2,4,1,0,3,704,92,0,1,0,0,0,799,51,122,34,96,39,178,12,39,30,48,0,4,0,121,0,20
,Cranendonck,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Gemeenschapshuis De Schaapskooi,1706::SB10,6028 SG,594,188,1,0,0,0,0,161,28,0,0,0,0,0,189,6,47,11,17,6,36,1,3,6,24,0,0,0,26,0,5
,Cranendonck,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Gemeentehuis Cranendonck,1706::SB11,6021 CA,1731,607,3,1,0,0,7,529,75,0,0,0,0,0,611,32,108,30,106,20,120,4,25,22,51,0,0,0,81,1,7
