contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Democraten 66 (D66),CDA - Europese Volkspartij,PVV (Partij voor de Vrijheid),VVD,SP (Socialistische Partij),P.v.d.A./Europese Sociaaldemocraten,ChristenUnie-SGP,GROENLINKS,Partij voor de Dieren,50PLUS,JEZUS LEEFT,DENK,De Groenen,Forum voor Democratie,vandeRegio & Piratenpartij,Volt Nederland
,Leudal,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau De Bombardon,1640::SB1,6093 GA,1750,876,3,2,0,2,2,793,88,0,0,2,0,0,883,46,206,40,109,24,238,11,30,26,57,3,2,1,77,0,6
,Leudal,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Zorgcentrum De Kreppel,1640::SB2,6093 KE,1836,647,5,1,0,0,0,564,89,0,0,0,0,0,653,37,181,25,85,10,173,6,27,10,25,0,0,0,54,2,12
,Leudal,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau PDV De Vliegende Hollander,1640::SB3,6093 AT,1725,395,1,0,0,0,0,348,47,0,1,0,1,0,395,27,83,28,26,11,107,9,22,10,19,0,0,0,46,1,6
,Leudal,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Gemeenschapshuis Baexheimerhof,1640::SB4,6095 BD,1876,749,0,2,0,0,0,649,102,0,0,0,0,0,751,44,274,35,61,17,147,5,28,18,14,1,0,2,94,0,9
,Leudal,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Basisschool de Klink,1640::SB5,6096 DZ,1318,534,2,0,0,0,2,469,65,0,0,0,0,0,536,13,163,29,44,4,134,1,38,17,26,3,0,2,56,1,3
,Leudal,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Trefcentrum Kelpen-Oler,1640::SB6,6037 RX,912,368,0,1,0,0,1,327,41,0,0,0,0,0,369,14,148,17,37,7,69,1,17,8,9,0,0,0,40,0,1
,Leudal,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Hotel - Restaurant De Beukelaer,1640::SB7,6088 EG,1666,558,1,1,0,0,1,497,62,0,0,0,0,0,560,33,149,28,51,13,158,5,31,16,23,0,0,1,48,0,2
,Leudal,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Gemeenschapshuis Kloeästerhoaf,1640::SB8,6088 BC,1769,674,2,0,0,0,0,588,88,0,0,0,0,0,676,37,169,39,57,19,176,0,40,14,32,0,1,0,76,0,14
,Leudal,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Gemeenschapshuis de Klokkestoel,1640::SB9,6089 NG,585,277,0,1,0,0,2,245,31,0,0,0,0,0,278,7,81,10,33,5,64,1,12,18,14,0,0,0,28,0,4
,Leudal,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Handbooglokaal Vriendschap & Strijd,1640::SB10,6086 NR,1246,375,1,1,0,0,0,326,51,0,0,0,0,0,377,31,89,19,44,5,87,1,18,7,11,0,0,0,60,0,3
