contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Democraten 66 (D66),CDA - Europese Volkspartij,PVV (Partij voor de Vrijheid),VVD,SP (Socialistische Partij),P.v.d.A./Europese Sociaaldemocraten,ChristenUnie-SGP,GROENLINKS,Partij voor de Dieren,50PLUS,JEZUS LEEFT,DENK,De Groenen,Forum voor Democratie,vandeRegio & Piratenpartij,Volt Nederland
,Valkenswaard,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Zorgcentrum Kempenhof,0858::SB1,5554 JV,1876,798,1,2,0,0,10,687,104,0,0,0,0,0,801,52,124,21,139,15,183,9,50,20,71,1,0,2,101,1,9
,Valkenswaard,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Buurtgebouw De Horizon,0858::SB2,5554 PA,1372,426,1,1,0,0,1,381,46,0,0,0,0,0,428,19,44,18,92,18,81,8,23,11,36,1,0,0,65,0,10
,Valkenswaard,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau St. Franciscusconvent,0858::SB3,5554 RD,1585,451,2,2,0,0,0,407,48,0,0,0,0,0,455,20,74,30,50,29,83,4,31,16,48,0,0,1,52,3,10
,Valkenswaard,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Ontmoetingscentrum De zoete inval,0858::SB4,5552 EM,1305,536,1,2,0,0,0,495,45,0,0,1,0,1,540,24,63,38,63,33,116,3,35,20,58,0,0,0,74,0,9
,Valkenswaard,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau TafeltennisVereniging Valkenswaard,0858::SB5,5552 KK,1754,468,2,1,0,0,0,420,51,0,0,0,0,0,471,24,42,22,71,16,121,2,40,16,36,0,1,1,63,1,12
,Valkenswaard,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Carolus gebouw,0858::SB6,5554 AG,2018,722,3,1,0,0,0,652,74,0,0,0,0,0,726,29,84,43,97,30,147,7,50,18,96,1,0,0,104,1,15
,Valkenswaard,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Scholengemeenschap Were Di,0858::SB7,5553 CC,1552,560,1,1,0,0,0,489,73,0,0,0,0,0,562,33,68,16,93,14,122,5,29,15,51,2,0,0,86,1,25
,Valkenswaard,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Gemeentehuis,0858::SB8,5554 DA,1873,672,3,2,0,0,9,594,74,0,0,0,0,0,677,41,96,27,124,30,143,5,50,22,49,0,0,1,64,2,18
,Valkenswaard,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Gemeentehuis,0858::SB9,5554 DA,1866,601,1,1,0,0,3,530,70,0,0,0,0,0,603,30,76,23,106,22,149,10,43,7,43,0,0,1,71,2,18
,Valkenswaard,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Zorgcentrum Taxandria,0858::SB10,5555 KL,1645,644,8,0,0,0,1,562,89,0,0,0,0,0,652,36,90,45,103,28,129,2,45,22,70,0,0,3,58,0,13
,Valkenswaard,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Parochiezaal H. Martinuskerk,0858::SB11,5551 AW,1382,580,0,1,0,0,0,516,65,0,0,0,0,0,581,39,84,18,99,17,158,8,31,20,39,0,0,0,49,0,18
,Valkenswaard,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Dommelsche Bierbrouwerij,0858::SB12,5551 AE,1372,469,2,3,0,0,4,425,45,0,0,0,0,0,474,22,57,25,67,12,114,6,32,10,37,3,1,0,66,2,15
,Valkenswaard,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Sporthal de Belleman,0858::SB13,5551 EV,1498,668,1,5,0,0,0,602,72,0,0,0,0,0,674,37,74,34,84,39,149,5,50,20,71,1,0,1,89,2,12
,Valkenswaard,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Basisschool Schepelweijen,0858::SB14,5551 PN,1423,477,2,0,0,0,6,425,48,0,0,0,0,0,479,31,42,20,38,25,143,3,37,16,31,1,0,3,76,0,11
,Valkenswaard,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Clubgebouw  't Heike V.V. Dommelen,0858::SB15,5551 TE,1578,481,1,0,0,0,1,419,61,0,1,0,1,0,481,41,52,14,84,22,101,0,31,8,51,0,1,0,62,0,14
,Valkenswaard,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Het Dorpshuis,0858::SB16,5556 VL,842,372,2,0,0,0,9,315,50,0,0,0,0,0,374,14,130,11,70,5,45,0,22,14,13,1,0,0,39,0,8
