contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Democraten 66 (D66),CDA - Europese Volkspartij,PVV (Partij voor de Vrijheid),VVD,SP (Socialistische Partij),P.v.d.A./Europese Sociaaldemocraten,ChristenUnie-SGP,GROENLINKS,Partij voor de Dieren,50PLUS,JEZUS LEEFT,DENK,De Groenen,Forum voor Democratie,vandeRegio & Piratenpartij,Volt Nederland
,Stein,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau MFC de Grous,0971::SB1,6171 HW,2294,1097,4,7,0,0,2,981,125,0,0,0,0,0,1108,34,196,101,86,41,355,6,43,46,42,1,0,1,129,2,14
,Stein,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Gemeentehuis,0971::SB2,6171 KP,2099,683,0,2,0,0,6,594,85,0,0,0,0,0,685,19,82,50,57,31,211,4,36,23,41,0,2,0,117,3,7
,Stein,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Basisschool Kerensheide,0971::SB3,6171 BS,2359,707,1,6,0,0,0,623,91,0,0,0,0,0,714,20,103,55,57,21,231,7,35,36,38,0,0,1,94,1,8
,Stein,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Buurtcentrum Nieuwdorp,0971::SB4,6171 NR,982,437,2,1,0,0,1,384,55,0,0,0,0,0,440,14,38,56,24,24,142,2,17,16,21,0,6,0,73,1,3
,Stein,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Café-Brasserie Merode,0971::SB5,6171 XM,1033,294,3,0,0,0,0,265,32,0,0,0,0,0,297,3,35,50,19,11,79,0,10,9,21,0,0,0,56,0,1
,Stein,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Bie Gerda,0971::SB6,6181 NJ,1060,391,0,3,0,0,1,355,38,0,0,0,0,0,394,14,53,38,34,15,137,1,18,17,17,0,0,0,43,1,3
,Stein,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Bramerthof,0971::SB7,6129 PV,900,318,0,1,0,1,2,285,33,0,0,1,0,0,320,6,37,39,23,15,91,0,20,14,23,0,0,0,48,0,2
,Stein,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau de Kooypoort,0971::SB8,6129 PC,1197,484,0,3,0,0,5,417,65,0,0,0,0,0,487,21,57,35,41,8,182,0,26,14,13,0,0,1,78,0,8
,Stein,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Fanfarezaal Oud Urmond,0971::SB9,6129 CR,803,289,3,0,0,0,1,253,38,0,0,0,0,0,292,9,46,23,24,8,102,0,10,16,7,0,3,0,35,1,5
,Stein,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Multifunctioneel Centrum Berg a/d M,0971::SB10,6129 PG,1747,680,2,2,0,1,0,596,89,0,0,1,0,0,685,17,99,74,41,34,177,2,34,37,18,0,0,1,132,4,10
,Stein,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Verpleeghuis La Famille,0971::SB11,6181 LB,2410,707,1,0,0,0,3,626,79,0,0,0,0,0,708,33,97,42,59,33,230,2,50,25,33,1,2,1,95,0,4
,Stein,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Parochiezaal Mariakerk,0971::SB12,6181 CL,1488,745,0,2,0,0,2,663,82,0,0,0,0,0,747,29,121,43,45,31,250,6,48,32,33,0,0,0,103,0,4
,Stein,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Kantine S.V. Haslou,0971::SB13,6181 JG,901,434,0,0,0,0,0,370,64,0,0,0,0,0,434,19,90,18,51,8,158,0,23,13,17,0,0,0,33,1,3
,Stein,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Kindcentrum Aelse,0971::SB14,6181 EN,1461,584,1,0,0,0,0,523,63,1,0,1,0,0,586,22,94,41,77,18,185,3,23,17,23,1,0,2,71,1,6
