contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Democraten 66 (D66),CDA - Europese Volkspartij,PVV (Partij voor de Vrijheid),VVD,SP (Socialistische Partij),P.v.d.A./Europese Sociaaldemocraten,ChristenUnie-SGP,GROENLINKS,Partij voor de Dieren,50PLUS,JEZUS LEEFT,DENK,De Groenen,Forum voor Democratie,vandeRegio & Piratenpartij,Volt Nederland
,Voorst,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Gemeentehuis,0285::SB1,7391 KA,1278,922,1,3,0,0,2,809,115,0,0,0,0,0,926,104,139,8,252,15,171,28,62,21,25,0,0,3,78,0,16
,Voorst,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Dorpshuis Voorst,0285::SB2,7383 CG,855,372,1,0,0,0,7,326,40,0,0,0,0,0,373,20,81,7,60,13,78,17,30,8,19,0,0,1,32,0,6
,Voorst,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau 'De Benring',0285::SB3,7383 XC,1110,441,1,2,0,0,0,406,38,0,0,0,0,0,444,25,94,20,71,18,78,13,29,13,22,0,0,0,50,0,8
,Voorst,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Multifunctioneel Centrum 'De Pauw',0285::SB4,7382 CC,1087,485,1,1,0,2,0,417,68,0,0,0,0,0,485,33,145,5,82,13,76,18,35,14,23,1,0,1,35,0,4
,Voorst,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Verenigingsgebouw Lawa Mena,0285::SB5,7391 KG,1027,326,0,0,0,0,0,296,30,0,0,0,0,0,326,38,49,13,33,11,67,11,27,10,15,3,9,0,35,2,3
,Voorst,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Openb basisschool Wilp-Achterhoek,0285::SB6,7384 DE,720,330,0,1,0,0,0,330,1,0,0,0,0,0,331,11,127,3,65,7,40,11,22,2,8,0,0,0,30,0,4
,Voorst,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau 'Bethel',0285::SB7,7384 CS,999,276,1,0,0,0,2,245,30,0,0,0,0,0,277,24,70,7,66,1,44,7,13,7,6,0,0,0,28,0,3
,Voorst,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Dorpshuis 'de Pompe',0285::SB8,7384 BD,932,405,1,1,0,0,2,362,43,0,0,0,0,0,407,35,69,9,87,9,78,8,39,11,20,0,0,0,30,2,8
,Voorst,EP2019,Europees Parlement 2019,,,2019-05-23,"Stembureau Schoolgebouw 'Wilpse Dijk',",0285::SB9,7391 JM,1151,438,0,1,0,0,2,392,45,0,0,0,0,0,439,49,55,6,82,12,101,9,58,23,13,0,0,0,20,0,10
,Voorst,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Bibliotheek,0285::SB10,7391 DH,1383,592,1,0,0,0,0,552,41,0,0,0,0,0,593,42,105,26,82,18,132,17,41,15,31,1,2,0,74,0,6
,Voorst,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Gebouw PIGIKA,0285::SB11,7391 AN,1031,435,0,0,0,0,0,396,39,0,0,0,0,0,435,31,100,11,68,19,96,21,33,12,15,0,0,0,23,1,5
,Voorst,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Dorpshuis 'op den Toega',0285::SB12,7395 PB,968,393,1,1,0,0,2,336,57,0,0,0,0,0,395,19,91,15,63,7,52,65,23,7,10,1,0,1,35,2,2
,Voorst,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Multifunctionele accommodatie Terwolde,0285::SB13,7396 NA,1453,669,1,1,0,0,4,599,68,0,0,0,0,0,671,42,98,27,123,11,144,22,76,23,26,0,3,1,61,0,12
,Voorst,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Dorpshuis 'de Arend',0285::SB14,7397 NH,640,335,0,0,0,0,2,284,49,0,0,0,0,0,335,13,81,3,43,5,33,89,16,15,7,0,1,0,23,0,6
,Voorst,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Notariskantoor,0285::SB15,7391 EN,1098,486,0,1,0,0,2,430,55,0,0,0,0,0,487,43,80,8,116,5,98,13,48,12,9,1,0,2,37,0,14
,Voorst,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Restaurant 'Korderijnk',0285::SB16,7391 EH,1394,559,4,0,0,0,0,521,42,0,0,0,0,0,563,26,113,13,93,23,94,21,52,18,24,0,9,0,64,1,8
,Voorst,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Kulturhus 'Jachtlust',0285::SB17,7391 BW,983,459,3,1,0,0,4,418,41,0,0,0,0,0,463,41,62,12,64,13,124,31,36,5,26,0,4,1,31,0,9
,Voorst,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Martinushof,0285::SB18,7391 AG,1307,596,0,0,0,0,0,544,52,0,0,0,0,0,596,46,128,16,80,11,148,18,33,15,38,2,1,0,56,0,4
