contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Democraten 66 (D66),CDA - Europese Volkspartij,PVV (Partij voor de Vrijheid),VVD,SP (Socialistische Partij),P.v.d.A./Europese Sociaaldemocraten,ChristenUnie-SGP,GROENLINKS,Partij voor de Dieren,50PLUS,JEZUS LEEFT,DENK,De Groenen,Forum voor Democratie,vandeRegio & Piratenpartij,Volt Nederland
,Texel,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Gemeentehuis,0448::SB1,1791 AT,1826,990,3,0,0,1,99,775,120,0,0,1,0,0,994,56,114,22,163,37,235,27,131,42,24,0,0,2,117,3,17
,Texel,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Openbare Bibliotheek Texel,0448::SB2,1791 VC,2308,1053,1,2,0,0,15,935,106,0,0,0,0,0,1056,65,120,20,164,35,255,25,107,37,40,2,0,3,167,1,12
,Texel,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Verzorgingshuis De Gollards,0448::SB3,1791 EX,1564,985,7,6,0,0,34,864,100,0,0,0,0,0,998,46,130,28,150,33,240,31,112,35,38,1,0,2,126,0,13
,Texel,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Het Eierlandsche Huis,0448::SB4,1795 AL,640,420,3,1,0,0,108,278,38,0,0,0,0,0,424,22,33,17,72,10,93,9,50,17,14,1,0,0,75,0,7
,Texel,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Verenigingshuis Bethel,0448::SB5,1795 KB,323,225,0,3,0,0,35,160,33,0,0,0,0,0,228,6,42,4,45,9,34,6,18,14,8,2,0,0,34,0,3
,Texel,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Dorpshuis De Waldhorn,0448::SB6,1797 AH,604,454,0,0,0,0,84,330,40,0,0,0,0,0,454,37,56,10,71,23,110,9,64,37,5,0,0,0,23,0,9
,Texel,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Dorpshuis De Hof,0448::SB7,1796 BE,1076,699,2,3,0,0,217,427,60,0,0,0,0,0,704,51,57,24,132,22,128,18,72,23,35,0,0,0,117,3,17
,Texel,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Dorpshuis De Bijenkorf,0448::SB8,1794 AA,1035,542,2,1,0,0,17,448,80,0,0,0,0,0,545,34,100,6,46,21,108,56,66,30,6,0,0,1,62,0,6
,Texel,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Dorpshuis 't Skiltje,0448::SB9,1792 AK,1075,504,3,3,0,0,36,398,76,0,0,0,0,0,510,22,60,31,72,22,112,6,31,12,15,0,0,1,109,2,9
,Texel,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Dorpshuis De Wielewaal,0448::SB10,1793 AJ,309,200,0,0,0,0,20,158,22,0,0,0,0,0,200,9,36,8,46,7,28,10,23,6,2,0,0,2,21,0,2
,Texel,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Havenrestaurant Texel,0448::SB11,1797 SN,241,191,0,0,0,0,10,161,20,0,0,0,0,0,191,10,17,7,16,7,47,7,46,10,1,0,0,0,19,0,4
