contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Democraten 66 (D66),CDA - Europese Volkspartij,PVV (Partij voor de Vrijheid),VVD,SP (Socialistische Partij),P.v.d.A./Europese Sociaaldemocraten,ChristenUnie-SGP,GROENLINKS,Partij voor de Dieren,50PLUS,JEZUS LEEFT,DENK,De Groenen,Forum voor Democratie,vandeRegio & Piratenpartij,Volt Nederland
,Drimmelen,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Gemeentehuis Made,1719::SB1,4920 AA,1729,726,0,2,0,0,0,618,110,0,0,0,0,0,728,32,90,28,175,17,151,2,42,29,47,2,1,1,98,0,11
,Drimmelen,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Cultureel centrum de Mayboom,1719::SB2,4921 BB,1861,802,0,0,0,0,3,693,106,0,0,0,0,0,802,29,155,36,143,33,176,9,28,26,41,0,0,1,116,2,7
,Drimmelen,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Zorgcentrum de Wijngaerd,1719::SB3,4921 JC,1813,642,2,4,0,0,0,571,77,0,0,0,0,0,648,41,106,40,123,27,110,5,36,21,49,0,1,1,76,0,6
,Drimmelen,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau De Duinpan,1719::SB4,4921 EJ,1369,406,2,0,0,0,0,366,41,0,1,0,1,0,407,22,69,26,68,27,75,2,15,6,22,0,1,0,70,1,2
,Drimmelen,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Sporthal de Amerhal,1719::SB5,4921 AB,1730,572,0,0,0,0,0,491,81,0,0,0,0,0,572,36,93,37,97,28,116,3,18,9,38,0,0,3,90,0,4
,Drimmelen,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Bassischool de Stuifhoek,1719::SB6,4921 EB,1244,300,1,0,0,0,0,260,41,0,0,0,0,0,301,23,37,16,70,15,58,1,14,10,22,0,0,0,33,0,1
,Drimmelen,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Ons Dorpshuys,1719::SB7,4924 ER,572,242,1,0,0,0,4,210,29,0,0,0,0,0,243,7,48,13,61,11,34,2,11,15,13,1,0,0,23,0,3
,Drimmelen,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Ontmoetingscentrum de Zonzeel,1719::SB8,4927 BD,1340,555,0,4,0,0,0,506,53,0,0,0,0,0,559,34,73,20,131,17,96,14,47,22,32,1,0,0,58,0,10
,Drimmelen,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Brandweerkazerne Lage Zwaluwe,1719::SB9,4926 AH,1654,567,1,2,0,0,0,492,78,0,0,0,0,0,570,20,73,32,104,17,117,13,54,11,24,1,0,0,96,2,3
,Drimmelen,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Brasserie 't Appeltje,1719::SB10,4926 RA,1572,550,0,2,0,0,1,488,63,0,0,0,0,0,552,32,83,27,86,15,93,8,41,27,33,0,0,0,92,0,13
,Drimmelen,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Gemeenschapshuis Plexat,1719::SB11,4845 ED,1760,636,0,0,0,0,2,579,55,0,0,0,0,0,636,55,122,30,123,20,98,4,44,25,45,0,0,1,62,1,6
,Drimmelen,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Woonzorgcentrum Antonius Abt,1719::SB12,4844 CM,1754,760,0,3,0,0,3,657,103,0,0,0,0,0,763,55,92,37,122,32,140,9,77,48,34,0,0,1,90,0,23
,Drimmelen,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Basisschool de Zeggewijzer,1719::SB13,4844 RD,1734,681,2,0,0,0,1,609,73,0,0,0,0,0,683,60,77,25,135,37,134,4,78,29,35,0,0,0,60,1,6
,Drimmelen,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Basisschool de Windhoek,1719::SB14,4844 SL,1568,551,1,1,0,0,1,485,67,0,0,0,0,0,553,50,55,23,76,18,142,5,44,26,43,2,0,1,59,1,6
