contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Democraten 66 (D66),CDA - Europese Volkspartij,PVV (Partij voor de Vrijheid),VVD,SP (Socialistische Partij),P.v.d.A./Europese Sociaaldemocraten,ChristenUnie-SGP,GROENLINKS,Partij voor de Dieren,50PLUS,JEZUS LEEFT,DENK,De Groenen,Forum voor Democratie,vandeRegio & Piratenpartij,Volt Nederland
,Molenlanden,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau De Spil,1978::SB1,2971XB,1110,518,0,0,0,0,0,434,84,0,0,0,0,0,518,13,112,7,59,6,26,235,13,6,4,5,0,0,27,1,4
,Molenlanden,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Zorgcentrum Graafzicht,1978::SB2,2971AC,943,611,0,2,0,0,2,537,74,0,0,0,0,0,613,3,101,12,31,7,26,356,15,5,13,3,1,0,36,0,2
,Molenlanden,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Dorpshuis De Beemd,1978::SB3,2969CD,1667,885,1,1,0,0,2,753,132,0,0,0,0,0,887,24,127,15,96,7,68,422,28,14,14,3,0,0,58,1,8
,Molenlanden,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau De Schommel,1978::SB5,2973AJ,884,450,1,0,0,0,1,385,65,0,0,0,0,0,451,7,107,12,36,2,29,192,9,6,12,2,0,0,33,0,3
,Molenlanden,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Boerenklaas,1978::SB6,2974BD,958,505,1,1,0,1,0,410,96,0,1,0,0,0,506,9,122,7,63,8,56,156,8,15,8,1,1,0,47,0,4
,Molenlanden,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau 't Wingerds Hof,1978::SB7,3366BD,548,330,0,2,0,0,0,289,43,0,0,0,0,0,332,3,63,5,20,5,24,151,8,6,11,0,0,0,33,0,1
,Molenlanden,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Het Dorpshuis Ottoland,1978::SB8,2975BV,707,427,3,0,0,0,0,360,70,0,0,0,0,0,430,11,138,8,45,3,40,128,11,5,2,2,0,1,31,0,2
,Molenlanden,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Multistee,1978::SB9,2977AB,704,418,1,0,0,0,1,368,50,0,0,0,0,0,419,8,134,5,46,7,38,126,8,8,5,0,0,0,27,0,6
,Molenlanden,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Sporthal De Reiger,1978::SB10,2964AV,1669,586,0,0,0,0,0,492,94,0,0,0,0,0,586,18,115,8,80,3,46,206,11,10,16,1,0,0,70,0,2
,Molenlanden,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Hof van Ammers,1978::SB11,2964BC,1521,999,1,3,0,0,0,876,127,0,0,0,0,0,1003,27,165,20,112,17,91,405,23,19,39,2,0,0,79,0,0
,Molenlanden,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau De Vijverhof,1978::SB12,2965CG,1150,629,1,0,0,0,1,561,68,0,0,0,0,0,630,18,124,22,88,11,81,163,25,13,15,3,2,0,61,0,3
,Molenlanden,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Koningskerk,1978::SB13,2967EG,1315,649,0,0,0,0,2,563,84,0,0,0,0,0,649,25,109,21,74,6,63,214,21,11,17,3,1,1,78,1,4
,Molenlanden,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Dorpshuis De Vijf Lelies,1978::SB14,2959BS,1048,542,0,0,0,0,0,449,93,0,0,0,0,0,542,14,92,11,56,10,57,234,19,6,7,2,0,0,33,1,0
,Molenlanden,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Strevenaer,1978::SB15,2959BJ,818,340,0,2,0,0,0,311,31,0,0,0,0,0,342,13,37,14,28,4,68,96,13,9,16,2,0,0,37,0,3
,Molenlanden,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Verpleeghuis 't Waellant,1978::SB16,2957NH,1631,748,0,0,0,0,1,647,100,0,0,0,0,0,748,13,75,13,60,21,76,347,12,17,21,1,0,2,85,2,3
,Molenlanden,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Sporthal De Klipper,1978::SB17,2957EM,1386,794,1,1,0,0,2,672,122,0,0,0,0,0,796,14,65,35,38,11,94,377,19,16,28,3,1,0,91,0,2
,Molenlanden,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Ontmoetingskerk Nieuw-Lekkerland,1978::SB18,2957CH,1710,854,0,2,0,0,0,693,163,0,0,0,0,0,856,18,88,16,41,8,71,501,20,5,16,6,0,0,62,1,1
,Molenlanden,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Brede school,1978::SB19,2957RK,1401,784,0,2,0,1,1,676,110,0,0,1,0,0,787,15,68,21,55,20,54,390,20,12,26,0,0,2,92,4,5
,Molenlanden,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Partycentrum De Klok,1978::SB20,2961AK,601,320,1,0,0,0,0,279,42,0,0,0,0,0,321,12,23,8,23,13,33,120,12,20,10,4,0,0,36,2,4
,Molenlanden,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Gemeentehuis,1978::SB21,4223ME,1458,750,0,1,0,1,2,636,114,0,0,1,0,0,752,33,171,27,142,10,98,133,38,16,10,2,0,1,63,3,3
,Molenlanden,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Ons Dorpshuis,1978::SB22,4209AP,990,482,1,0,0,0,1,439,43,0,0,0,0,0,483,23,49,17,94,9,73,97,19,19,16,4,0,0,57,0,5
,Molenlanden,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Zalen- en partycentrum De Til,1978::SB23,3381BS,1454,843,0,0,0,0,0,737,106,0,0,0,0,0,843,22,196,11,122,20,91,223,37,9,27,0,1,0,77,1,6
,Molenlanden,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau De Oude School,1978::SB24,3381KR,639,423,0,0,0,0,0,375,48,0,0,0,0,0,423,13,92,11,115,1,19,115,15,6,7,0,0,0,24,1,4
,Molenlanden,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stichting Zalencentrum De Stigt,1978::SB25,3381KT,1640,663,0,0,0,1,3,593,68,0,0,1,0,0,664,17,146,15,123,14,78,168,18,14,7,2,0,0,55,0,6
,Molenlanden,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau MFC Noorderhuis,1978::SB26,4225RT,1307,787,0,1,0,0,0,678,110,0,0,0,0,0,788,25,174,13,96,6,83,283,42,8,6,1,0,3,47,0,0
,Molenlanden,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau MFC Hoogblokland,1978::SB27,4221LJ,1206,601,0,0,0,0,2,512,87,0,0,0,0,0,601,26,107,11,131,11,70,128,20,18,23,0,0,0,52,0,4
,Molenlanden,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau MFC De Lingehof,1978::SB28,4241CA,1203,457,2,0,0,0,0,411,48,0,0,0,0,0,459,19,39,17,87,22,91,17,32,26,34,1,0,0,67,0,5
,Molenlanden,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau De Peperhof,1978::SB29,4241BW,1430,677,1,1,0,0,4,605,70,0,0,0,0,0,679,34,78,21,122,33,140,52,29,14,43,3,2,0,96,1,9
