contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Democraten 66 (D66),CDA - Europese Volkspartij,PVV (Partij voor de Vrijheid),VVD,SP (Socialistische Partij),P.v.d.A./Europese Sociaaldemocraten,ChristenUnie-SGP,GROENLINKS,Partij voor de Dieren,50PLUS,JEZUS LEEFT,DENK,De Groenen,Forum voor Democratie,vandeRegio & Piratenpartij,Volt Nederland
,Geertruidenberg,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Gemeentehuis,0779::SB1,4941DX,2509,891,5,2,0,0,1,792,105,0,0,0,0,0,898,48,111,63,154,45,146,16,65,32,47,2,2,1,144,1,14
,Geertruidenberg,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Woonzorgcentrum de Mauritsstaete,0779::SB2,4931HV,1086,520,1,5,0,0,2,471,53,0,0,0,0,0,526,25,55,37,54,37,118,7,34,11,43,1,4,1,84,0,9
,Geertruidenberg,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stadhuis Geertruidenberg,0779::SB3,4931BT,1424,417,0,4,0,0,2,373,46,0,0,0,0,0,421,21,50,17,80,18,84,2,37,17,33,1,0,0,47,2,8
,Geertruidenberg,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau De Schattelijn,0779::SB4,4931AZ,1262,459,0,1,0,0,0,416,44,0,0,0,0,0,460,32,46,26,93,11,97,2,41,21,22,0,0,1,58,1,8
,Geertruidenberg,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau kinderboerderij de Kromme Akker,0779::SB5,4931XA,1659,375,0,0,0,0,0,332,43,0,0,0,0,0,375,13,40,42,44,18,76,3,34,10,23,0,0,0,68,0,4
,Geertruidenberg,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau locatie Dongemondcollege,0779::SB6,4942VC,1674,418,0,0,0,0,2,348,68,0,0,0,0,0,418,28,48,15,104,11,70,2,29,18,26,0,0,0,61,0,6
,Geertruidenberg,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Zorgcentrum Het Hoge Veer,0779::SB7,4941KH,2205,646,2,2,0,0,0,568,82,0,0,0,0,0,650,30,124,31,138,26,115,19,36,15,32,1,0,1,67,1,10
,Geertruidenberg,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Bibliotheek,0779::SB8,4941GE,1825,533,0,2,0,0,0,472,63,0,0,0,0,0,535,39,102,36,84,13,78,3,39,15,34,0,3,0,79,1,7
,Geertruidenberg,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Buurthuis De Schelf,0779::SB9,4942AW,1673,715,2,0,0,0,0,636,81,0,0,0,0,0,717,35,85,40,108,31,130,7,38,27,70,0,2,0,131,0,11
,Geertruidenberg,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Ontmoetingscentrum Raamsdonk,0779::SB10,4944XD,1641,588,0,0,0,0,0,523,65,0,0,0,0,0,588,22,157,23,111,15,85,7,42,13,26,3,1,0,75,1,7
