contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Democraten 66 (D66),CDA - Europese Volkspartij,PVV (Partij voor de Vrijheid),VVD,SP (Socialistische Partij),P.v.d.A./Europese Sociaaldemocraten,ChristenUnie-SGP,GROENLINKS,Partij voor de Dieren,50PLUS,JEZUS LEEFT,DENK,De Groenen,Forum voor Democratie,vandeRegio & Piratenpartij,Volt Nederland
,Deventer,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Het Stadhuis,0150::SB1,7411 NW,1890,1360,1,4,0,0,17,1225,123,0,0,0,0,0,1365,167,70,16,155,40,299,31,311,88,16,1,5,1,90,2,68
,Deventer,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Groote-en Voorster Gasthuis,0150::SB2,7411 RA,1993,1064,1,1,0,0,0,974,92,0,0,0,0,0,1066,100,65,22,140,39,239,22,235,59,22,2,4,5,70,3,37
,Deventer,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Biljartcentrum De Dam,0150::SB3,7411 GL,1538,951,0,0,0,0,3,870,78,0,0,0,0,0,951,78,49,7,135,18,248,26,200,68,24,2,0,2,53,3,38
,Deventer,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Buurthuis 't Hovenhuus,0150::SB4,7419 CT,1775,887,0,0,0,0,6,795,86,0,0,0,0,0,887,100,67,17,89,33,198,18,203,58,13,0,0,1,60,3,27
,Deventer,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Basisschool Adwaita,0150::SB5,7412 EV,1494,774,0,0,0,0,8,680,86,0,0,0,0,0,774,78,44,13,66,39,171,23,153,50,23,1,18,1,70,1,23
,Deventer,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Speeltuinvereniging De IJssel,0150::SB6,7412 BV,1696,845,0,2,0,0,0,764,83,0,0,0,0,0,847,56,30,18,54,45,243,27,178,58,23,1,30,3,52,1,26
,Deventer,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Cees Wilkeshuisschool,0150::SB8,7412 SM,3912,1226,3,1,0,4,3,1132,99,0,0,4,0,0,1234,83,89,30,115,51,322,38,212,83,46,2,26,3,100,1,25
,Deventer,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Woon- en zorgcentrum St.Jurriën,0150::SB9,7412 PL,1763,548,0,0,0,0,1,497,50,0,0,0,0,0,548,32,36,34,59,29,116,22,83,38,12,2,2,2,65,3,13
,Deventer,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Het Enkhuis,0150::SB11,7413 TX,2696,862,4,1,0,0,1,772,94,0,0,0,0,0,867,80,32,25,66,27,192,12,179,65,24,1,87,4,55,2,11
,Deventer,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau De Kleine Planeet,0150::SB13,7413 BA,1962,848,3,1,0,1,3,749,99,0,1,0,0,0,851,66,37,17,47,39,213,9,198,60,12,2,68,3,48,1,28
