contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Democraten 66 (D66),CDA - Europese Volkspartij,PVV (Partij voor de Vrijheid),VVD,SP (Socialistische Partij),P.v.d.A./Europese Sociaaldemocraten,ChristenUnie-SGP,GROENLINKS,Partij voor de Dieren,50PLUS,JEZUS LEEFT,DENK,De Groenen,Forum voor Democratie,vandeRegio & Piratenpartij,Volt Nederland
,Reimerswaal,EP2019,Europees Parlement 2019,,,2019-05-23,"Stembureau Ons Dorpshuis, Kruiningen",0703::SB1,4416 BK,1004,407,1,0,0,0,2,362,44,0,0,0,0,0,408,4,42,28,32,13,58,152,10,14,16,0,0,0,37,1,0
,Reimerswaal,EP2019,Europees Parlement 2019,,,2019-05-23,"Stembureau Verenigingsgebouw Geref. Gemeente, Kruiningen",0703::SB2,4416 BJ,1080,620,0,2,0,0,0,522,100,0,0,0,0,0,622,8,58,6,44,12,45,359,14,11,22,0,1,0,35,1,4
,Reimerswaal,EP2019,Europees Parlement 2019,,,2019-05-23,"Stembureau Dorpshuis Kaj Munk, Hansweert",0703::SB3,4417 AA,1209,445,2,0,0,0,1,394,52,0,0,0,0,0,447,9,41,53,58,14,106,17,24,19,16,1,1,1,79,0,6
,Reimerswaal,EP2019,Europees Parlement 2019,,,2019-05-23,"Stembureau Dorpscentrum MeerWaarde, Waarde",0703::SB4,4414 AK,980,559,0,2,0,0,0,470,91,0,0,0,0,0,561,12,49,10,16,2,37,379,7,5,14,1,0,0,25,0,2
,Reimerswaal,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Kerkelijk centrum De Haven,0703::SB5,4401 EE,1020,476,2,1,0,0,1,417,61,0,0,0,0,0,479,15,50,33,46,10,38,206,14,6,13,0,0,0,45,0,0
,Reimerswaal,EP2019,Europees Parlement 2019,,,2019-05-23,"Stembureau De Putter, Oostdijk",0703::SB6,4415 AE,414,254,1,0,0,0,0,210,45,0,0,0,0,0,255,1,7,1,6,1,1,221,0,2,1,0,0,0,13,0,0
,Reimerswaal,EP2019,Europees Parlement 2019,,,2019-05-23,"Stembureau Verenigingsgebouw Geref. Gemeente, Yerseke",0703::SB7,4401 CB,1388,749,0,3,0,0,0,605,147,0,0,0,0,0,752,3,58,32,36,3,31,493,5,4,12,2,0,0,67,0,3
,Reimerswaal,EP2019,Europees Parlement 2019,,,2019-05-23,"Stembureau Dorpshuis De Meiboom, Krabbendijke",0703::SB8,4413 GB,1009,539,0,4,0,0,2,454,87,0,0,0,0,0,543,6,42,11,28,8,29,349,8,4,11,0,0,0,42,1,0
,Reimerswaal,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Voetbalvereniging Krabbendijke,0703::SB9,4413 CN,1026,591,3,0,0,0,1,501,92,0,0,0,0,0,594,8,63,13,37,14,53,325,10,9,16,0,2,1,35,2,3
,Reimerswaal,EP2019,Europees Parlement 2019,,,2019-05-23,"Stembureau Dorpshuis Luctor et Emergo, Rilland",0703::SB10,4411 AP,1163,493,0,0,0,0,0,439,54,0,0,0,0,0,493,23,45,30,51,24,76,100,24,14,15,0,5,0,76,0,10
,Reimerswaal,EP2019,Europees Parlement 2019,,,2019-05-23,"Stembureau Seniorencomplex Oostkilhoek, Rilland",0703::SB11,4411 AC,944,384,2,5,0,0,0,344,47,0,0,0,0,0,391,26,45,14,41,19,69,80,17,4,30,2,0,0,32,2,3
,Reimerswaal,EP2019,Europees Parlement 2019,,,2019-05-23,"Stembureau Brandweerkazerne, Yerseke",0703::SB12,4401 KW,1276,470,1,2,0,2,0,408,67,0,0,2,0,0,475,8,54,30,32,7,39,196,10,6,14,0,0,0,71,2,1
,Reimerswaal,EP2019,Europees Parlement 2019,,,2019-05-23,"Stembureau Zorgcentrum Moerzicht, Yerseke",0703::SB13,4401 HZ,1184,568,0,1,0,1,2,470,96,0,1,0,0,0,568,9,77,20,43,4,40,263,11,8,26,0,0,0,65,0,2
,Reimerswaal,EP2019,Europees Parlement 2019,,,2019-05-23,"Stembureau Reimerswaalhal, Kruiningen",0703::SB14,4416 RC,1069,416,2,1,0,0,1,361,57,0,0,0,0,0,419,14,48,17,47,10,59,136,14,20,9,0,0,0,39,0,3
,Reimerswaal,EP2019,Europees Parlement 2019,,,2019-05-23,"Stembureau Verenigingsgebouw Geref. Kerk, Krabbendijke",0703::SB15,4413 BK,986,479,0,1,0,0,1,408,71,0,0,0,0,0,480,7,60,6,17,3,19,311,10,3,12,1,0,0,28,0,2
