contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Democraten 66 (D66),CDA - Europese Volkspartij,PVV (Partij voor de Vrijheid),VVD,SP (Socialistische Partij),P.v.d.A./Europese Sociaaldemocraten,ChristenUnie-SGP,GROENLINKS,Partij voor de Dieren,50PLUS,JEZUS LEEFT,DENK,De Groenen,Forum voor Democratie,vandeRegio & Piratenpartij,Volt Nederland
,Hellevoetsluis,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Hal Gemeentehuis,0530::SB1,3221 AL,1831,726,1,1,0,0,9,637,82,0,0,0,0,0,728,55,65,31,158,17,113,16,48,30,38,1,0,0,133,12,9
,Hellevoetsluis,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau School 't Schrijverke,0530::SB2,3221 VP,1613,849,0,1,0,0,0,743,107,0,0,0,0,0,850,41,69,64,114,26,170,24,37,32,63,2,31,1,158,5,12
,Hellevoetsluis,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Verpleeghuis Grootenhoek,0530::SB3,3222 AA,1332,452,0,1,0,0,1,392,60,0,0,0,0,0,453,11,34,38,68,15,85,8,21,23,25,1,12,0,109,2,0
,Hellevoetsluis,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Buurtkamer,0530::SB4,3222 XA,1716,548,1,1,0,1,0,549,2,0,0,1,0,0,551,25,27,38,71,28,109,16,30,18,45,1,55,0,75,1,9
,Hellevoetsluis,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau CBS de Bron,0530::SB5,3223 XE,1217,354,1,0,0,0,0,311,44,0,0,0,0,0,355,7,17,22,49,11,63,14,19,14,27,1,5,0,96,2,7
,Hellevoetsluis,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Sporthal de Eendraght,0530::SB6,3223 EV,1558,740,3,1,0,0,0,660,87,0,0,3,0,0,747,43,55,36,123,37,135,17,58,26,43,1,2,2,149,2,11
,Hellevoetsluis,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau School de Brandaris,0530::SB7,3224 TT,1902,815,1,0,0,1,2,720,95,0,0,1,0,0,817,37,34,50,131,32,120,29,54,53,56,1,17,2,173,3,23
,Hellevoetsluis,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Hart van Hellevoet,0530::SB8,3224 TD,1882,516,0,2,0,0,0,455,63,0,0,0,0,0,518,21,34,35,52,21,113,19,32,17,44,1,2,3,119,0,3
,Hellevoetsluis,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Gymzaal de Branding,0530::SB9,3224 GA,2028,700,1,2,0,0,0,620,83,0,0,0,0,0,703,35,45,63,84,39,110,24,51,27,29,2,6,0,175,1,9
,Hellevoetsluis,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau School de Houthoeffe,0530::SB10,3225 AC,1913,632,1,2,0,0,0,561,74,0,0,0,0,0,635,22,35,60,67,29,105,22,28,24,45,5,10,1,165,3,11
,Hellevoetsluis,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Zuidwester,0530::SB11,3224 AM,1759,379,0,0,0,0,1,344,34,0,0,0,0,0,379,10,21,40,50,20,67,9,19,23,15,0,5,0,93,2,5
,Hellevoetsluis,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau School de Houthoeffe loc  Forel,0530::SB12,3225 PA,1639,480,0,1,0,0,2,409,70,0,0,0,0,0,481,22,28,35,41,22,60,22,26,24,34,0,5,2,150,2,7
,Hellevoetsluis,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Locatie Careyn,0530::SB13,3225 GT,1482,353,0,0,0,0,0,310,43,0,0,0,0,0,353,21,28,24,44,13,57,13,19,22,17,0,1,1,92,1,0
,Hellevoetsluis,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau School de Kring,0530::SB14,3223 GE,2708,1060,2,1,0,3,2,934,124,0,3,0,0,0,1060,56,105,46,211,29,173,16,55,31,79,2,11,1,237,3,5
,Hellevoetsluis,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau School het Palet loc Bonsenhoek,0530::SB15,3223 HR,2156,996,3,3,0,1,0,877,126,0,0,1,0,0,1003,55,72,55,235,23,151,35,48,15,65,1,4,2,219,1,15
,Hellevoetsluis,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Hendrik Boogaardschool,0530::SB16,3223 MA,2407,996,1,1,0,1,0,866,133,0,0,1,0,0,999,56,78,41,317,16,130,17,41,33,49,0,1,0,198,4,15
,Hellevoetsluis,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau De Rozenhoek,0530::SB17,3223 BL,1297,482,4,2,0,0,0,418,70,0,0,0,0,0,488,25,35,25,116,15,78,10,21,16,29,2,0,2,108,0,0
,Hellevoetsluis,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Dorpshuis De Meent,0530::SB18,3227 AR,1003,402,0,0,0,0,0,357,45,0,0,0,0,0,402,25,31,17,81,6,76,12,24,17,17,1,1,1,91,0,2
