contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Democraten 66 (D66),CDA - Europese Volkspartij,PVV (Partij voor de Vrijheid),VVD,SP (Socialistische Partij),P.v.d.A./Europese Sociaaldemocraten,ChristenUnie-SGP,GROENLINKS,Partij voor de Dieren,50PLUS,JEZUS LEEFT,DENK,De Groenen,Forum voor Democratie,vandeRegio & Piratenpartij,Volt Nederland
,Maasgouw,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Gemeentehuis,1641::SB1,6051 DZ,2049,760,4,2,0,0,2,670,94,0,0,0,0,0,766,25,162,63,54,13,180,16,32,29,39,1,3,0,137,1,5
,Maasgouw,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Basisschool 't Breerke,1641::SB2,6051 GG,2564,835,2,1,0,0,0,729,109,0,0,0,0,0,838,27,172,74,74,21,199,9,30,22,51,2,3,1,141,3,6
,Maasgouw,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Gemeenschapshuis Baekerhoes,1641::SB3,6051 JG,1064,423,1,1,0,0,0,387,38,0,0,0,0,0,425,8,125,25,41,9,108,2,12,9,21,0,0,0,57,0,6
,Maasgouw,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Sportzaal Linne,1641::SB4,6067 CG,1323,566,2,2,0,0,1,568,1,0,0,0,0,0,570,12,119,31,58,18,142,2,32,30,35,0,0,0,79,2,6
,Maasgouw,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Trefcentrum Stevensweert,1641::SB5,6107 BZ,1356,532,1,1,0,0,4,477,53,0,0,0,0,0,534,13,122,41,47,9,155,1,17,20,27,0,0,0,74,1,5
,Maasgouw,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Verenigingszaal Lakerhoes,1641::SB6,6109 AR,688,292,0,0,0,0,2,257,33,0,0,0,0,0,292,13,71,18,33,3,72,2,12,21,9,0,0,0,32,0,6
,Maasgouw,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Kantine BMV Sporthal Reutsdael,1641::SB7,6097 BH,1480,805,1,3,0,0,0,724,85,0,0,0,0,0,809,46,189,39,67,13,257,2,40,26,20,0,2,2,86,0,16
,Maasgouw,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Proteion St. Jozef,1641::SB8,6019 AN,1680,540,3,3,0,0,0,483,63,0,0,0,0,0,546,21,132,25,51,14,150,0,16,34,25,0,0,1,62,1,8
,Maasgouw,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Gemeenschapshuis 't Leuke,1641::SB9,6099 AR,1490,589,1,0,0,0,3,539,48,0,0,0,0,0,590,32,112,42,51,10,184,4,27,18,20,0,0,0,75,1,13
,Maasgouw,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Proteion Sterrebosch,1641::SB10,6017 AL,2020,812,4,4,0,0,5,725,90,0,0,0,0,0,820,24,199,56,48,23,252,7,51,31,22,0,0,0,94,1,4
,Maasgouw,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Koraal locatie St. Anna,1641::SB11,6097 AH,2312,468,0,1,0,0,2,416,51,0,0,0,0,0,469,23,79,19,59,9,166,1,30,20,28,0,0,0,24,1,9
,Maasgouw,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Kantine TC Linne,1641::SB12,6067 JA,1662,524,4,7,0,0,0,468,67,0,0,0,0,0,535,18,89,48,51,26,137,2,14,19,35,0,0,1,80,0,4
