contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Democraten 66 (D66),CDA - Europese Volkspartij,PVV (Partij voor de Vrijheid),VVD,SP (Socialistische Partij),P.v.d.A./Europese Sociaaldemocraten,ChristenUnie-SGP,GROENLINKS,Partij voor de Dieren,50PLUS,JEZUS LEEFT,DENK,De Groenen,Forum voor Democratie,vandeRegio & Piratenpartij,Volt Nederland
,Utrechtse Heuvelrug,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Nieuw Salem,1581::SB1,3971 CA,1722,1006,1,0,0,0,1,909,97,0,0,0,0,0,1007,105,105,16,126,24,196,54,181,69,25,0,11,0,63,0,31
,Utrechtse Heuvelrug,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau CBS Instituut Coolsma,1581::SB2,3971 KW,1507,1037,1,1,0,0,13,887,139,0,0,0,0,0,1039,142,81,15,247,9,170,50,125,49,29,0,3,2,79,0,36
,Utrechtse Heuvelrug,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Sparrenheide,1581::SB3,3971 DA,1667,1100,0,0,0,1,7,953,141,0,0,1,0,0,1101,138,98,16,234,11,178,74,171,53,22,1,1,3,69,0,31
,Utrechtse Heuvelrug,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Pauluskerk,1581::SB4,3972 EJ,1324,669,2,0,0,0,0,582,90,1,0,1,0,0,672,71,46,7,81,25,112,36,153,57,11,1,3,3,35,3,25
,Utrechtse Heuvelrug,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Beukenhorst,1581::SB5,3972 HA,1525,828,0,3,0,0,8,698,123,2,2,0,0,0,829,72,92,22,130,9,148,74,114,43,28,0,11,0,48,3,34
,Utrechtse Heuvelrug,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Immanuëlkerk,1581::SB6,3972 JH,1802,691,3,1,0,2,3,623,71,0,0,2,0,0,697,75,63,12,90,25,115,51,151,34,17,0,8,3,30,2,15
,Utrechtse Heuvelrug,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau CBS De Uilenburcht,1581::SB7,3972 XD,1504,846,0,0,0,0,0,740,106,0,0,0,0,0,846,62,110,22,132,12,170,53,104,41,31,0,18,0,78,0,13
,Utrechtse Heuvelrug,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Gereformeerde Kerk de Bron,1581::SB8,3972 DC,1578,875,2,0,0,0,3,779,95,0,0,0,0,0,877,70,102,27,136,19,152,59,124,47,34,1,5,2,84,1,12
,Utrechtse Heuvelrug,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau 't Hoge Licht,1581::SB9,3972 PX,1852,1035,1,2,0,0,3,905,130,0,0,0,0,0,1038,105,88,37,154,26,209,73,169,48,22,0,4,1,86,2,11
,Utrechtse Heuvelrug,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Ontmoetingskapel,1581::SB10,3951 AB,1293,801,3,0,0,0,8,712,84,0,0,0,0,0,804,67,98,21,151,7,144,51,103,50,14,0,0,1,65,0,29
,Utrechtse Heuvelrug,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Dorpskerk,1581::SB11,3953 MH,986,541,1,0,0,0,2,489,51,0,0,0,0,0,542,35,75,13,110,10,74,51,46,22,21,2,1,3,63,1,14
,Utrechtse Heuvelrug,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Kerk De Ark,1581::SB12,3951 LC,1221,446,0,1,0,0,3,394,50,0,0,0,0,0,447,31,46,13,130,5,66,31,32,30,9,0,0,0,47,0,6
,Utrechtse Heuvelrug,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau De Twee Marken,1581::SB13,3951 CR,1196,1037,0,2,0,0,11,935,93,0,0,0,0,0,1039,112,128,15,183,17,228,52,131,45,25,0,0,2,81,2,16
,Utrechtse Heuvelrug,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Kerkgebouw De Ark,1581::SB14,3958 CG,1322,714,0,0,0,0,0,631,83,0,0,0,0,0,714,63,112,10,121,7,120,56,80,33,11,0,0,0,75,1,25
,Utrechtse Heuvelrug,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau De Proloog,1581::SB15,3958 KA,1533,726,0,0,0,1,1,638,86,0,1,0,0,0,725,37,83,22,108,28,126,81,80,32,12,1,1,2,102,2,9
,Utrechtse Heuvelrug,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau De Ridderhof,1581::SB16,3958 DC,1447,565,0,0,0,0,2,515,48,0,0,0,0,0,565,47,65,15,99,12,89,58,43,20,27,0,1,0,70,1,18
,Utrechtse Heuvelrug,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau De Buurthucht,1581::SB17,3959 AM,1343,620,1,0,0,0,10,510,101,0,0,0,0,0,621,10,82,24,50,11,39,280,23,14,14,3,0,0,64,1,5
,Utrechtse Heuvelrug,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Michaëlhuis,1581::SB18,3956 BW,1323,755,0,0,0,1,19,662,75,0,0,1,0,0,756,45,108,14,129,15,114,91,80,33,25,0,2,1,86,0,12
,Utrechtse Heuvelrug,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau WereldKidz Meander,1581::SB19,3956 EW,1520,548,0,1,0,0,1,490,58,0,0,0,0,0,549,46,68,13,105,7,109,41,43,29,18,0,1,1,59,1,7
,Utrechtse Heuvelrug,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau De Schermerij,1581::SB20,3956 HA,1477,719,1,1,0,0,6,633,82,0,0,0,0,0,721,51,90,21,139,6,137,44,74,37,36,2,0,1,73,5,3
,Utrechtse Heuvelrug,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau De Binder,1581::SB21,3956 ED,1348,768,1,0,0,0,8,760,1,0,0,0,0,0,769,62,73,24,147,20,147,34,74,33,33,0,1,1,102,2,15
,Utrechtse Heuvelrug,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Cultuurhuis Pléiade,1581::SB22,3941 HV,1619,1431,1,3,0,1,12,1218,204,0,1,0,0,0,1434,119,156,14,310,23,251,108,219,61,42,1,1,2,88,1,35
,Utrechtse Heuvelrug,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Oranjestein,1581::SB23,3941 DR,1726,664,3,2,2,0,5,578,84,0,2,0,0,0,667,66,60,14,168,8,127,42,58,34,17,0,0,0,50,0,20
