contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Democraten 66 (D66),CDA - Europese Volkspartij,PVV (Partij voor de Vrijheid),VVD,SP (Socialistische Partij),P.v.d.A./Europese Sociaaldemocraten,ChristenUnie-SGP,GROENLINKS,Partij voor de Dieren,50PLUS,JEZUS LEEFT,DENK,De Groenen,Forum voor Democratie,vandeRegio & Piratenpartij,Volt Nederland
,Ooststellingwerf,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Rikkingahof Oosterwolde,0085::SB1,8431 MB,820,453,0,1,0,0,3,416,35,0,0,0,0,0,454,27,75,11,65,14,132,13,28,16,20,0,1,1,48,1,1
,Ooststellingwerf,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Openbare Bibliotheek,0085::SB2,8431 LN,1183,473,1,0,0,0,6,418,50,0,0,0,0,0,474,18,49,20,78,18,139,17,39,18,16,0,0,1,52,2,6
,Ooststellingwerf,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Dorpshuis Grietenijhûs,0085::SB3,8423 TG,839,400,1,0,0,0,2,353,46,0,0,0,0,0,401,18,23,9,178,9,84,2,28,13,5,0,0,0,30,0,1
,Ooststellingwerf,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Kantine dorpsbelang Nijeberkoop,0085::SB4,8422 DH,214,122,0,0,0,0,0,105,17,0,0,0,0,0,122,9,19,4,38,1,14,0,8,13,9,0,0,0,7,0,0
,Ooststellingwerf,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau MFA MeJander Oldeberkoop,0085::SB5,8421 PE,1253,591,1,1,0,0,1,534,58,0,0,0,0,0,593,18,45,25,135,24,146,13,48,48,15,0,0,2,65,0,7
,Ooststellingwerf,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Zaal 't Anker Elsloo,0085::SB6,8424 PJ,526,234,0,0,0,0,1,216,17,0,0,0,0,0,234,4,26,10,78,2,31,5,26,16,6,1,0,1,28,0,0
,Ooststellingwerf,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Dorpshuis Oons Dorpshuus Langedijke,0085::SB7,8425 SV,342,179,0,0,0,0,0,161,18,0,0,0,0,0,179,4,10,2,65,10,31,6,19,9,3,1,0,0,17,0,2
,Ooststellingwerf,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Zaal Appelhof Riemsoord,0085::SB8,8426 EC,1208,579,0,0,0,0,8,500,71,0,0,0,0,0,579,28,55,21,82,32,156,11,42,36,23,0,0,1,82,1,9
,Ooststellingwerf,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau De Schutse Appelscha,0085::SB9,8426 AG,1314,521,0,0,0,0,26,445,50,0,0,0,0,0,521,24,94,15,86,19,109,12,33,14,30,0,1,1,78,1,4
,Ooststellingwerf,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Dorpshuis Et Legien Fochteloo,0085::SB10,8428 HE,315,182,0,0,0,0,2,158,22,0,0,0,0,0,182,9,28,5,41,8,26,7,28,4,7,1,0,0,15,0,3
