contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Democraten 66 (D66),CDA - Europese Volkspartij,PVV (Partij voor de Vrijheid),VVD,SP (Socialistische Partij),P.v.d.A./Europese Sociaaldemocraten,ChristenUnie-SGP,GROENLINKS,Partij voor de Dieren,50PLUS,JEZUS LEEFT,DENK,De Groenen,Forum voor Democratie,vandeRegio & Piratenpartij,Volt Nederland
,Tholen,EP2019,Europees Parlement 2019,,,2019-05-23,"Stembureau Ver.gebouw ""de Wingerd",0716::SB1,4691 BP,1402,561,4,1,0,0,0,512,54,0,0,0,0,0,566,24,59,26,70,16,74,183,24,22,12,2,0,0,47,0,2
,Tholen,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Dalemhof,0716::SB2,4691 ZC,1270,607,0,0,0,0,2,523,82,0,0,0,0,0,607,5,60,20,66,21,56,221,19,15,27,2,2,0,88,0,5
,Tholen,EP2019,Europees Parlement 2019,,,2019-05-23,"Stembureau Gemeenschapscentrum ""Meulvliet""",0716::SB3,4691 HT,1409,643,1,1,0,0,0,529,116,0,0,0,0,0,645,7,73,27,52,16,59,278,22,18,20,0,0,0,68,0,3
,Tholen,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Zalencentrum Ger.Gemeente,0716::SB4,4691 DS,2008,816,0,0,0,0,1,698,117,0,0,0,0,0,816,15,93,32,82,14,80,328,37,15,36,0,0,1,81,0,2
,Tholen,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Dorpshuis 't Ouwe Raed'uus,0716::SB5,4693 BV,1248,512,0,0,0,0,1,451,60,0,0,0,0,0,512,4,70,46,39,14,56,167,17,9,10,4,0,0,71,1,4
,Tholen,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Sassegrave,0716::SB6,4694 BP,1296,642,0,1,0,0,2,514,127,0,0,0,0,0,643,7,52,24,30,16,55,365,17,10,19,0,0,1,42,1,3
,Tholen,EP2019,Europees Parlement 2019,,,2019-05-23,"Stembureau Gemeenschapscentrum ""Haestinge""",0716::SB7,4695 BA,1512,576,0,1,0,2,4,472,99,0,2,0,0,0,575,9,51,37,56,26,79,159,11,24,30,3,1,0,88,0,2
,Tholen,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Zorgcentrum Maartenshof,0716::SB8,4695 HV,1109,424,0,0,0,0,0,361,63,0,0,0,0,0,424,6,45,32,19,19,75,110,8,11,16,1,1,1,80,0,0
,Tholen,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Dorpshuis de Stove,0716::SB9,4696 BK,1243,565,2,0,0,0,2,447,118,0,0,0,0,0,567,3,46,23,37,10,45,308,3,7,19,1,0,0,58,2,3
,Tholen,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Zorgcentrum de Schutse,0716::SB10,4697 GM,1397,492,1,1,0,0,4,413,77,0,0,0,0,0,494,8,57,28,57,8,47,195,20,6,13,1,0,1,48,3,0
,Tholen,EP2019,Europees Parlement 2019,,,2019-05-23,"Stembureau Gemeenschapscentrum ""Wellevaete""",0716::SB11,4697 BJ,1487,579,2,0,0,0,3,468,110,0,0,0,0,0,581,10,86,15,62,16,68,201,22,11,19,1,0,0,65,0,3
,Tholen,EP2019,Europees Parlement 2019,,,2019-05-23,"Stembureau Dorpshuis ""De Vossenkuil""",0716::SB12,4698 AM,2017,748,1,1,0,1,2,631,116,0,1,0,0,0,749,19,88,50,102,24,101,153,31,26,33,2,1,1,103,3,11
,Tholen,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Dorpshuis De Wimpel,0716::SB13,4675 CS,1672,685,0,2,0,0,3,573,111,0,0,0,0,0,687,4,66,47,63,24,27,305,5,25,21,1,0,0,90,0,7
,Tholen,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Dorpshuis Ons Dorpshuis,0716::SB14,4675 RJ,346,155,0,1,0,0,0,141,15,0,0,0,0,0,156,3,38,7,6,8,17,29,4,3,7,0,0,0,32,1,0
