contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Democraten 66 (D66),CDA - Europese Volkspartij,PVV (Partij voor de Vrijheid),VVD,SP (Socialistische Partij),P.v.d.A./Europese Sociaaldemocraten,ChristenUnie-SGP,GROENLINKS,Partij voor de Dieren,50PLUS,JEZUS LEEFT,DENK,De Groenen,Forum voor Democratie,vandeRegio & Piratenpartij,Volt Nederland
,Meerssen,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Bestuurscentrum (KCC),0938::SB1,6231 LS,1512,779,2,5,0,0,2,678,106,0,0,0,0,0,786,42,110,32,107,9,277,7,63,27,21,0,1,1,66,2,14
,Meerssen,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Zorgcentrum Beukeloord,0938::SB2,6231 JZ,1626,436,1,3,0,0,0,391,49,0,0,0,0,0,440,24,65,30,52,10,142,3,26,14,15,0,0,0,50,1,4
,Meerssen,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Gemeenschapshuis De Stip,0938::SB3,6231 HG,1542,743,1,2,0,0,0,668,78,0,0,0,0,0,746,33,101,69,35,27,247,2,64,30,27,0,3,2,98,0,5
,Meerssen,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Gemeenschapshuis de Koel,0938::SB6,6231 BP,1341,467,1,1,0,0,0,417,52,0,0,0,0,0,469,12,50,36,39,12,169,4,26,24,17,0,0,0,76,0,2
,Meerssen,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Scoutinggebouw Bunde,0938::SB12,6241 GA,1055,508,0,0,0,0,2,450,56,0,0,0,0,0,508,54,59,14,106,11,150,1,30,13,9,0,0,1,52,0,8
,Meerssen,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Zorgcentrum De Wilgenhof,0938::SB13,6241 BH,1183,636,5,2,0,0,1,576,66,0,0,0,0,0,643,25,119,28,59,14,236,5,46,15,30,2,2,1,51,0,3
,Meerssen,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Zalencentrum De Auw Kerk,0938::SB14,6241 CR,1174,567,0,4,0,0,0,498,73,0,0,0,0,0,571,31,51,25,100,15,179,7,49,30,13,0,2,0,58,0,7
,Meerssen,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Woonbegeleidingscentrum Aan de Pas,0938::SB15,6241 CT,1208,351,3,0,0,0,4,300,50,0,0,0,0,0,354,25,24,20,33,10,131,4,34,18,6,0,0,0,40,2,4
,Meerssen,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Café De Gäöllenaer,0938::SB16,6243 BM,1263,546,0,0,0,0,2,465,79,0,0,0,0,0,546,22,48,36,59,9,200,4,42,20,18,0,1,3,76,1,7
,Meerssen,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Zorgcentrum Ave Maria,0938::SB17,6243 AG,1230,515,1,0,0,0,0,452,64,0,0,0,0,0,516,21,73,22,75,18,175,4,44,22,12,1,0,1,43,1,3
,Meerssen,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Gemeenschapshuis D'n Huppel,0938::SB21,6235 AC,1190,577,0,2,0,0,4,503,72,0,0,0,0,0,579,33,125,39,54,18,174,0,30,18,20,1,0,0,52,0,13
,Meerssen,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Basisschool de Triangel,0938::SB22,6235 BP,1088,468,0,0,0,0,0,405,63,0,0,0,0,0,468,9,73,36,50,9,157,0,23,16,20,1,1,0,68,0,5
