contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Democraten 66 (D66),CDA - Europese Volkspartij,PVV (Partij voor de Vrijheid),VVD,SP (Socialistische Partij),P.v.d.A./Europese Sociaaldemocraten,ChristenUnie-SGP,GROENLINKS,Partij voor de Dieren,50PLUS,JEZUS LEEFT,DENK,De Groenen,Forum voor Democratie,vandeRegio & Piratenpartij,Volt Nederland
,Nieuwkoop,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Kaleidoskoop,0569::SB1,2421 EX,2305,1610,3,2,0,0,1,1421,193,0,0,0,0,0,1615,122,220,43,331,29,278,67,131,55,90,6,3,1,189,6,39
,Nieuwkoop,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau De Rank,0569::SB2,2421 BE,2313,860,0,0,0,0,1,743,116,0,0,0,0,0,860,48,154,31,239,9,113,61,33,15,26,3,0,0,111,1,16
,Nieuwkoop,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Kaleidoskoop theaterzaal,0569::SB4,2421 EX,2519,584,0,2,0,0,0,506,80,0,0,0,0,0,586,34,106,24,111,9,80,43,37,21,25,2,0,1,80,0,11
,Nieuwkoop,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau De Rietzanger,0569::SB5,2431 AD,1284,622,1,1,0,0,0,543,81,0,0,0,0,0,624,44,146,17,128,11,85,10,52,20,28,0,0,0,70,0,11
,Nieuwkoop,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau De Schutse,0569::SB6,3652 LH,1026,442,0,0,0,0,1,383,58,0,0,0,0,0,442,33,112,10,59,1,52,65,20,19,11,4,0,0,55,0,1
,Nieuwkoop,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Parola,0569::SB8,2461 CE,2247,947,2,4,0,0,0,850,103,0,0,0,0,0,953,63,247,32,195,14,138,21,44,13,44,1,0,3,120,3,9
,Nieuwkoop,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Koeleman Potplanten B.V.,0569::SB9,2461 TZ,1787,351,1,1,0,0,0,311,42,0,0,0,0,0,353,11,94,14,74,3,37,23,15,5,20,0,0,0,49,0,6
,Nieuwkoop,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Gemeentehuis Ter Aar,0569::SB10,2461 CC,1379,564,0,2,0,0,2,501,63,0,0,0,0,0,566,45,114,19,119,10,63,42,39,9,24,0,0,0,74,0,6
,Nieuwkoop,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Bibliotheek Ter Aar,0569::SB12,2461 DR,1847,1159,4,7,0,0,0,1077,93,0,0,0,0,0,1170,54,252,51,205,9,189,69,74,27,64,1,4,2,142,0,16
,Nieuwkoop,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau De Ringkant,0569::SB13,2441 AD,1592,583,0,0,0,0,2,512,69,0,0,0,0,0,583,28,119,34,111,14,66,36,45,17,15,0,1,2,83,2,10
,Nieuwkoop,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Gemeentehuis Nieuwveen,0569::SB14,2441 LE,2210,789,2,4,0,0,2,705,88,0,0,0,0,0,795,53,155,32,136,7,100,49,26,32,48,2,0,0,137,1,11
,Nieuwkoop,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Party-Centrum 't Trefpunt,0569::SB16,2435 XP,1795,689,4,0,0,0,2,617,74,0,0,0,0,0,693,34,138,35,135,14,71,62,39,21,32,1,0,2,91,1,13
,Nieuwkoop,EP2019,Europees Parlement 2019,,,2019-05-23,Stembureau Stembureau Mobiel stembureau,0569::SB21,,0,259,0,1,0,0,0,229,31,0,0,0,0,0,260,7,56,12,47,6,23,24,14,6,9,0,0,0,50,0,5
