contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),Christen Democratisch Appèl (CDA),SP (Socialistische Partij),Democraten 66 (D66),GROENLINKS,ChristenUnie,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,Piratenpartij,Partij voor Mens en Spirit (MenS),Nederland Lokaal,Libertarische Partij (LP),Democratisch Politiek Keerpunt DPK,50PLUS,Liberaal Democratische Partij (LibDem),Anti Europa Partij,SOPN,Partij van de Toekomst (PvdT)
Haarlem,Amstelveen,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Roelof Venemaschool,0362::SB1,1181 AT,1598,1842,1,4,685,399,60,78,78,364,68,21,4,42,9,3,0,3,1,24,0,0,3,0
Haarlem,Amstelveen,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Brede school Michiel de Ruyter,0362::SB2,1181 ER,1585,1510,4,0,578,321,71,66,87,242,41,23,8,27,7,2,1,0,1,32,0,0,1,2
Haarlem,Amstelveen,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Piet Heinschool,0362::SB3,1181 XW,1585,972,1,2,421,176,21,34,41,180,42,9,5,28,4,2,0,1,0,8,0,0,0,0
Haarlem,Amstelveen,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Groepswonen De Bietelaar,0362::SB4,1181 XH,1585,611,0,0,243,132,32,39,43,73,16,2,0,17,5,0,0,0,0,9,0,0,0,0
Haarlem,Amstelveen,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Woonzorgcentrum Nieuw Vredeveld,0362::SB5,1181 HD,1585,1419,1,1,583,284,70,101,52,196,40,22,0,30,5,5,0,2,0,29,0,0,0,0
Haarlem,Amstelveen,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau 1e Montessorischool dependance,0362::SB6,1181 NC,1585,924,3,2,276,248,67,60,49,119,42,14,0,24,3,0,0,0,0,21,0,0,0,1
Haarlem,Amstelveen,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Wijkcentrum Open Hof,0362::SB7,1181 NC,1585,961,2,5,325,253,57,53,69,110,28,14,1,24,0,0,0,2,0,24,0,0,1,0
Haarlem,Amstelveen,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Roelof Venemaschool dependance,0362::SB8,1182 GW,1585,1048,1,3,453,203,50,50,51,156,30,4,8,24,4,1,0,0,0,14,0,0,0,0
Haarlem,Amstelveen,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Wijksteunpunt Pluspunt,0362::SB9,1182 GC,1585,886,4,3,207,217,76,68,99,91,25,14,2,31,1,5,0,1,0,46,0,0,1,2
Haarlem,Amstelveen,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Raadhuis,0362::SB10,1182 JR,1585,1361,1,1,523,326,70,73,54,162,39,19,15,41,8,4,0,0,0,22,2,0,2,1
Haarlem,Amstelveen,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Zorgcentrum 't Huis aan de Poel,0362::SB11,1185 SE,1585,1273,5,3,393,314,108,91,96,136,40,18,6,29,0,6,0,1,0,34,1,0,0,0
