contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),Christen Democratisch Appèl (CDA),SP (Socialistische Partij),Democraten 66 (D66),GROENLINKS,ChristenUnie,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,Piratenpartij,Partij voor Mens en Spirit (MenS),Nederland Lokaal,Libertarische Partij (LP),Democratisch Politiek Keerpunt DPK,50PLUS,Liberaal Democratische Partij (LibDem),Anti Europa Partij,SOPN,Partij van de Toekomst (PvdT)
's-Hertogenbosch,Helmond,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau WOONZORGCENTRUM DE  AMEIDE,0794::SB101,5701 ZZ,2098,1372,7,5,185,387,270,102,261,57,17,4,0,22,3,2,3,1,1,54,0,0,0,3
's-Hertogenbosch,Helmond,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau WIJKHUIS BREDE SCHOOL DE FONKEL,0794::SB102,5701 VL,1372,1031,3,5,119,371,168,59,208,52,13,8,0,4,8,0,1,0,2,14,1,0,3,0
's-Hertogenbosch,Helmond,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau STADSKANTOOR HELMOND,0794::SB103,5701 NV,1838,906,0,4,189,229,113,78,142,67,15,1,2,18,3,0,2,1,0,40,1,0,4,1
's-Hertogenbosch,Helmond,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau VALKENNEST (BETHLEHEMKERK),0794::SB104,5702 PJ,1687,1218,2,3,216,319,182,103,236,65,15,3,0,20,5,3,7,2,1,35,0,0,2,4
's-Hertogenbosch,Helmond,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau STADSWINKEL,0794::SB105,5707 BX,1427,862,1,3,273,177,89,81,121,74,13,1,0,12,0,1,0,0,0,20,0,0,0,0
's-Hertogenbosch,Helmond,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau THEO DRIESSEN INSTITUUT,0794::SB106,5701 BC,2261,1097,3,4,120,347,249,43,238,30,21,3,0,16,6,1,3,1,0,11,0,0,7,1
's-Hertogenbosch,Helmond,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau WOONZORGCENTRUM DE EEUWSELS,0794::SB201,5702 HW,1264,761,4,2,84,211,175,25,178,20,10,0,0,9,2,2,2,0,0,42,0,0,0,1
's-Hertogenbosch,Helmond,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau WIJKCENTRUM DE BOERDERIJ,0794::SB203,5702 JD,1781,1326,8,9,187,319,301,85,274,63,23,11,1,22,6,2,0,0,0,27,0,1,2,2
's-Hertogenbosch,Helmond,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau WIJKCENTRUM DE TERP,0794::SB204,5702 TX,1961,775,1,5,47,253,216,26,152,11,13,3,3,17,1,3,2,2,1,22,0,0,2,1
's-Hertogenbosch,Helmond,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau ZORGBOOGCENTRUM DE PANNEHOEVE,0794::SB205,5702 BA,2028,1180,6,5,131,346,250,64,256,51,4,4,0,26,1,1,1,0,2,40,0,0,1,2
's-Hertogenbosch,Helmond,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau PRAKTIJKSCHOOL HELMOND,0794::SB302,5703 GR,2054,1259,8,1,174,326,240,91,306,44,14,2,0,30,0,3,3,0,3,21,0,1,1,0
's-Hertogenbosch,Helmond,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau WIJKHUIS DE LIER,0794::SB303,5703 BW,1910,1173,2,6,109,351,277,28,304,30,11,3,0,24,6,1,0,0,3,23,0,0,1,2
's-Hertogenbosch,Helmond,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau STEUNPUNT  ROZENHOF,0794::SB305,5701 GB,1815,1033,3,2,97,288,241,54,249,36,8,6,2,18,3,2,0,0,1,26,0,0,1,1
