contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),Christen Democratisch Appèl (CDA),SP (Socialistische Partij),Democraten 66 (D66),GROENLINKS,ChristenUnie,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,Piratenpartij,Partij voor Mens en Spirit (MenS),Nederland Lokaal,Libertarische Partij (LP),Democratisch Politiek Keerpunt DPK,50PLUS,Liberaal Democratische Partij (LibDem),Anti Europa Partij,SOPN,Partij van de Toekomst (PvdT)
Haarlem,Zandvoort,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Zandvoorts Museum,0473::SB1,2042 KA,1237,1068,0,0,502,185,125,32,70,67,7,2,0,46,9,1,0,0,0,19,0,0,3,0
Haarlem,Zandvoort,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Strandhotel Centerparcs,0473::SB2,2041 JB,1258,863,1,1,390,128,105,38,45,65,18,6,2,28,6,1,0,0,1,26,0,0,1,3
Haarlem,Zandvoort,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Oranje Nassauschool,0473::SB3,2042 CH,1440,1172,0,1,582,185,107,53,30,100,21,5,0,50,7,4,1,1,0,25,0,0,1,0
Haarlem,Zandvoort,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,"Stembureau LDC ""De Blauwe Tram""",0473::SB4,2042 VD,1386,893,3,1,370,157,117,34,56,67,10,6,1,26,3,4,0,0,2,38,0,0,1,1
Haarlem,Zandvoort,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Rode Kruisgebouw,0473::SB5,2041 NN,1614,1117,2,3,323,299,181,62,80,60,12,3,3,28,13,0,0,0,3,48,0,0,1,1
Haarlem,Zandvoort,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,"Stembureau ""De School""",0473::SB6,2042 NZ,1096,832,1,1,466,128,57,36,34,63,12,3,1,17,1,1,0,0,0,10,0,0,2,1
Haarlem,Zandvoort,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Pluspunt Zandvoort (A),0473::SB7,2041 VW,1091,732,0,5,210,179,129,27,64,38,10,3,0,31,9,1,1,0,1,25,0,0,3,1
Haarlem,Zandvoort,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Zorgcentrum,0473::SB8,2042 XR,966,609,1,3,223,148,86,37,25,39,4,2,0,11,4,3,2,0,0,24,0,0,1,0
Haarlem,Zandvoort,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Nieuw-Unicum,0473::SB9,2042 XK,163,126,0,0,16,35,11,10,21,12,3,6,3,6,0,0,0,0,1,0,0,0,2,0
Haarlem,Zandvoort,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Stichting A.G. Bodaan,0473::SB10,2116 TR,793,660,0,0,422,56,28,40,7,78,7,2,1,12,1,0,0,0,0,6,0,0,0,0
Haarlem,Zandvoort,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Pluspunt Zandvoort (B),0473::SB11,2041 VP,1091,742,2,4,187,203,123,28,76,48,13,2,0,24,2,5,0,1,2,21,2,1,3,1
Haarlem,Zandvoort,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Station NS,0473::SB12,2041 AB,1067,992,1,0,423,179,126,28,76,69,13,1,0,33,8,6,0,1,0,27,0,0,2,0
