contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),Christen Democratisch Appèl (CDA),SP (Socialistische Partij),Democraten 66 (D66),GROENLINKS,ChristenUnie,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,Piratenpartij,Partij voor Mens en Spirit (MenS),Nederland Lokaal,Libertarische Partij (LP),Democratisch Politiek Keerpunt DPK,50PLUS,Liberaal Democratische Partij (LibDem),Anti Europa Partij,SOPN,Partij van de Toekomst (PvdT)
Leiden,Lansingerland,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Voormalig Gemeentehuis Bergschenhoek,1621::SB1,,1402,1205,1,4,510,166,134,122,49,89,14,60,21,14,1,1,0,2,2,19,0,0,1,0
Leiden,Lansingerland,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,"Stembureau Voormalig OBS De Tuinen, Bergschenhoek",1621::SB2,,1796,1381,0,4,581,244,174,90,57,102,12,54,14,16,0,1,2,1,8,23,0,0,2,0
Leiden,Lansingerland,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,"Stembureau Bibliotheek Oostland, Bergschenhoek",1621::SB3,,1059,852,0,2,239,172,111,81,38,83,22,57,5,20,2,2,0,1,0,18,0,0,0,1
Leiden,Lansingerland,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,"Stembureau Postduivenvereniging, Bergschenhoek",1621::SB4,,742,605,0,0,279,69,49,70,19,41,16,25,7,15,3,2,0,0,2,8,0,0,0,0
Leiden,Lansingerland,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,"Stembureau RK Basisschool Pius X, Bergschenhoek",1621::SB5,,1525,1284,3,0,430,246,157,103,77,97,26,73,13,29,3,0,0,0,0,25,1,2,1,1
Leiden,Lansingerland,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,"Stembureau Ger. Vrijgem. Kerk, Bergschenhoek",1621::SB6,,1528,1321,1,0,670,155,109,87,38,106,15,82,18,20,1,4,0,0,1,12,0,0,0,3
Leiden,Lansingerland,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,"Stembureau Jongeren Centrum Spectrum, Bergschenhoek",1621::SB7,,2146,1799,8,0,804,311,159,149,58,118,24,92,11,38,2,2,0,2,7,19,1,0,2,0
Leiden,Lansingerland,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,"Stembureau Scholencomplex CBS De Acker, Bergschenhoek",1621::SB8,,2003,1372,0,2,644,177,110,117,61,139,25,52,2,19,7,0,0,0,2,16,0,0,1,0
Leiden,Lansingerland,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,"Stembureau Basisschool De Poolster, Berkel en Rodenrijs",1621::SB9,,1916,1823,4,1,873,239,156,173,63,161,27,51,7,27,6,0,0,0,0,33,0,0,3,4
Leiden,Lansingerland,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,"Stembureau RK Basisschool Het Baken, Berkel en Rodenrijs",1621::SB10,,2293,1992,4,1,923,325,206,140,72,168,24,40,3,36,5,5,0,1,2,35,0,3,1,3
Leiden,Lansingerland,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,"Stembureau Pr. Mauritsschool, Berkel en Rodenrijs",1621::SB11,,2210,1382,0,2,456,259,161,108,86,113,22,90,9,26,6,6,0,1,3,33,0,0,1,2
Leiden,Lansingerland,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,"Stembureau Huize St. Petrus, Berkel en Rodenrijs",1621::SB12,,2061,1534,5,8,494,275,192,216,91,105,17,60,10,30,7,2,0,0,3,27,0,1,1,3
Leiden,Lansingerland,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,"Stembureau Woonzorgcentr. Hergerborch, Berkel en Rodenrijs",1621::SB13,,1383,1173,2,6,323,181,147,208,58,61,9,103,21,23,3,0,0,0,5,28,0,0,2,1
