contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),Christen Democratisch Appèl (CDA),SP (Socialistische Partij),Democraten 66 (D66),GROENLINKS,ChristenUnie,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,Piratenpartij,Partij voor Mens en Spirit (MenS),Nederland Lokaal,Libertarische Partij (LP),Democratisch Politiek Keerpunt DPK,50PLUS,Liberaal Democratische Partij (LibDem),Anti Europa Partij,SOPN,Partij van de Toekomst (PvdT)
Maastricht,Echt-Susteren,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Stadhuis,1711::SB1,6101 CV,1573,1534,5,0,442,286,248,195,156,92,38,9,2,25,5,3,0,0,3,25,0,1,2,2
Maastricht,Echt-Susteren,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Trefcentrum Edith Stein,1711::SB2,6101 AT,1785,1165,5,4,264,217,223,145,164,66,21,15,2,15,2,1,0,3,3,19,0,0,4,1
Maastricht,Echt-Susteren,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Zorgcentrum De Egthe,1711::SB3,6101 EX,1427,879,8,1,117,173,228,95,158,37,17,3,0,22,1,4,0,0,2,20,0,0,1,1
Maastricht,Echt-Susteren,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Buurthuis St Joris,1711::SB4,6101 JX,1497,1081,5,2,163,244,263,77,198,51,19,7,0,22,6,3,0,0,0,27,0,1,0,0
Maastricht,Echt-Susteren,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Trefcentrum De Blomehoaf,1711::SB5,6101 NK,1582,870,2,5,167,192,181,76,122,56,15,7,0,18,5,2,0,0,3,22,2,1,0,1
Maastricht,Echt-Susteren,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Clublokaal De Ster,1711::SB6,6102 CW,1774,1241,2,3,260,232,266,156,189,71,18,7,0,11,2,1,0,1,0,22,2,0,2,1
Maastricht,Echt-Susteren,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Basisschool Patricius,1711::SB7,6102 AS,1421,937,1,6,201,159,218,111,129,54,16,6,1,20,3,4,0,0,0,13,0,0,2,0
Maastricht,Echt-Susteren,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Clubgebouw Slekker Boys,1711::SB8,6102 XR,830,630,3,0,122,131,165,62,97,20,8,5,1,5,4,0,0,0,1,9,0,0,0,0
Maastricht,Echt-Susteren,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Gemeenschapshuis,1711::SB9,6112 AL,1173,859,4,2,223,165,173,79,114,52,10,1,0,11,0,5,0,1,0,24,0,0,1,0
Maastricht,Echt-Susteren,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Café van Pol,1711::SB10,6104 AR,1372,954,4,0,172,140,275,115,142,37,5,7,0,21,3,3,1,3,1,23,1,0,5,0
Maastricht,Echt-Susteren,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Gemeenschapshuis Maria Hoop,1711::SB11,6105 AT,1088,850,5,2,222,120,251,86,82,31,13,3,0,16,2,4,0,0,1,18,0,0,0,1
Maastricht,Echt-Susteren,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Zo Wonen,1711::SB12,6114 MC,990,891,3,1,150,191,181,122,119,58,11,5,0,27,4,3,0,0,0,19,0,0,1,0
Maastricht,Echt-Susteren,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Zorgcentrum Vastrada,1711::SB13,6114 HG,1590,1126,2,3,274,217,186,217,100,63,9,5,0,22,1,5,0,0,0,25,0,0,1,1
Maastricht,Echt-Susteren,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Basisschool In 't Park,1711::SB14,6114 EA,1249,839,2,0,147,180,168,132,118,25,13,1,2,17,1,6,0,2,0,26,1,0,0,0
