contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),Christen Democratisch Appèl (CDA),SP (Socialistische Partij),Democraten 66 (D66),GROENLINKS,ChristenUnie,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,Piratenpartij,Partij voor Mens en Spirit (MenS),Nederland Lokaal,Libertarische Partij (LP),Democratisch Politiek Keerpunt DPK,50PLUS,Liberaal Democratische Partij (LibDem),Anti Europa Partij,SOPN,Partij van de Toekomst (PvdT)
Dordrecht,Delft,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,"Stembureau Gemeente Delft, ""Stadhuis""",0503::SB1,2611 GS,1311,1303,4,0,295,304,31,44,63,383,95,36,4,28,11,0,0,0,1,5,0,0,3,0
Dordrecht,Delft,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Max Havelaarschool,0503::SB2,2611 JR,1934,1708,2,5,375,469,107,69,126,339,120,21,3,39,13,12,0,1,0,12,1,0,0,1
Dordrecht,Delft,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Jenaplanschool De Oostpoort,0503::SB3,2611 SN,1524,1043,2,2,261,258,35,35,89,209,72,22,9,33,8,2,2,1,0,4,0,0,3,0
Dordrecht,Delft,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau St.DOK (voorheen Openb Bibliotheek),0503::SB4,2611 WG,1550,1385,2,2,316,352,86,64,96,279,89,22,6,45,6,4,0,0,0,16,0,0,4,0
Dordrecht,Delft,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,"Stembureau Gemeente Delft, ""Stadswinkel""",0503::SB5,2611 AL,1286,1100,4,2,327,235,33,38,71,267,73,15,7,19,8,2,0,3,0,1,0,0,1,0
Dordrecht,Delft,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Informatiecentrum Delft Bouwt,0503::SB7,2611 BM,1276,1012,3,2,307,176,21,36,67,300,53,21,2,16,4,0,1,0,0,8,0,0,0,0
Dordrecht,Delft,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Voormalig GGD-gebouw,0503::SB8,2627 BM,979,778,1,4,207,201,51,50,56,109,41,24,2,23,3,1,0,0,0,7,1,0,2,0
Dordrecht,Delft,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Het Kristal,0503::SB9,2614 SH,1819,1482,2,3,493,365,102,94,79,187,57,34,9,20,9,2,2,3,1,23,0,0,2,0
Dordrecht,Delft,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Het Apostolisch Genootschap,0503::SB10,2614 BP,1789,1134,4,0,310,267,130,84,91,116,36,36,4,20,6,1,0,2,2,25,0,0,4,0
Dordrecht,Delft,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Wijkcentrum De Parel,0503::SB11,2614 HE,2005,1254,4,5,223,366,163,62,126,117,55,49,8,37,16,4,0,0,2,22,0,1,1,2
Dordrecht,Delft,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Gebouw Het Westlandhof,0503::SB12,2614 HX,1817,1382,6,1,423,339,127,99,74,171,40,25,8,25,8,4,1,0,0,34,0,0,1,3
Dordrecht,Delft,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Laurentius Praktijkschool,0503::SB13,2613 XP,1627,1360,2,5,338,313,87,133,115,238,56,27,4,30,1,2,0,0,0,16,0,0,0,0
Dordrecht,Delft,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Wooncentrum Cort van der Linden,0503::SB14,2613 LC,1650,1027,4,2,192,275,82,116,89,125,39,27,28,26,2,1,0,0,1,23,1,0,0,0
Dordrecht,Delft,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Freinetschool Delft,0503::SB15,2613 LE,1735,1408,8,4,274,403,77,72,102,265,102,39,10,30,7,2,0,2,0,20,1,0,2,0
Dordrecht,Delft,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Buurtgebouw St. Olof,0503::SB16,2613 EK,1726,1389,2,2,274,371,131,58,101,220,110,44,2,34,14,6,0,0,0,21,0,1,0,2
Dordrecht,Delft,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Wijkcentrum Delft Noord,0503::SB18,2612 CB,1625,948,1,3,156,240,152,28,140,104,28,31,7,29,10,2,0,0,0,15,0,2,3,1
Dordrecht,Delft,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Woonzorgcentrum Monica,0503::SB19,2612 GV,983,821,1,5,215,184,61,69,51,122,40,18,4,24,3,0,1,0,0,28,0,0,1,0
Dordrecht,Delft,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Verpleeghuis De Bieslandhof,0503::SB20,2612 VC,1744,1326,4,2,241,339,148,81,139,168,63,45,9,44,10,1,0,0,0,36,0,1,0,1
Dordrecht,Delft,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau St. SILA/Boccia,0503::SB21,2612 RA,1260,934,4,1,204,222,110,36,83,150,44,17,3,36,3,0,0,3,1,21,0,0,0,1
Dordrecht,Delft,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,"Stembureau Gemeente Delft, ""Staalweg""",0503::SB22,2612 KK,1540,888,4,1,144,227,169,53,94,75,38,13,5,34,4,0,0,2,0,28,0,0,2,0
Dordrecht,Delft,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Buurtgebouw Rotterdamseweg,0503::SB23,2628 AJ,1565,1308,5,1,326,312,64,76,71,282,70,30,12,32,13,0,0,0,2,17,0,0,1,0
Dordrecht,Delft,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau TU Fac Elektrotechn Wisk & Informat,0503::SB24,2628 CD,1812,1101,9,1,282,212,23,34,45,360,54,46,6,13,18,0,1,3,0,2,0,0,1,1
Dordrecht,Delft,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Prins Mauritsschool,0503::SB25,2628 GJ,1756,1358,2,2,266,334,142,64,132,188,43,83,14,27,9,3,0,0,0,48,0,1,2,2
Dordrecht,Delft,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Vrijetijdscentrum De Wipmolen,0503::SB26,2628 JR,1416,986,4,11,147,298,148,54,72,126,39,32,8,29,4,2,0,1,1,22,0,0,2,1
Dordrecht,Delft,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Wijkwerk Wippolder,0503::SB28,2628 JN,1691,787,3,1,128,196,140,41,75,99,22,27,8,28,5,2,0,1,0,13,0,1,1,0
Dordrecht,Delft,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Buurthuis De Wending,0503::SB29,2613 RW,1626,1291,3,6,213,313,107,36,123,267,95,30,10,53,14,4,0,1,1,24,0,0,0,0
Dordrecht,Delft,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Delftse Montessorischool,0503::SB30,2613 JK,1656,1016,4,1,178,294,76,35,79,240,42,23,1,18,15,1,0,0,0,13,0,0,1,0
Dordrecht,Delft,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Woonzorgcentrum Delfshove,0503::SB31,2624 DS,1625,844,1,12,119,334,111,55,82,69,11,27,2,19,1,1,0,1,0,10,0,1,0,1
Dordrecht,Delft,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Marcuskerk,0503::SB32,2624 TH,1442,818,4,0,180,206,71,45,57,139,37,39,6,16,8,4,1,1,0,8,0,0,0,0
Dordrecht,Delft,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Woonzorgcentrum Abtswoude,0503::SB33,2624 LJ,1354,992,2,2,261,251,81,96,73,110,27,35,4,18,9,3,0,0,1,22,0,0,1,0
Dordrecht,Delft,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,"Stembureau Gemeente Delft, ""Torenhove""",0503::SB34,2624 ES,1134,1244,4,10,203,407,113,94,118,149,41,34,17,25,7,3,0,0,1,32,0,0,0,0
Dordrecht,Delft,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Buurtgebouw Het Voorhof,0503::SB35,2624 XL,1491,1035,3,1,172,334,137,59,93,115,25,35,10,17,9,5,0,2,0,18,1,0,1,2
Dordrecht,Delft,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Woonzorgcentrum Stefanna,0503::SB37,2624 LW,1398,971,5,5,226,233,107,113,60,109,34,33,6,22,4,0,0,1,0,22,0,0,0,1
Dordrecht,Delft,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Woonzorgcentrum Vijverhof,0503::SB38,2625 PM,1458,1234,2,3,302,312,155,107,82,109,34,35,15,32,7,3,0,1,2,34,1,0,1,2
Dordrecht,Delft,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Delftse Daltonschool,0503::SB39,2625 KX,1453,1129,0,0,349,263,54,106,43,158,67,26,15,21,4,2,0,1,2,14,0,0,2,2
Dordrecht,Delft,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Hang Out,0503::SB40,2625 CZ,1285,714,1,1,107,245,99,42,106,33,9,20,0,18,2,2,0,0,0,29,1,0,0,1
Dordrecht,Delft,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Wooncentrum Die Buytenweye,0503::SB41,2625 TD,1481,934,1,9,101,379,100,73,124,46,21,21,4,24,2,5,1,3,0,28,0,1,1,0
Dordrecht,Delft,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Wijkcentrum Het Buitenhuis,0503::SB42,2625 RE,1056,849,4,2,139,282,80,32,107,124,21,15,2,19,11,0,0,1,1,14,0,0,1,0
Dordrecht,Delft,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Bewonersruimte Lisztflat,0503::SB43,2625 BJ,1587,881,2,9,111,341,79,43,116,112,18,12,5,16,12,4,0,1,0,10,0,0,0,1
Dordrecht,Delft,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Vierhovenkerk,0503::SB45,2625 XN,1688,828,3,6,117,281,128,44,104,54,20,25,2,17,5,2,0,1,2,26,0,0,0,0
Dordrecht,Delft,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Simon Carmiggeltschool,0503::SB46,2623 MX,1757,1370,5,3,283,405,183,54,135,131,60,28,7,26,5,4,0,0,0,46,0,0,1,2
Dordrecht,Delft,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Basisschool De Regenboog,0503::SB47,2623 MZ,1567,1106,4,5,218,328,154,43,90,115,50,30,4,42,3,5,0,0,0,18,0,0,5,1
Dordrecht,Delft,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau School De Ark,0503::SB48,2623 NW,1749,1261,4,1,247,396,128,71,114,120,38,50,4,35,9,3,0,1,1,44,0,0,0,0
Dordrecht,Delft,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau School De Eglantier Tanthof,0503::SB49,2622 HB,2009,1498,1,3,344,401,187,76,157,143,53,38,9,40,7,4,0,0,4,32,0,0,3,0
Dordrecht,Delft,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Rkbs  De Bonte Pael,0503::SB51,2622 EA,2405,1681,5,4,367,505,268,73,163,143,33,24,4,41,8,2,0,0,0,40,0,1,6,3
Dordrecht,Delft,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Basisschool De Bron,0503::SB52,2622 EA,2212,1485,4,5,392,406,204,44,161,120,35,32,3,37,7,3,0,0,0,37,0,0,1,3
Dordrecht,Delft,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,"Stembureau Gemeente Delft, ""Stadhuis""",0503::SB53,2611 GS,1,1182,5,2,267,288,22,29,60,342,83,31,2,28,18,1,1,0,1,6,1,0,2,0
Dordrecht,Delft,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau TU Fac Elektrotechn Wisk & Informat,0503::SB54,2628 CD,1,1224,9,0,321,230,24,34,61,406,69,32,6,17,22,0,1,0,0,1,0,0,0,0
