contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),Christen Democratisch Appèl (CDA),SP (Socialistische Partij),Democraten 66 (D66),GROENLINKS,ChristenUnie,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,Piratenpartij,Partij voor Mens en Spirit (MenS),Nederland Lokaal,Libertarische Partij (LP),Democratisch Politiek Keerpunt DPK,50PLUS,Liberaal Democratische Partij (LibDem),Anti Europa Partij,SOPN,Partij van de Toekomst (PvdT)
Assen,Assen,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Stadhuis I,0106::SB1,9401 JW,1245,1235,1,4,275,418,70,103,111,113,31,58,9,23,2,2,0,0,0,18,0,0,2,0
Assen,Assen,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Anholt,0106::SB2,9401 AG,1513,933,0,0,156,403,57,62,92,47,19,57,7,13,2,2,0,0,1,12,1,0,0,2
Assen,Assen,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau De Boshof,0106::SB3,9401 PM,1240,1099,0,3,279,352,32,107,61,131,36,56,1,20,3,1,0,1,0,15,0,0,4,0
Assen,Assen,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau De Slingeborgh,0106::SB4,9406 EA,1516,993,2,1,157,325,52,152,96,66,18,80,9,22,1,3,0,0,2,8,0,0,2,0
Assen,Assen,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Pabo De Eekhorst,0106::SB5,9406 BZ,1575,953,2,1,135,385,67,72,113,52,25,66,5,14,2,3,0,0,0,10,1,0,2,1
Assen,Assen,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau de Steiger,0106::SB7,9406 GT,1218,974,1,2,101,387,119,41,140,61,19,65,2,18,2,0,0,0,0,14,1,0,0,4
Assen,Assen,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Arendshorst,0106::SB8,9402 JK,1414,828,0,2,59,303,56,47,104,16,18,175,18,17,0,0,1,0,1,8,0,1,3,1
Assen,Assen,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Maria in Campisschool,0106::SB9,9402 JA,1563,844,0,0,109,305,71,65,120,44,24,68,5,19,2,2,0,0,0,8,1,0,1,0
Assen,Assen,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau De Componist,0106::SB10,9402 VG,1613,1381,2,5,165,591,116,76,163,64,15,113,11,24,6,4,0,0,1,29,0,0,2,1
Assen,Assen,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Amstelflat,0106::SB11,9406 TA,1436,1112,0,3,148,423,120,75,125,46,19,105,14,17,5,1,0,0,0,12,0,0,2,0
Assen,Assen,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau De Boei,0106::SB12,9406 XP,1317,874,4,2,109,324,71,53,111,37,12,109,20,12,6,3,0,0,2,4,0,0,1,0
Assen,Assen,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau Peelerhof,0106::SB13,9407 BS,1176,856,2,0,135,327,39,68,80,38,23,99,10,17,3,1,0,1,0,14,0,0,1,0
Assen,Assen,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau De Veldkei,0106::SB14,9407 AM,1445,1042,2,1,122,412,78,45,148,56,22,103,6,22,6,1,0,0,3,14,0,1,2,1
Assen,Assen,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau 't Markehuus,0106::SB15,9407 EA,1426,1301,3,0,178,486,123,61,165,51,22,142,13,26,3,1,0,0,0,27,0,2,0,1
Assen,Assen,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,Stembureau CBS de Scharmhof,0106::SB16,9407 EA,1420,814,3,2,153,261,54,49,93,45,18,106,8,6,3,1,1,0,2,12,1,0,0,1
