contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),Christen Democratisch Appèl (CDA),SP (Socialistische Partij),Democraten 66 (D66),GROENLINKS,ChristenUnie,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,Piratenpartij,Partij voor Mens en Spirit (MenS),Nederland Lokaal,Libertarische Partij (LP),Democratisch Politiek Keerpunt DPK,50PLUS,Liberaal Democratische Partij (LibDem),Anti Europa Partij,SOPN,Partij van de Toekomst (PvdT)
Leeuwarden,Gaasterlân-Sleat,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,"Stembureau Gemeentehuis, Dubbelstraat 1, Balk",0653::SB1,8561 BC,1103,1079,0,4,286,281,71,188,81,65,20,36,11,19,4,2,1,0,2,11,0,0,0,1
Leeuwarden,Gaasterlân-Sleat,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,"Stembureau Talma Hiem, Talma Park 1, Balk",0653::SB2,8561 DD,921,728,4,0,137,186,41,196,69,32,9,24,6,6,3,0,0,4,1,13,0,0,1,0
Leeuwarden,Gaasterlân-Sleat,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,"Stembureau De Poarte, Kerksteeg 49, Sloten",0653::SB3,8556 AA,600,467,1,1,146,98,25,86,42,20,6,25,3,5,1,1,0,0,0,4,0,0,5,0
Leeuwarden,Gaasterlân-Sleat,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,"Stembureau Gebouw Irene, Jeen Hornstraweg 8, Wijckel",0653::SB4,8563 AJ,520,406,2,0,94,85,17,114,42,17,12,14,0,4,0,1,0,0,0,4,0,0,2,0
Leeuwarden,Gaasterlân-Sleat,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,"Stembureau Lokaal PKN-gemeente, Jacobus Boomsmastraat 2A, Sondel",0653::SB5,8565 GH,314,250,2,0,72,36,21,54,8,18,2,8,14,9,2,0,0,1,1,4,0,0,0,0
Leeuwarden,Gaasterlân-Sleat,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,"Stembureau Doarpshûs, Lyklamawei 5, Nijemirdum",0653::SB6,8566 JH,422,347,0,0,88,71,14,87,19,17,8,18,15,5,0,0,1,0,1,3,0,0,0,0
Leeuwarden,Gaasterlân-Sleat,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,"Stembureau It Klif, Hegewei 16, Oudemirdum",0653::SB7,8567 JN,1048,879,0,2,209,177,49,178,47,44,12,26,102,19,0,2,0,0,2,10,0,0,0,2
Leeuwarden,Gaasterlân-Sleat,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,"Stembureau De Gearte, St. Odulphusstraat 69, Bakhuizen",0653::SB8,8574 SZ,1070,776,3,1,183,156,88,155,86,22,29,17,7,14,0,3,0,0,0,10,0,1,4,1
Leeuwarden,Gaasterlân-Sleat,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,"Stembureau De Skeakel, Aldewei 37A, Oudega",0653::SB9,8582 KX,247,193,0,0,58,29,21,43,18,6,3,9,0,2,0,0,1,0,0,2,0,0,0,1
Leeuwarden,Gaasterlân-Sleat,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,"Stembureau Us Nije Gea, Buorren 8, Elahuizen",0653::SB10,8581 KE,281,250,1,0,83,61,10,36,17,21,7,7,0,5,0,0,0,0,0,0,0,0,2,1
Leeuwarden,Gaasterlân-Sleat,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,"Stembureau Ons Gebouw, Stinsenwei 11, Harich",0653::SB11,8571 RH,481,396,0,0,130,88,3,112,14,16,12,5,5,8,0,1,0,0,0,2,0,0,0,0
Leeuwarden,Gaasterlân-Sleat,TK2012,Tweede Kamer der Staten-Generaal 2012,,,2012-09-12,"Stembureau De Treemter, Bogermanstraat 3, Balk",0653::SB12,8561 BK,1000,611,2,0,124,182,43,115,77,36,9,4,3,4,1,0,0,0,2,9,0,0,2,0
