contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Water Natuurlijk,CDA,Partij van de Arbeid (P.v.d.A.),VVD,"Groen, Water & Land",Boeren Burgers Waterbelang,Algemene Waterschapspartij,Gewest NH/U KNSB,Partij voor Mens en Spirit (MenS),50PLUS,ChristenUnie-SGP,Koninklijke Schuttevaer
Hollands Noorderkwartier,Schagen,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Gemeentehuis Schagen,0441::SB1,1741 EA,1676,911,16,7,0,2,1,867,68,0,0,0,2,0,0,936,132,153,185,166,102,54,32,10,12,40,13,12
Hollands Noorderkwartier,Schagen,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,"Stembureau Basisschool De Ark, Schagen",0441::SB2,1741 JP,1878,825,17,7,0,0,0,788,61,0,0,0,0,0,0,849,129,139,123,165,88,58,30,2,12,52,18,9
Hollands Noorderkwartier,Schagen,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,"Stembureau WZG Samen, locatie Magnushof",0441::SB3,1741 KW,1828,753,14,4,0,0,0,721,50,0,0,0,0,0,0,771,120,111,125,120,82,62,27,7,14,54,17,14
Hollands Noorderkwartier,Schagen,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,"Stembureau OBS Juliana Groeneweg, Schagen",0441::SB4,1741 TG,1763,798,17,9,0,0,0,765,59,0,0,0,0,0,0,824,152,119,140,127,91,37,20,6,9,59,16,22
Hollands Noorderkwartier,Schagen,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,"Stembureau Niko Tinbergenschool, Schagen",0441::SB5,1742 AC,1709,827,12,2,0,0,0,788,53,0,0,0,0,0,0,841,148,99,126,154,100,64,21,6,10,68,18,13
Hollands Noorderkwartier,Schagen,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,"Stembureau PCB De Wegwijzer, Schagen",0441::SB6,1742 JM,1873,811,19,3,0,0,0,794,39,0,0,0,0,0,0,833,164,91,136,133,111,44,20,7,12,68,12,13
Hollands Noorderkwartier,Schagen,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,"Stembureau GGZ NHN, loc. Geestercogge,Schagen",0441::SB7,1741 NX,1744,784,16,5,0,0,1,733,71,0,0,0,0,0,0,805,98,107,105,163,108,69,26,8,8,60,21,11
Hollands Noorderkwartier,Schagen,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,"Stembureau WZG Samen, locatie De Bron, Schagen",0441::SB8,1741 DA,1602,787,13,7,0,0,0,729,79,0,0,0,1,0,0,808,125,87,128,177,86,67,19,17,8,43,19,11
Hollands Noorderkwartier,Schagen,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,"Stembureau Clusius College, Schagen",0441::SB9,1741 MD,968,375,6,1,0,0,0,355,28,0,1,0,1,0,0,383,53,47,65,86,44,39,11,8,4,8,5,5
Hollands Noorderkwartier,Schagen,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau Sporthal Molentocht,0441::SB12,1751 CW,1644,708,6,4,0,0,0,648,70,0,0,0,0,0,0,718,135,70,71,150,99,94,20,9,1,36,14,9
