contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Waterschapspartij Zeeuws-Vlaanderen,Staatkundig Gereformeerde Partij (SGP),CDA,VVD,Partij voor Zeeland,Partij van de Arbeid (P.v.d.A.),Water Natuurlijk,ChristenUnie,Algemene Waterschapspartij Zeeland,50PLUS
Scheldestromen,Tholen,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,"Stembureau Ver.gebouw ""de Wingerd""",0716::SB1,,1359,633,6,5,0,0,0,562,82,0,0,0,0,0,0,644,13,141,67,93,74,57,42,88,41,17
Scheldestromen,Tholen,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Dalemhof,0716::SB2,,1301,754,7,4,0,0,0,653,112,0,0,0,0,0,0,765,14,247,84,88,79,45,31,95,31,40
Scheldestromen,Tholen,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,"Stembureau Gemeenschapscentrum ""Meulvliet""",0716::SB3,,1437,826,11,3,0,0,0,746,96,0,0,2,0,0,2,842,23,263,109,72,90,58,41,97,44,29
Scheldestromen,Tholen,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Zalencentrum Ger.Gemeente,0716::SB4,,1850,948,8,3,0,0,0,806,154,0,0,0,1,0,1,960,24,322,115,141,88,56,32,101,40,29
Scheldestromen,Tholen,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Dorpshuis 't Ouwe Raed' uus,0716::SB5,,1285,678,2,4,0,0,0,582,102,0,0,0,0,0,0,684,19,226,121,61,80,45,14,51,32,29
Scheldestromen,Tholen,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Woonservicecentrum,0716::SB6,,1290,777,4,1,0,0,0,646,136,0,0,0,0,0,0,782,23,449,53,37,69,36,29,38,29,14
Scheldestromen,Tholen,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,"Stembureau Gemeenschapscentrum ""Haestinge""",0716::SB7,,1568,730,6,6,0,2,0,626,118,0,0,2,0,0,0,744,24,222,55,75,100,94,34,26,61,39
Scheldestromen,Tholen,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Zorgcentrum Maartenshof,0716::SB8,,1208,549,8,4,0,0,0,487,74,0,0,0,0,0,0,561,27,189,48,36,85,53,34,28,30,19
Scheldestromen,Tholen,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Dorpshuis de Stove,0716::SB9,,1285,768,10,7,0,0,0,634,151,0,0,0,0,0,0,785,12,431,76,46,88,40,5,36,16,18
Scheldestromen,Tholen,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Zorgcentrum de Schutse,0716::SB10,,1296,685,8,5,0,1,0,598,101,0,0,0,1,0,0,699,19,236,84,58,106,39,23,74,20,26
Scheldestromen,Tholen,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,"Stembureau Gemeenschapscentrum ""Wellevaete""",0716::SB11,,1552,826,5,1,0,0,0,694,138,0,0,0,0,0,0,832,16,255,132,65,152,60,27,75,24,20
Scheldestromen,Tholen,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,"Stembureau Dorpshuis ""De Vossenkuil""",0716::SB12,,2048,886,11,3,0,0,0,783,117,0,0,0,0,0,0,900,26,172,139,113,137,89,47,63,54,46
Scheldestromen,Tholen,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Dorpshuis De Wimpel,0716::SB13,,1693,877,3,2,0,0,0,731,151,0,0,0,0,0,0,882,33,393,119,68,91,24,28,69,18,34
Scheldestromen,Tholen,AB2015_Scheldestromen,Algemeen bestuur van het waterschap Scheldestromen 2015,,Scheldestromen,2015-03-18,Stembureau Dorpshuis Ons Dorpshuis,0716::SB14,,334,173,1,0,0,0,0,156,18,0,0,0,0,0,0,174,4,16,69,15,19,13,13,13,6,5
