contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),Lokale Regiobelangen Rivierenland,Algemene Waterschapspartij,Staatkundig Gereformeerde Partij (SGP),VVD,ChristenUnie,Huiseigenaren,Partij voor de Dieren,PSP'92 Rivierenland,50PLUS
Rivierenland,West Maas en Waal,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Alphen,0668::SB1,6626 AC,1329,603,7,1,0,0,0,519,92,0,0,0,0,0,0,611,48,35,29,160,234,2,42,4,10,20,10,9
Rivierenland,West Maas en Waal,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Altforst,0668::SB2,6628 AC,413,199,3,0,0,0,0,178,24,0,0,0,0,0,0,202,32,13,6,26,72,0,26,1,4,14,2,3
Rivierenland,West Maas en Waal,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Appeltern,0668::SB3,6629 AR,676,342,5,3,0,0,0,299,51,0,0,0,0,0,0,350,49,26,22,32,92,3,52,1,13,25,13,14
Rivierenland,West Maas en Waal,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Beneden-Leeuwen,0668::SB4,6658 WX,1932,779,15,6,0,0,0,711,89,0,0,0,0,0,0,800,102,32,35,114,304,4,120,4,14,19,10,21
Rivierenland,West Maas en Waal,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Beneden-Leeuwen,0668::SB5,6658 AG,1518,828,0,22,0,0,0,752,98,0,0,0,0,0,0,850,100,43,66,134,296,4,96,3,16,32,9,29
Rivierenland,West Maas en Waal,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Beneden-Leeuwen,0668::SB6,6658 XK,1617,606,11,2,0,0,0,554,65,0,0,0,0,0,0,619,70,39,51,98,236,2,45,1,7,19,11,27
Rivierenland,West Maas en Waal,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Boven-Leeuwen,0668::SB7,6657 CB,1728,776,6,5,0,0,0,683,104,0,0,0,0,0,0,787,84,36,91,114,288,3,66,10,13,28,12,31
Rivierenland,West Maas en Waal,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Dreumel,0668::SB8,6621 KV,1247,582,6,3,0,0,0,523,68,0,0,0,0,0,0,591,25,29,19,40,408,0,21,2,8,10,5,15
Rivierenland,West Maas en Waal,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Dreumel,0668::SB9,6621 AN,1453,744,10,6,0,0,0,656,104,0,0,0,0,0,0,760,45,33,25,65,473,2,54,4,14,13,11,5
Rivierenland,West Maas en Waal,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Maasbommel,0668::SB10,6627 AG,1047,472,7,3,0,0,0,416,66,0,0,0,0,0,0,482,50,34,15,88,159,5,40,5,7,35,5,29
Rivierenland,West Maas en Waal,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Wamel,0668::SB11,6659 CR,1976,890,11,2,0,0,0,779,124,0,0,0,0,0,0,903,132,82,65,112,288,4,86,9,20,41,16,35
