contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),CDA,Lagere Lasten Burger,"Bedrijf, Boer en Burger",FNP,VVD,ChristenUnie,50PLUS,Partij voor de Dieren
Fryslân,Tytsjerksteradiel,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau Gemeentehuis,0737::SB1,,1512,774,17,6,0,0,2,717,78,0,0,0,0,0,0,797,87,115,126,74,23,152,63,67,26,41
Fryslân,Tytsjerksteradiel,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau Berchhiem,0737::SB2,,1011,505,11,7,0,0,0,479,44,0,0,0,0,0,0,523,52,48,130,44,15,91,29,67,11,18
Fryslân,Tytsjerksteradiel,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau Ver gebouw De Stryp,0737::SB3,,1649,802,22,11,0,0,0,757,78,0,0,0,0,0,0,835,90,100,194,71,34,149,55,62,13,34
Fryslân,Tytsjerksteradiel,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau Glinstrastate,0737::SB4,,1401,1006,9,3,0,0,0,949,69,0,0,0,0,0,0,1018,101,118,282,79,32,171,82,90,18,33
Fryslân,Tytsjerksteradiel,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau Geref. kerk (vrijgem),0737::SB5,,588,214,4,1,0,0,0,198,21,0,0,0,0,0,0,219,20,18,40,32,10,31,13,32,8,10
Fryslân,Tytsjerksteradiel,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau De Balstien,0737::SB6,,1194,500,1,7,0,1,0,458,51,0,0,0,1,0,0,509,71,37,64,86,17,101,27,53,22,22
Fryslân,Tytsjerksteradiel,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau Kantine Sportvereniging,0737::SB7,,735,372,6,1,0,0,0,345,34,0,0,0,0,0,0,379,36,27,65,38,24,94,27,39,9,13
Fryslân,Tytsjerksteradiel,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau 't Hoekje,0737::SB8,,1218,647,11,4,0,0,0,601,60,0,0,1,0,0,0,661,65,51,126,37,33,199,33,64,3,36
Fryslân,Tytsjerksteradiel,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau Dorpshuis De Kamp,0737::SB9,,1099,506,6,4,0,0,0,475,41,0,0,0,0,0,0,516,45,40,114,51,31,143,20,46,12,4
Fryslân,Tytsjerksteradiel,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau Dorphuis It Geahûs,0737::SB10,,1439,729,7,1,0,0,0,674,63,0,0,0,0,0,0,737,68,49,236,39,49,116,39,80,24,29
Fryslân,Tytsjerksteradiel,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau Zalencentr. Jan Wester,0737::SB11,,302,173,0,1,0,0,0,161,13,0,0,0,0,0,0,174,18,13,32,23,9,45,19,5,5,4
Fryslân,Tytsjerksteradiel,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau Dorpshuis Suderfinne,0737::SB12,,486,309,7,4,0,0,0,285,35,0,0,0,0,0,0,320,35,19,110,13,28,41,28,22,4,9
Fryslân,Tytsjerksteradiel,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau Cult centr Yn 'e Mande,0737::SB13,,1226,746,13,2,0,0,1,684,76,0,0,0,0,0,0,761,134,76,95,90,23,111,98,57,27,35
Fryslân,Tytsjerksteradiel,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau Bennemastate,0737::SB14,,691,302,7,2,0,0,0,275,36,0,0,0,0,0,0,311,51,20,53,29,18,44,28,36,9,14
Fryslân,Tytsjerksteradiel,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau MFC It Maskelyn,0737::SB15,,1602,901,22,2,0,0,0,890,35,0,0,0,0,0,0,925,143,128,145,102,25,119,65,73,50,51
Fryslân,Tytsjerksteradiel,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau Nieuw Perspectief,0737::SB16,,1522,860,22,9,0,0,0,822,69,0,0,0,0,0,0,891,129,103,158,108,21,132,64,72,30,43
Fryslân,Tytsjerksteradiel,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau De Einekoer,0737::SB17,,623,352,10,0,0,0,0,334,28,0,0,0,0,0,0,362,35,25,59,36,22,97,37,21,6,14
Fryslân,Tytsjerksteradiel,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau De Canterlanden,0737::SB18,,935,540,5,4,0,0,0,509,40,0,0,0,0,0,0,549,75,64,84,78,17,90,69,20,16,27
Fryslân,Tytsjerksteradiel,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau Dorpshuis De Mounestien,0737::SB19,,508,293,2,3,0,0,0,264,34,0,0,0,0,0,0,298,41,33,65,29,17,44,23,19,4,18
Fryslân,Tytsjerksteradiel,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau Nieuw Heemstrastate,0737::SB20,,1470,895,21,0,0,0,2,822,92,0,0,0,0,0,0,916,101,128,180,119,37,144,74,49,19,44
