contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),CDA,Lagere Lasten Burger,"Bedrijf, Boer en Burger",FNP,VVD,ChristenUnie,50PLUS,Partij voor de Dieren
Fryslân,Súdwest-Fryslân,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau Stadhuis Sneek,1900::SB1,8601 CR,937,571,19,2,0,0,0,545,47,0,0,0,0,0,0,592,103,92,67,43,16,72,63,31,40,44
Fryslân,Súdwest-Fryslân,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau Doarpshûs It Nije Formidden,1900::SB2,8633 JA,542,380,15,3,0,0,0,360,38,0,0,0,0,0,0,398,51,24,69,47,28,59,56,16,14,16
Fryslân,Súdwest-Fryslân,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau ROC Friese Poort,1900::SB3,8602 JX,1098,540,19,0,1,0,1,555,2,0,0,1,0,0,0,558,65,66,126,61,15,54,73,36,24,20
Fryslân,Súdwest-Fryslân,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau Ut Wykje,1900::SB4,8607 BG,1125,372,13,9,0,0,0,367,27,0,0,0,0,0,0,394,65,36,45,48,17,41,26,10,42,42
Fryslân,Súdwest-Fryslân,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau De Eekmolen,1900::SB5,8606 EJ,1135,472,6,2,0,0,0,451,29,0,0,0,0,0,0,480,65,69,82,66,21,63,29,11,35,31
Fryslân,Súdwest-Fryslân,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau Frittemahof (hoofdingang),1900::SB6,8604 AA,1451,818,24,6,0,0,0,787,61,0,0,0,0,0,0,848,102,116,169,62,26,104,113,61,37,28
Fryslân,Súdwest-Fryslân,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau It Skûlplak,1900::SB7,8603 AP,1365,630,15,2,0,0,0,602,44,0,0,1,0,1,0,646,104,76,100,62,11,100,44,37,40,56
Fryslân,Súdwest-Fryslân,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau Dr Wumkeshûs,1900::SB8,8606 AV,1188,513,12,8,0,0,0,492,41,0,0,0,0,0,0,533,73,68,83,57,17,59,62,26,38,30
Fryslân,Súdwest-Fryslân,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau Parkflat (Stadsfenne),1900::SB9,8604 ZG,1295,770,15,0,0,0,0,776,9,0,0,0,0,0,0,785,81,107,156,74,27,72,82,75,37,59
Fryslân,Súdwest-Fryslân,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau Bonifatiushuis,1900::SB10,8605 BW,906,500,25,1,0,0,0,482,44,0,0,0,0,0,0,526,98,71,97,31,16,38,87,17,25,20
Fryslân,Súdwest-Fryslân,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau Brede School Duinterpen I  sporthal,1900::SB11,8607 GM,1103,503,9,1,0,0,0,476,37,0,0,0,0,0,0,513,79,72,56,60,8,70,84,29,19,26
Fryslân,Súdwest-Fryslân,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau De Schuttersheuvel,1900::SB12,8602 TM,946,376,6,2,0,0,0,359,25,0,0,0,0,0,0,384,58,67,65,35,4,40,38,13,23,33
Fryslân,Súdwest-Fryslân,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau Ontmoetingsruimte De Spil,1900::SB13,8608 WD,1405,681,16,4,0,0,1,657,43,0,0,0,0,0,0,701,119,120,85,77,26,90,26,45,59,34
Fryslân,Súdwest-Fryslân,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau De Keats,1900::SB14,8608 CL,944,357,3,13,0,0,0,354,19,0,0,0,0,0,0,373,52,44,48,40,11,57,11,21,29,44
Fryslân,Súdwest-Fryslân,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau 't Convenant (vm Conventschool),1900::SB15,8602 XW,1016,367,11,1,0,0,0,366,13,0,0,0,0,0,0,379,52,55,48,47,9,48,35,18,14,41
Fryslân,Súdwest-Fryslân,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau Johannes Postschool,1900::SB16,8602 BK,1302,592,14,2,0,0,0,551,57,0,0,0,0,0,0,608,85,103,74,44,9,75,80,43,31,48
Fryslân,Súdwest-Fryslân,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau Brede School Duinterpen II sporthal,1900::SB17,8607 GM,1197,535,8,1,0,0,0,502,42,0,0,0,0,0,0,544,88,66,83,51,9,59,102,25,32,20
Fryslân,Súdwest-Fryslân,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau Wurkwinkel Noorderbrug (zij-ingang),1900::SB18,8604 CA,1533,824,14,6,0,0,0,784,60,0,0,0,0,0,0,844,103,104,134,59,20,99,167,50,38,50
Fryslân,Súdwest-Fryslân,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau HR de Daaldersplaats (zij-ingang),1900::SB19,8601 GG,672,464,9,2,0,0,0,426,49,0,0,0,0,0,0,475,73,40,82,32,12,65,80,14,31,35
Fryslân,Súdwest-Fryslân,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau De Zwetser,1900::SB20,8603 BP,1547,875,15,5,0,0,1,817,77,0,0,0,0,0,0,895,153,156,157,89,15,85,90,45,42,43
Fryslân,Súdwest-Fryslân,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau It Roefke,1900::SB21,8605 AV,1135,516,9,6,0,0,1,499,31,0,0,0,0,0,0,531,69,73,114,49,12,66,50,23,33,27
Fryslân,Súdwest-Fryslân,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau Woonzorgcentrum Nij Ylostins,1900::SB22,8651 AP,1128,559,7,8,0,0,0,523,52,0,1,0,1,0,0,575,60,45,123,59,30,91,53,48,27,23
Fryslân,Súdwest-Fryslân,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,"Stembureau ""Het Wapen van IJlst""",1900::SB23,8651 EB,1249,768,5,1,0,0,0,715,59,0,0,0,0,0,0,774,115,100,144,54,39,125,92,31,18,50
Fryslân,Súdwest-Fryslân,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau m.f.c. De Driuwpolle,1900::SB24,8551 NW,1279,720,9,4,0,0,0,644,89,0,0,0,0,0,0,733,139,40,153,53,71,93,99,35,14,23
Fryslân,Súdwest-Fryslân,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau Woonzorgcentrum Talma State,1900::SB25,8621 CX,905,526,7,3,0,0,0,492,44,0,0,0,0,0,0,536,39,47,126,56,44,96,58,34,12,14
Fryslân,Súdwest-Fryslân,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau m.f.c. De Mande,1900::SB26,8771 RS,819,488,5,4,0,0,0,457,40,0,0,0,0,0,0,497,45,19,111,72,59,98,33,11,17,23
Fryslân,Súdwest-Fryslân,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau m.f.c. It Joo,1900::SB27,8614 AE,560,349,5,2,0,0,0,319,37,0,0,0,0,0,0,356,33,19,96,36,17,89,25,11,12,11
Fryslân,Súdwest-Fryslân,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau Dorpshuis Scharnegoutum,1900::SB28,8629 RL,1393,698,6,2,0,0,0,647,59,0,0,0,0,0,0,706,63,62,117,85,66,175,57,40,13,20
Fryslân,Súdwest-Fryslân,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau m.f.c. It Harspit,1900::SB29,8625 HE,1168,673,7,4,0,0,0,631,53,0,0,0,0,0,0,684,65,35,174,75,53,136,64,31,26,14
Fryslân,Súdwest-Fryslân,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau Dorpshuis Oan it Far,1900::SB30,8622 XV,700,400,3,1,0,0,0,366,38,0,0,0,0,0,0,404,44,8,58,28,147,54,22,12,12,15
