contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Water Natuurlijk,CDA,Partij van de Arbeid (P.v.d.A.),Werken aan Water,VVD,Algemene Waterschapspartij,Tilburgse Volkspartij (TVP) & Ouderen Nu,50PLUS
De Dommel,Hilvarenbeek,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Gemeentehuis,0798::SB1,5081CA,1397,794,27,2,0,0,0,744,79,0,0,0,0,0,0,823,191,172,103,59,126,60,24,59
De Dommel,Hilvarenbeek,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Hotel Brabant,0798::SB2,5081AG,1242,449,13,3,0,0,0,415,50,0,0,0,0,0,0,465,76,83,72,30,109,24,24,31
De Dommel,Hilvarenbeek,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau De Clossenborgh,0798::SB3,5081JV,1227,510,13,4,0,0,1,487,39,0,0,0,0,0,0,527,98,141,60,48,96,32,16,19
De Dommel,Hilvarenbeek,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Cafe-Zaal Schuttershof,0798::SB4,5085EG,926,381,17,2,0,0,0,375,25,0,0,0,0,0,0,400,49,65,45,54,42,96,7,23
De Dommel,Hilvarenbeek,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Dorpsgebouw 't Gebint,0798::SB5,5084HG,717,317,9,0,0,0,0,294,32,0,0,0,0,0,0,326,66,102,28,26,55,25,3,12
De Dommel,Hilvarenbeek,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Basisschool Starrebos,0798::SB6,5081VH,1520,753,19,3,0,0,0,715,60,0,0,0,0,0,0,775,189,161,125,45,105,48,31,49
De Dommel,Hilvarenbeek,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Basisschool de Doelakkers,0798::SB7,5081XM,1416,576,15,2,0,0,0,537,56,0,0,0,0,0,0,593,145,87,116,43,95,42,16,32
De Dommel,Hilvarenbeek,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Restaria de Zwaan,0798::SB8,5087BA,1382,572,14,4,0,0,0,531,60,0,1,0,1,0,0,591,128,176,44,59,79,42,17,27
De Dommel,Hilvarenbeek,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Zaal Den Horst,0798::SB9,5089NK,675,305,8,2,0,0,1,274,39,0,0,1,0,0,0,314,46,121,27,36,39,17,6,13
De Dommel,Hilvarenbeek,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Partycentrum Hercules,0798::SB10,5087BJ,1517,678,16,1,7,0,0,631,71,0,0,0,7,0,0,702,180,206,52,49,71,49,11,60
