contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Water Natuurlijk,Ons Water,West-Brabant Waterbreed,VVD,Partij van de Arbeid (P.v.d.A.),Algemene Waterschapspartij,50PLUS
Brabantse Delta,Waalwijk,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Gemeentehuis Waalwijk,0867::SB1,5141 PA,989,329,13,4,0,0,0,310,36,0,0,0,0,0,0,346,50,32,50,40,92,30,15,20
Brabantse Delta,Waalwijk,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Parkpaviljoen,0867::SB2,5141 HC,1164,334,5,4,0,0,0,302,41,0,0,0,0,0,0,343,90,32,36,33,78,24,9,32
Brabantse Delta,Waalwijk,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Zorgcentrum Samarja,0867::SB3,5141 AM,1120,478,12,2,0,2,0,451,43,0,0,0,2,0,0,494,125,50,78,59,77,29,14,46
Brabantse Delta,Waalwijk,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Ontm. centrum Ambrosiuskerk,0867::SB4,5142 AA,1529,507,19,6,0,0,0,483,49,0,0,0,0,0,0,532,101,48,105,67,47,60,24,55
Brabantse Delta,Waalwijk,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Gemeenschapshuis De Ouwe Toren,0867::SB7,5142 EP,1404,391,14,7,0,0,0,376,36,0,0,0,0,0,0,412,69,45,78,41,60,32,17,49
Brabantse Delta,Waalwijk,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Basisschool Baardwijk,0867::SB8,5142 WX,1339,548,23,13,0,0,0,539,45,0,0,0,0,0,0,584,119,62,100,70,58,53,23,63
Brabantse Delta,Waalwijk,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Basisschool van der Heijden,0867::SB9,5144 GE,1553,466,15,4,0,0,0,438,47,0,0,0,0,0,0,485,91,53,86,45,53,48,26,64
Brabantse Delta,Waalwijk,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Buurthuis Zanddonk,0867::SB11,5144 VM,1459,571,19,5,0,0,0,541,54,0,0,0,0,0,0,595,98,70,105,61,82,64,19,72
Brabantse Delta,Waalwijk,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Buurthuis De Wierd,0867::SB12,5144 RC,1480,397,11,5,0,0,0,374,40,0,0,0,1,0,1,414,73,68,72,39,47,32,24,42
Brabantse Delta,Waalwijk,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Basisschool Juliana v Stolberg,0867::SB13,5144 CJ,1187,533,13,1,0,0,0,493,54,0,0,0,0,0,0,547,188,45,47,40,109,42,25,37
Brabantse Delta,Waalwijk,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau O.B.S. de Hoef-Hugo,0867::SB14,5143 CZ,1300,283,12,4,0,0,0,274,25,0,0,0,0,0,0,299,76,29,40,37,32,26,18,25
Brabantse Delta,Waalwijk,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Buurthuis Bloemenoord,0867::SB15,5143 TB,1267,542,15,10,0,0,0,525,42,0,0,0,0,0,0,567,133,48,105,59,50,52,18,77
Brabantse Delta,Waalwijk,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Basisschool Meerdijk,0867::SB16,5143 GJ,1142,580,23,3,0,0,0,544,62,0,0,0,0,0,0,606,159,51,62,25,198,35,6,44
Brabantse Delta,Waalwijk,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Zorgcentrum Antoniushof,0867::SB17,5142 RT,1410,491,21,6,0,0,0,474,44,0,0,0,0,0,0,518,132,55,75,48,69,32,18,62
Brabantse Delta,Waalwijk,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Buurthuis Vrijhoeve,0867::SB18,5161 XL,1182,457,12,3,0,0,0,431,41,0,0,0,0,0,0,472,93,25,66,185,38,25,4,21
Brabantse Delta,Waalwijk,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Zalencentrum  Zidewinde,0867::SB19,5161 BA,1032,480,9,2,0,0,0,430,61,0,0,0,0,0,0,491,127,15,44,192,46,18,10,28
Brabantse Delta,Waalwijk,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Zorgcentrum Elzenhoven,0867::SB20,5161 SB,1321,567,7,3,0,0,0,514,63,0,0,0,0,0,0,577,150,45,76,148,67,27,18,36
