contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Water Natuurlijk,CDA,Partij van de Arbeid (P.v.d.A.),Werken aan Water,VVD,Algemene Waterschapspartij,Tilburgse Volkspartij (TVP) & Ouderen Nu,50PLUS
De Dommel,Veldhoven,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Gemeentehuis,0861::SB1,5501 KA,2033,820,38,8,0,0,0,793,73,0,0,0,0,0,0,866,188,158,118,48,94,56,9,149
De Dommel,Veldhoven,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Wijkgebouw D'n Uitwijk,0861::SB2,5501 HP,1739,732,27,2,0,0,0,693,69,0,0,0,1,0,0,762,242,141,119,36,70,35,9,80
De Dommel,Veldhoven,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Wijkvoorziening De Ligt,0861::SB3,5503 CA,2056,1032,35,6,0,0,0,990,83,0,0,0,0,0,0,1073,264,235,116,68,126,50,6,167
De Dommel,Veldhoven,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Kantine Voetbalvereniging U.N.A.,0861::SB4,5502 ED,2079,645,30,0,0,0,0,615,60,0,0,0,0,0,0,675,144,157,67,46,73,35,3,120
De Dommel,Veldhoven,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Woonzorgcentrum Sele,0861::SB5,5502 NC,2027,883,34,5,0,0,0,830,93,0,0,0,1,0,0,923,218,213,85,57,146,47,6,111
De Dommel,Veldhoven,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Gebouw d'Ouw School,0861::SB6,5507 LC,1954,762,19,4,0,0,0,707,78,0,0,0,0,0,0,785,139,239,64,43,160,37,4,76
De Dommel,Veldhoven,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Clubgebouw Sentrum '70,0861::SB7,5503 VE,2530,674,14,5,0,0,0,637,56,0,0,0,0,0,0,693,190,114,66,50,72,47,10,125
De Dommel,Veldhoven,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau RSZK Merefelt,0861::SB8,5504 GB,1801,830,23,2,0,0,0,784,71,0,0,0,0,0,0,855,199,206,85,71,87,55,13,114
De Dommel,Veldhoven,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Gemeenschapshuis d'n Bond,0861::SB9,5504 BN,2010,837,26,10,0,0,0,787,86,0,0,0,0,0,0,873,181,230,79,51,144,43,8,101
De Dommel,Veldhoven,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Gebouw Libra 2,0861::SB10,5505 VK,2574,888,22,8,0,0,0,846,72,0,0,0,0,0,0,918,212,194,114,69,84,65,11,139
De Dommel,Veldhoven,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Basisschool De Brembocht,0861::SB11,5506 CG,2268,925,49,5,0,0,0,916,63,0,0,0,0,0,0,979,220,212,89,63,163,72,7,99
De Dommel,Veldhoven,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Basisschool De Berckacker,0861::SB12,5508 DJ,3105,1201,43,2,0,0,0,1142,104,0,0,0,0,0,0,1246,328,220,162,76,159,87,13,156
De Dommel,Veldhoven,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Basisschool Dick Bruna,0861::SB13,5508 KE,1808,687,27,3,0,0,0,638,79,0,0,0,0,0,0,717,160,152,63,42,150,46,6,68
De Dommel,Veldhoven,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Basisschool De Heiacker,0861::SB14,5508 WR,1539,650,23,7,0,0,0,617,63,0,0,0,0,0,0,680,175,119,74,43,131,31,3,74
De Dommel,Veldhoven,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Cafe-Rest. Jan's Polder,0861::SB15,5509 LM,1310,562,32,0,0,0,0,553,41,0,0,0,0,0,0,594,148,107,64,30,135,24,10,44
De Dommel,Veldhoven,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Mixed Hockey Club Basko,0861::SB16,5504 MK,1717,571,17,3,0,0,0,528,63,0,0,0,0,0,0,591,134,131,44,23,151,27,2,59
De Dommel,Veldhoven,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau MFA Noord,0861::SB17,5508 SM,1791,676,23,10,0,0,0,624,85,0,0,0,0,0,0,709,162,111,96,44,147,56,7,53
De Dommel,Veldhoven,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Rundgraafpark ingang aan de Houtwal,0861::SB18,5509 KK,1236,506,11,8,0,0,0,487,38,0,0,0,0,0,0,525,102,126,47,15,117,40,2,57
