contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Water Natuurlijk,CDA,Partij van de Arbeid (P.v.d.A.),VVD,"Groen, Water & Land",Boeren Burgers Waterbelang,Algemene Waterschapspartij,Gewest NH/U KNSB,Partij voor Mens en Spirit (MenS),50PLUS,ChristenUnie-SGP,Koninklijke Schuttevaer
Hollands Noorderkwartier,Beverwijk,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,"Stembureau RKB De Wilgeroos, Grebbestraat 27",0375::SB1,,1863,537,17,0,0,0,0,514,40,0,0,0,0,0,0,554,86,76,91,35,97,25,28,7,16,57,12,7
Hollands Noorderkwartier,Beverwijk,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,"Stembureau Buurthuis Wijk aan Duin, Wilgenhofln 2 C",0375::SB2,,1674,536,18,9,0,0,0,520,43,0,0,0,0,0,0,563,78,79,79,37,108,28,17,25,11,52,13,9
Hollands Noorderkwartier,Beverwijk,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,"Stembureau Brandweerpost West, Wijk aan Duinerweg 4",0375::SB3,,1570,721,15,10,0,0,0,680,66,0,0,0,0,0,0,746,129,78,109,90,114,42,27,47,15,47,15,8
Hollands Noorderkwartier,Beverwijk,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,"Stembureau Montessorischool, Laan van Blois 100",0375::SB4,,1269,642,14,2,0,0,0,590,68,0,0,0,0,0,0,658,112,93,72,109,96,38,23,29,14,35,15,6
Hollands Noorderkwartier,Beverwijk,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,"Stembureau Paviljoen Westerhout, Westerhoutplein 3",0375::SB5,,1461,729,19,8,0,0,0,676,79,0,0,1,0,0,0,755,110,97,110,140,109,32,31,39,9,31,12,9
Hollands Noorderkwartier,Beverwijk,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,"Stembureau Bethelschool, Noorderwijkweg 92",0375::SB6,,1439,555,7,9,0,0,1,512,58,0,0,0,0,0,0,571,69,80,79,77,93,41,23,17,19,41,7,9
Hollands Noorderkwartier,Beverwijk,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,Stembureau,0375::SB7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hollands Noorderkwartier,Beverwijk,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,"Stembureau Nieuw Akerendam, Mr van Lingenlaan 2",0375::SB8,,1540,618,18,6,0,0,0,581,61,0,0,0,0,0,0,642,74,89,76,168,66,28,33,22,19,18,20,5
Hollands Noorderkwartier,Beverwijk,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,"Stembureau SIG, Schans 1",0375::SB9,,1556,408,17,1,0,0,0,380,46,0,0,0,0,0,0,426,61,64,54,37,64,19,18,6,15,54,13,3
Hollands Noorderkwartier,Beverwijk,AB2015_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2015,,Hollands Noorderkwartier,2015-03-18,"Stembureau Socius, Trijntje Kemp-Haanstraat 37",0375::SB10,,1651,464,18,4,0,0,0,441,45,0,0,0,0,0,0,486,83,64,48,42,103,24,27,12,10,38,5,8
