contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Waterbelang Parkstad,Waterbelang Westelijke Mijnstreek,Water Natuurlijk,Waterbelang Heuvelland,Waterbelang Maastricht,Waterbelang Midden-Limburg,VVD,50PLUS
Roer en Overmaas,Echt-Susteren,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Stadhuis,1711::SB1,6101 CV,1586,935,56,12,0,0,0,896,107,0,0,0,0,0,0,1003,32,31,291,5,13,463,60,40
Roer en Overmaas,Echt-Susteren,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Trefcentrum Edith Stein,1711::SB2,6101 AT,1875,642,40,8,0,0,0,594,96,0,0,0,0,0,0,690,23,10,159,9,6,358,43,34
Roer en Overmaas,Echt-Susteren,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Zorgcentrum De Egthe,1711::SB3,6101 EX,1433,465,15,7,0,0,1,437,51,0,2,0,2,0,0,489,24,17,124,6,8,242,15,29
Roer en Overmaas,Echt-Susteren,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Buurthuis St Joris,1711::SB4,6101 JX,1533,590,35,5,0,0,0,567,63,0,0,0,0,0,0,630,13,12,160,4,3,349,11,38
Roer en Overmaas,Echt-Susteren,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Trefcentrum De Blomehoaf,1711::SB5,6101 NK,1615,436,26,7,0,0,0,427,42,0,0,0,0,0,0,469,10,13,114,5,9,251,17,17
Roer en Overmaas,Echt-Susteren,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Clublokaal De Ster,1711::SB6,6102 CW,1866,716,36,9,0,0,0,673,88,0,0,0,0,0,0,761,23,19,192,5,1,409,34,33
Roer en Overmaas,Echt-Susteren,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Basisschool Patricius,1711::SB7,6102 AS,1521,525,15,5,0,0,0,475,70,0,0,0,0,0,0,545,5,11,127,5,3,318,32,24
Roer en Overmaas,Echt-Susteren,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Clubgebouw Slekker Boys,1711::SB8,6102 XR,857,359,30,2,0,0,0,347,44,0,0,0,0,0,0,391,8,9,91,1,3,216,13,18
Roer en Overmaas,Echt-Susteren,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Café 't Heukske,1711::SB9,6111 AP,1207,470,25,5,0,0,0,441,59,0,0,0,0,0,0,500,18,8,102,6,6,275,31,24
Roer en Overmaas,Echt-Susteren,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Café van Pol,1711::SB10,6104 AR,1406,551,30,10,0,0,0,510,81,0,0,0,0,0,0,591,11,12,92,5,6,370,32,23
Roer en Overmaas,Echt-Susteren,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Gemeenschapshuis Maria Hoop,1711::SB11,6105 AT,1093,473,18,7,0,0,0,440,58,0,0,0,0,0,0,498,17,7,89,2,6,299,26,27
Roer en Overmaas,Echt-Susteren,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Zo Wonen,1711::SB12,6114 MC,1027,531,23,8,0,0,0,504,58,0,0,0,0,0,0,562,15,47,222,9,5,183,31,19
Roer en Overmaas,Echt-Susteren,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Zorgcentrum Vastrada,1711::SB13,6114 HG,1643,750,40,8,0,0,0,711,87,0,0,0,0,0,0,798,23,92,221,14,5,254,119,22
Roer en Overmaas,Echt-Susteren,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Basisschool In 't Park,1711::SB14,6114 EA,1293,542,26,6,0,0,0,525,49,0,0,0,0,0,0,574,13,61,207,3,1,194,35,28
Roer en Overmaas,Echt-Susteren,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau D'n Hermeniezaal,1711::SB15,6114 CW,1058,367,5,2,0,0,0,325,49,0,0,0,0,0,0,374,7,30,153,6,7,109,35,20
Roer en Overmaas,Echt-Susteren,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Tunnelbar Heide,1711::SB16,6114 AA,1034,433,14,0,0,0,0,382,65,0,0,0,0,0,0,447,12,39,153,7,5,158,32,27
Roer en Overmaas,Echt-Susteren,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau De Wiejerd,1711::SB17,6114 KW,762,347,15,3,0,0,0,338,27,0,0,0,0,0,0,365,10,15,96,1,8,187,21,9
Roer en Overmaas,Echt-Susteren,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Gemeenschapshuis Roosteren,1711::SB18,6116 BR,1146,535,8,1,0,0,0,483,61,0,0,0,0,0,0,544,7,33,93,1,3,361,17,20
Roer en Overmaas,Echt-Susteren,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Kindcentrum Nieuwstadt,1711::SB19,6118 CP,1329,677,36,7,0,0,0,659,61,0,0,0,0,0,0,720,14,77,131,7,0,384,33,31
Roer en Overmaas,Echt-Susteren,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Gemeenschapshuis Nieuwstadt,1711::SB20,6118 CB,1395,711,28,6,0,0,0,659,86,0,0,0,0,0,0,745,19,70,125,6,6,449,14,22
