contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),CDA,Lagere Lasten Burger,"Bedrijf, Boer en Burger",FNP,VVD,ChristenUnie,50PLUS,Partij voor de Dieren
Fryslân,Heerenveen,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau Gemeentehuis,0074::SB1,8441 ES,1357,847,15,4,0,0,1,803,63,0,0,0,1,0,0,867,140,163,92,82,29,97,84,39,47,74
Fryslân,Heerenveen,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau Zorgcentrum Mariënbosch,0074::SB2,8441 BN,1350,578,12,4,0,0,0,555,39,0,0,0,0,0,0,594,75,81,104,69,20,68,69,36,27,29
Fryslân,Heerenveen,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau obs van Maasdijkschool,0074::SB3,8441 CP,1346,650,13,2,0,0,63,603,0,0,0,0,1,0,0,666,94,125,69,67,28,83,69,32,31,52
Fryslân,Heerenveen,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau Gymnastieklokaal van Kleffensschool,0074::SB4,8447 BS,1293,485,10,2,0,0,35,461,1,0,0,0,0,0,0,497,69,102,65,42,20,41,53,37,18,38
Fryslân,Heerenveen,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau Gymnastieklokaal van Kleffensschool,0074::SB5,8447 BS,1329,724,18,5,0,2,1,747,1,0,0,0,2,0,0,749,102,143,90,72,26,90,86,44,23,48
Fryslân,Heerenveen,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau Serviceflat Heerenhage,0074::SB6,8446 DC,1137,594,7,5,0,0,0,572,34,0,0,0,0,0,0,606,98,103,89,60,16,71,58,22,28,49
Fryslân,Heerenveen,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau Wijkcentrum de As,0074::SB7,8446 SC,1325,603,16,5,0,0,0,595,29,0,0,0,0,0,0,624,86,102,46,77,21,92,49,53,32,45
Fryslân,Heerenveen,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau EKC Atlas,0074::SB8,8446 MD,1279,544,9,2,0,0,0,516,39,0,0,0,0,0,0,555,83,102,74,55,20,66,39,50,19,36
Fryslân,Heerenveen,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau Coornhertstate,0074::SB9,8446 KC,2112,952,29,7,0,0,0,911,77,0,0,0,0,0,0,988,118,201,140,104,31,98,72,86,51,51
Fryslân,Heerenveen,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau Brandweerkazerne,0074::SB11,8445 PZ,1222,857,23,4,0,0,0,797,87,0,0,0,0,0,0,884,115,124,123,64,30,68,225,43,36,29
Fryslân,Heerenveen,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau Zorgcentrum Heremastate,0074::SB13,8444 AN,1528,670,7,6,0,0,0,624,59,0,0,0,0,0,0,683,81,95,112,83,40,79,66,33,37,44
Fryslân,Heerenveen,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau Serviceflat Oranjewoud,0074::SB14,8443 EL,1920,918,18,8,0,0,0,878,66,0,0,0,0,0,0,944,113,140,141,87,39,128,94,56,50,70
Fryslân,Heerenveen,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau Wijkcentrum De Kempenaer,0074::SB15,8442 EM,1795,675,17,4,0,1,0,649,46,0,0,0,0,0,0,695,89,111,97,86,14,89,67,38,27,57
Fryslân,Heerenveen,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau Zorgcentrum Marijke Hiem,0074::SB16,8442 GH,1784,735,12,6,0,0,0,713,40,0,0,0,0,0,0,753,124,151,110,60,19,95,53,41,43,39
Fryslân,Heerenveen,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau de Heerenveense school,0074::SB18,8442 CE,1572,618,9,3,0,0,0,584,46,0,0,0,0,0,0,630,85,149,77,64,11,63,44,33,34,58
Fryslân,Heerenveen,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau Kantine VV Heerenveen,0074::SB19,8448 MT,1549,820,29,3,0,1,0,778,73,0,0,1,0,0,0,851,127,111,113,74,30,84,197,32,12,40
Fryslân,Heerenveen,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,"Stembureau MFC ""de Spil""",0074::SB20,8448 RP,1545,793,14,6,0,0,0,745,68,0,0,0,0,0,0,813,117,146,110,66,24,93,133,50,15,39
Fryslân,Heerenveen,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,"Stembureau ""it Trefpunt""",0074::SB21,8454 KG,1003,587,7,0,0,0,0,565,29,0,0,0,0,0,0,594,89,61,73,41,97,71,87,26,9,33
Fryslân,Heerenveen,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,"Stembureau Dorpshuis ""de Kiekenhof""",0074::SB22,8414 LJ,2092,1035,19,8,0,0,0,970,92,0,0,0,0,0,0,1062,137,240,134,71,122,119,70,47,35,60
Fryslân,Heerenveen,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau het Streekcentrum,0074::SB24,8411 ZD,850,371,10,1,0,0,0,346,36,0,0,0,0,0,0,382,81,35,37,22,93,38,14,6,15,30
Fryslân,Heerenveen,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,"Stembureau Dorpshuis ""it Pipegaeltsje""",0074::SB25,8411 ZE,645,320,4,2,0,0,0,283,43,0,0,0,0,0,0,326,20,31,22,26,146,30,16,5,2,22
Fryslân,Heerenveen,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,"Stembureau Ontmoetingscentrum ""Yn 'e Beage""",0074::SB26,8411 XN,1827,743,14,3,0,0,0,683,77,0,0,0,0,0,0,760,139,86,36,83,166,121,24,8,16,64
Fryslân,Heerenveen,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,"Stembureau Multifunctioneel centrum ""de Barte""",0074::SB28,8456 HR,1419,788,15,1,0,0,0,740,64,0,0,0,0,0,0,804,99,113,103,64,64,120,98,43,42,42
Fryslân,Heerenveen,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau Hartmanshûs,0074::SB29,8458 CC,1374,697,20,5,0,3,1,668,50,0,0,3,0,0,0,719,89,74,73,66,115,113,77,30,23,37
Fryslân,Heerenveen,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau Verzorgingscentrum Leppehiem,0074::SB30,8491 GJ,1753,888,15,9,0,0,1,844,67,0,0,0,0,0,0,912,172,136,115,104,43,123,93,14,38,50
Fryslân,Heerenveen,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau obs Akkrum,0074::SB31,8491 HA,1652,898,21,5,0,0,0,865,59,0,0,0,0,0,0,924,141,109,122,113,48,98,163,27,30,47
Fryslân,Heerenveen,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,"Stembureau Dorpshuis ""De Jister""",0074::SB32,8495 KJ,1148,586,9,1,0,0,0,548,48,0,0,0,0,0,0,596,88,48,114,40,108,68,55,19,28,18
Fryslân,Heerenveen,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,Stembureau It Deelshûs,0074::SB33,8468 BJ,432,273,1,0,0,0,0,254,20,0,0,0,0,0,0,274,30,53,30,24,40,34,36,8,7,11
