contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Water Natuurlijk,CDA,Partij van de Arbeid (P.v.d.A.),Werken aan Water,VVD,Algemene Waterschapspartij,Tilburgse Volkspartij (TVP) & Ouderen Nu,50PLUS
De Dommel,Schijndel,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Gemeentehuis,0844::SB1,5482NG,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,10,4,1,2,2,1,0,0,0
De Dommel,Schijndel,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Mgr Bekkershuis,0844::SB2,5482JD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Dommel,Schijndel,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau De Dioscuren,0844::SB3,5481KD,166,44,0,1,0,0,0,36,9,0,0,0,0,0,0,45,11,15,0,4,8,2,0,4
De Dommel,Schijndel,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau De Hoogakkers,0844::SB4,5482AL,393,96,2,0,2,0,0,83,13,0,0,2,0,0,0,96,16,28,12,5,22,3,2,8
De Dommel,Schijndel,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau De Vink,0844::SB5,5482BD,856,313,8,0,0,0,0,287,36,0,0,0,2,0,0,323,78,66,42,21,68,11,1,26
De Dommel,Schijndel,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau De Schakel,0844::SB6,5482DA,98,38,1,0,0,0,2,27,10,0,0,0,0,0,0,39,9,6,1,3,16,1,0,2
De Dommel,Schijndel,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau 't Spectrum,0844::SB7,5482WN,0,7,0,1,0,0,0,7,1,0,0,0,0,0,0,8,3,1,1,0,2,0,0,0
De Dommel,Schijndel,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau De Kajuit,0844::SB8,5482MA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Dommel,Schijndel,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau De Kikvorsch,0844::SB9,5481EJ,63,21,1,0,0,0,0,19,3,0,0,0,0,0,0,22,11,7,1,0,0,0,1,1
De Dommel,Schijndel,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Het Gasthuis,0844::SB10,5481HL,25,15,0,0,0,2,0,13,4,0,0,0,2,0,0,17,2,10,0,0,1,1,0,1
