contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),Lokale Regiobelangen Rivierenland,Algemene Waterschapspartij,Staatkundig Gereformeerde Partij (SGP),VVD,ChristenUnie,Huiseigenaren,Partij voor de Dieren,PSP'92 Rivierenland,50PLUS
Rivierenland,Beuningen,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Zorgcentrum Alde Steeg,0209::SB1,6641 BG,1462,424,11,4,0,0,0,391,48,0,0,0,0,0,0,439,83,51,41,44,45,1,82,13,15,18,12,19
Rivierenland,Beuningen,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Rode Kruis gebouw,0209::SB2,6641 BR,1378,701,14,4,0,0,0,655,64,0,0,0,0,0,0,719,157,77,75,73,77,0,115,6,34,39,9,39
Rivierenland,Beuningen,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau De Dromedaris,0209::SB3,6642 CM,1603,731,18,4,0,0,0,693,60,0,0,0,0,0,0,753,120,76,84,44,55,0,222,10,34,35,12,39
Rivierenland,Beuningen,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau De Peppel,0209::SB4,6642 AB,1583,781,21,5,0,0,0,717,90,0,0,0,0,0,0,807,116,112,93,62,88,1,150,20,35,53,14,37
Rivierenland,Beuningen,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Klavervier,0209::SB5,6641 ST,1542,534,20,1,0,0,1,509,45,0,0,0,0,0,0,555,64,89,74,56,46,3,82,7,22,38,11,42
Rivierenland,Beuningen,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau De Kameleon,0209::SB6,6641 LT,1601,603,11,4,0,0,0,569,49,0,0,0,0,0,0,618,101,74,67,66,60,2,117,11,17,40,12,36
Rivierenland,Beuningen,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Verpleeghuis Waelwick,0209::SB7,6644 CP,1474,572,8,3,0,0,0,530,53,0,0,0,0,0,0,583,134,56,69,68,69,1,65,4,27,40,6,33
Rivierenland,Beuningen,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau MFA 't Hart,0209::SB8,6644 EA,1452,579,12,2,0,0,0,557,36,0,0,0,0,0,0,593,116,60,48,48,66,1,117,9,24,37,19,34
Rivierenland,Beuningen,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Dorpshuis Kloosterhof,0209::SB9,6551 EB,928,463,7,4,0,0,0,444,30,0,0,0,0,0,0,474,94,67,56,38,56,4,44,4,19,32,13,36
Rivierenland,Beuningen,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Zorgcentrum Overmars,0209::SB10,6645 BC,757,376,4,1,0,0,0,358,23,0,0,0,0,0,0,381,74,39,60,34,49,4,52,6,12,18,10,18
Rivierenland,Beuningen,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau De Hoeven,0209::SB11,6641 WR,1377,506,10,5,0,0,0,466,55,0,0,0,0,0,0,521,92,70,64,48,40,2,92,6,13,41,7,31
Rivierenland,Beuningen,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau De Leghe Polder,0209::SB12,6641 DC,1450,521,21,9,0,0,0,494,57,0,0,0,0,0,0,551,83,76,55,65,45,2,75,5,18,43,7,47
Rivierenland,Beuningen,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau De Tinnegieter,0209::SB13,6641 DH,1543,621,10,4,0,0,0,588,47,0,0,0,0,0,0,635,67,124,84,78,45,5,67,10,33,43,19,46
Rivierenland,Beuningen,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau 't Centrum,0209::SB14,6551 ZN,1084,383,6,1,0,0,0,355,35,0,0,0,0,0,0,390,69,66,46,40,26,0,46,5,8,34,14,29
Rivierenland,Beuningen,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau De Paulus,0209::SB15,6645 BT,893,349,3,3,0,2,0,318,39,0,0,0,2,0,0,357,75,29,40,44,65,2,50,2,5,17,4,16
