contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Water Natuurlijk,Ons Water,West-Brabant Waterbreed,VVD,Partij van de Arbeid (P.v.d.A.),Algemene Waterschapspartij,50PLUS
Brabantse Delta,Moerdijk,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau De Westhoek,1709::SB1,4761 AJ,1047,408,11,3,0,0,0,372,50,0,0,0,0,0,0,422,67,33,85,39,64,90,15,15
Brabantse Delta,Moerdijk,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau De Zeven Schakels,1709::SB2,4761 BN,1214,478,11,1,0,0,0,440,51,0,1,0,1,0,0,491,87,25,103,63,66,72,35,27
Brabantse Delta,Moerdijk,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Kruisgebouw,1709::SB3,4761 KC,1460,423,3,4,0,0,0,394,36,0,0,0,0,0,0,430,53,29,130,52,35,68,21,35
Brabantse Delta,Moerdijk,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Pluspunt Serena,1709::SB4,4761 TW,1747,610,16,4,0,0,0,584,46,0,0,0,0,0,0,630,73,54,151,76,79,84,35,58
Brabantse Delta,Moerdijk,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Openbare Basisschool De Boemerang,1709::SB5,4761 SB,1567,566,12,2,0,0,0,522,58,0,0,0,0,0,0,580,66,62,127,67,77,93,43,31
Brabantse Delta,Moerdijk,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Sportgezondheidscentrum Zevenbergen,1709::SB6,4761 KN,1562,418,7,2,0,0,0,390,37,0,0,0,0,0,0,427,44,35,106,47,43,70,30,43
Brabantse Delta,Moerdijk,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Sportplaza Moerdijk De Kristal,1709::SB7,4761 ZC,1626,783,10,5,0,3,0,703,98,0,0,0,3,0,0,801,92,68,152,117,158,112,38,46
Brabantse Delta,Moerdijk,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Stationsrestauratie Happy Dees,1709::SB8,4761 BG,1123,660,20,2,0,0,0,623,59,0,0,0,0,0,0,682,113,27,152,113,109,94,20,32
Brabantse Delta,Moerdijk,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau Ons Stedeke,1709::SB9,4772 RA,704,314,3,1,1,0,0,287,30,0,0,1,0,0,0,317,34,17,149,48,27,22,11,6
Brabantse Delta,Moerdijk,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau De Zevensprong,1709::SB10,4765 CP,1305,473,9,5,0,1,1,418,67,0,0,1,0,0,0,486,50,34,121,101,56,37,35,39
Brabantse Delta,Moerdijk,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau SBO Het Palet,1709::SB11,4791 JL,1456,628,7,4,0,1,0,578,60,0,0,1,0,0,0,638,174,160,75,71,63,35,22,28
Brabantse Delta,Moerdijk,AB2015_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2015,,Brabantse Delta,2015-03-18,Stembureau De Niervaert,1709::SB12,4791 GB,1571,518,4,1,0,1,0,464,60,0,0,0,1,0,0,524,104,182,69,49,34,25,25,30
