contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),Lokale Regiobelangen Rivierenland,Algemene Waterschapspartij,Staatkundig Gereformeerde Partij (SGP),VVD,ChristenUnie,Huiseigenaren,Partij voor de Dieren,PSP'92 Rivierenland,50PLUS
Rivierenland,Nijmegen,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Buurthuis Het Oude Weeshuis,0268::SB1,6511 WT,1567,716,31,8,0,0,0,714,41,0,0,0,0,0,0,755,40,165,162,25,45,3,67,6,8,127,38,30
Rivierenland,Nijmegen,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Stadhuis,0268::SB2,6511 PP,2151,1002,58,6,0,3,0,985,84,0,0,0,3,0,0,1069,82,267,208,50,59,4,110,18,24,128,28,24
Rivierenland,Nijmegen,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Stadswinkel,0268::SB3,6511 PS,2212,1179,77,13,0,0,1,1188,80,0,0,0,0,0,0,1269,93,245,245,60,94,1,184,20,30,148,35,24
Rivierenland,Nijmegen,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Activiteitencentrum Doddendaal,0268::SB4,6511 DM,1802,519,46,4,0,0,0,541,28,0,0,0,0,0,0,569,43,112,121,35,42,1,65,6,13,62,15,4
Rivierenland,Nijmegen,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Kolpinghuis,0268::SB5,6511 ER,1769,673,42,5,0,0,2,684,33,0,0,1,0,0,0,719,89,114,140,33,54,2,101,16,22,72,20,10
Rivierenland,Nijmegen,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Villalux,0268::SB6,6511 NW,1658,408,30,1,0,0,0,409,30,0,0,0,0,0,0,439,39,75,107,17,34,0,65,7,10,45,6,3
Rivierenland,Nijmegen,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Wijkcentrum Burghardt,0268::SB7,6512 DR,2224,940,62,6,0,0,0,949,59,0,0,0,0,0,0,1008,73,230,227,30,69,5,95,14,14,148,28,7
Rivierenland,Nijmegen,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Cordium Centrum voor groei en ontwi,0268::SB8,6512 GB,2254,855,45,9,0,0,0,846,63,0,0,0,0,0,0,909,47,211,232,26,63,2,60,11,12,130,47,14
Rivierenland,Nijmegen,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Parochiehuis Antonius van Paduakerk,0268::SB9,6524 JL,1730,562,22,0,0,0,0,546,38,0,0,0,0,0,0,584,61,141,120,21,51,1,78,8,11,56,10,4
Rivierenland,Nijmegen,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Dependance de Buut,0268::SB10,6524 NA,1459,665,28,3,0,2,0,644,54,0,0,0,2,0,0,698,60,181,148,40,45,0,71,15,14,69,10,12
Rivierenland,Nijmegen,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Oud Burgeren Gasthuis,0268::SB11,6524 PJ,1422,856,27,7,0,0,1,827,62,0,0,0,0,0,0,890,120,185,183,37,48,3,116,14,30,65,20,35
Rivierenland,Nijmegen,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau R.K. Basisschool Klein Heyendaal,0268::SB12,6524 NP,1485,701,32,9,0,11,0,694,37,0,0,11,0,0,0,731,86,149,152,27,57,4,108,17,25,62,8,6
Rivierenland,Nijmegen,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Karel de Grote College,0268::SB13,6524 AJ,1566,640,42,3,1,0,0,652,34,0,0,0,1,0,0,686,42,161,150,27,49,1,67,6,14,101,12,10
Rivierenland,Nijmegen,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Wijkcentrum Daalsehof,0268::SB14,6521 GT,1597,804,56,5,0,0,0,816,49,0,0,0,0,0,0,865,54,216,188,24,53,2,60,20,24,114,30,19
Rivierenland,Nijmegen,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Het Badhuis,0268::SB15,6523 CD,1733,658,34,4,0,0,0,648,48,0,0,0,0,0,0,696,54,194,179,24,26,1,41,7,19,76,19,18
