contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Waterbelang Parkstad,Waterbelang Westelijke Mijnstreek,Water Natuurlijk,Waterbelang Heuvelland,Waterbelang Maastricht,Waterbelang Midden-Limburg,VVD,50PLUS
Roer en Overmaas,Maastricht,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,"Stembureau Stadhuis, Merretkamer",0935::SB1,6211 CL,4182,821,59,13,0,1,0,818,77,0,1,0,2,0,0,895,23,12,242,34,346,18,104,42
Roer en Overmaas,Maastricht,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Centre Ceramique,0935::SB2,6221 KV,0,827,76,6,9,0,0,842,76,0,0,0,9,0,0,918,18,9,202,34,396,24,102,42
Roer en Overmaas,Maastricht,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,"Stembureau Stadhuis, Merretkamer",0935::SB3,6211 CL,0,726,78,12,0,0,2,757,59,0,2,0,2,0,0,818,20,13,201,33,271,19,133,36
Roer en Overmaas,Maastricht,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Muziekschool Kumulus,0935::SB4,6221 BA,2331,643,38,14,0,0,1,628,66,0,0,0,0,0,0,695,15,3,188,38,290,8,70,31
Roer en Overmaas,Maastricht,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Klooster Zusters onder de Bogen,0935::SB5,6211 NX,1533,465,19,1,0,0,0,434,52,0,0,0,0,0,0,486,33,9,99,17,218,10,65,14
Roer en Overmaas,Maastricht,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Gemeenschapshuis De Lètterdoes,0935::SB6,6224 BE,1782,410,25,7,0,0,0,407,35,0,0,0,0,0,0,442,16,7,59,24,239,16,19,30
Roer en Overmaas,Maastricht,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Kumulus West,0935::SB7,6211 RB,2069,462,30,7,0,0,0,468,31,0,0,0,0,0,0,499,20,2,157,27,175,13,42,26
Roer en Overmaas,Maastricht,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Envida locatie Koepelhof,0935::SB8,6224 LW,1854,610,41,9,0,0,0,606,54,0,0,0,0,0,0,660,31,5,137,33,301,13,59,31
Roer en Overmaas,Maastricht,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Envida locatie Klevarie,0935::SB9,6211 LX,1484,440,23,6,0,0,0,438,31,0,0,0,0,0,0,469,16,6,91,19,233,6,51,18
Roer en Overmaas,Maastricht,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Centre Ceramique,0935::SB10,6221 KV,4021,850,61,14,0,0,0,851,70,0,0,4,0,0,0,921,24,13,200,49,403,20,96,45
