contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Waterbelang Parkstad,Waterbelang Westelijke Mijnstreek,Water Natuurlijk,Waterbelang Heuvelland,Waterbelang Maastricht,Waterbelang Midden-Limburg,VVD,50PLUS
Roer en Overmaas,Roerdalen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau C.C. De Beuk,1669::SB1,6061 EG,1766,718,34,11,0,0,0,691,72,0,0,0,0,0,0,763,24,10,363,2,8,241,49,21
Roer en Overmaas,Roerdalen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Hotel-Restaurant Roerdalen,1669::SB2,6061 AG,1644,501,33,12,0,0,0,489,57,0,0,0,0,0,0,546,13,8,221,5,7,201,24,22
Roer en Overmaas,Roerdalen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Woonzorgcentrum Bergh,1669::SB3,6077 BK,1338,660,26,7,0,0,0,628,65,0,0,0,0,0,0,693,20,5,224,4,7,299,68,33
Roer en Overmaas,Roerdalen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau MFC de Roerparel,1669::SB4,6077 CG,1441,604,20,2,0,0,0,545,81,0,0,0,0,0,0,626,16,6,193,0,5,286,65,33
Roer en Overmaas,Roerdalen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,"Stembureau Seniorenhof  ""De Vaert""",1669::SB5,6065 CX,1247,577,11,1,2,0,0,519,72,0,0,0,2,0,0,591,13,8,69,9,3,437,17,21
Roer en Overmaas,Roerdalen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Zaal onder de Kerk,1669::SB6,6065 AS,1246,534,16,6,0,0,0,498,58,0,0,0,0,0,0,556,10,4,101,5,1,382,17,14
Roer en Overmaas,Roerdalen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Andreasheem,1669::SB7,6074 BB,1607,618,31,15,0,0,0,588,76,0,0,0,0,0,0,664,11,5,194,8,6,304,74,16
Roer en Overmaas,Roerdalen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Apollohal,1669::SB8,6074 EH,1378,620,26,4,0,0,0,595,55,0,0,0,0,0,0,650,8,3,217,0,0,291,78,23
Roer en Overmaas,Roerdalen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Brede School De Berensprong,1669::SB9,6075 CW,1775,679,29,7,0,0,0,642,73,0,0,0,0,0,0,715,10,11,281,9,2,272,62,32
Roer en Overmaas,Roerdalen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Woonzorgcentrum Bosscherhof,1669::SB10,6075 HE,1775,737,31,9,1,0,0,705,73,0,0,0,0,0,0,778,23,11,243,7,2,343,73,35
Roer en Overmaas,Roerdalen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Zaal Roerzicht,1669::SB11,6063 AL,1138,362,19,3,0,0,1,331,52,0,0,0,0,0,0,384,10,3,73,1,4,242,17,12
Roer en Overmaas,Roerdalen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Basisschool St. Martinus,1669::SB12,6063 BW,887,347,5,4,0,0,0,316,40,0,0,0,0,0,0,356,13,2,55,3,3,251,11,9
