contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,VVD,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),Algemene Waterschapspartij,ChristenUnie-SGP,Partij voor de Dieren,Partij voor Mens en Spirit (MenS),50PLUS
Rijnland,Katwijk,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Gemeentehuis,0537::SB1,2224 EW,1685,890,23,10,0,0,1,805,117,0,0,0,0,0,0,923,159,87,92,53,57,332,61,8,41
Rijnland,Katwijk,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,"Stembureau Duinroos, locatie Otto Baron",0537::SB2,2223 VG,1850,709,13,2,0,0,0,670,56,2,0,0,2,0,0,726,159,75,124,53,48,129,64,10,47
Rijnland,Katwijk,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau De Wilbert,0537::SB3,2223 ER,1248,581,10,2,0,0,0,513,80,0,0,0,0,0,0,593,142,107,55,20,30,145,47,5,30
Rijnland,Katwijk,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau De Horizon,0537::SB4,2223 AP,1567,799,18,6,0,0,0,715,108,0,0,0,0,0,0,823,230,100,94,51,66,157,43,10,48
Rijnland,Katwijk,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,"Stembureau De Duinroos, locatie Zanderij",0537::SB5,2224 XA,1504,663,9,2,0,0,0,577,97,0,0,0,0,0,0,674,145,84,60,45,34,227,34,3,31
Rijnland,Katwijk,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Huize Salem,0537::SB6,2225 RT,1535,731,7,2,0,0,0,642,99,0,0,0,1,0,0,741,143,34,47,22,21,402,27,1,34
Rijnland,Katwijk,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Bibliotheek Katwijk Zee,0537::SB7,2225 MA,1340,1004,10,3,0,0,0,859,158,0,0,0,0,0,0,1017,156,53,55,38,31,590,34,7,40
Rijnland,Katwijk,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau K&O Gebouw,0537::SB8,2225 XM,1578,744,7,1,0,0,0,637,115,0,0,0,0,0,0,752,130,81,57,24,33,374,21,1,23
Rijnland,Katwijk,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Wijkgeb 't Zandgat,0537::SB9,2225 AS,1482,535,5,3,0,0,0,471,72,0,0,0,0,0,0,543,100,52,32,17,25,242,47,0,20
Rijnland,Katwijk,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Dienstencentr. Zwanenburg,0537::SB10,2225 DZ,1590,836,14,4,0,0,0,740,114,0,0,0,0,0,0,854,149,87,48,38,26,400,35,2,51
Rijnland,Katwijk,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Gr van Prinstererschool,0537::SB11,2224 SZ,1714,941,7,8,0,0,0,824,132,0,0,0,0,0,0,956,162,51,71,44,48,482,31,8,44
Rijnland,Katwijk,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Sporthal Cleijn Duin,0537::SB12,2224 BN,1389,604,7,6,0,0,0,548,69,0,0,0,0,0,0,617,105,73,63,34,36,187,44,5,57
Rijnland,Katwijk,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Pr Willem-Alexanderschool,0537::SB13,2221 SM,1684,564,7,5,0,0,0,504,72,0,0,0,0,0,0,576,70,46,60,54,40,193,44,5,52
Rijnland,Katwijk,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Duinrand,0537::SB14,2221 CE,1257,558,14,3,0,0,0,499,76,0,0,0,0,0,0,575,123,52,48,31,32,221,21,2,28
Rijnland,Katwijk,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Pieter Groen,0537::SB15,2221 VV,1307,655,8,3,0,0,0,590,76,0,0,0,0,0,0,666,120,81,83,62,30,206,39,3,31
Rijnland,Katwijk,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Bibliotheek Hoornes/Rijnsoever,0537::SB16,2221 CR,1332,312,16,4,0,0,0,294,38,0,0,0,0,0,0,332,57,37,36,12,27,81,36,1,25
Rijnland,Katwijk,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,"Stembureau Hockeyclub ""Catwyck""",0537::SB17,2221 KJ,1658,586,7,2,0,0,0,528,68,0,1,0,1,0,0,596,142,89,63,21,39,164,35,1,32
Rijnland,Katwijk,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Rijnmond,0537::SB18,2224 VT,1589,331,9,2,0,0,0,289,53,0,0,0,0,0,0,342,64,39,47,17,19,107,27,0,11
Rijnland,Katwijk,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Terp1,0537::SB19,2235 BC,1277,589,14,3,0,0,0,530,76,0,0,0,0,0,0,606,163,89,54,52,36,117,37,5,36
Rijnland,Katwijk,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Terp2,0537::SB20,2235 BC,1226,545,8,2,0,0,0,494,61,0,0,0,0,0,0,555,143,72,85,45,40,96,36,2,26
Rijnland,Katwijk,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau De Burgt,0537::SB21,2231 DA,1385,669,14,2,0,0,0,613,72,0,0,0,0,0,0,685,244,109,50,31,29,156,23,6,21
Rijnland,Katwijk,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Maranathakerk,0537::SB22,2231 KW,1468,587,5,1,0,0,0,533,60,0,0,0,0,0,0,593,220,57,56,28,28,120,48,2,28
Rijnland,Katwijk,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Petrakerk,0537::SB23,2231 JJ,1258,592,7,3,0,0,0,525,77,0,0,0,0,0,0,602,184,128,34,35,20,132,35,6,18
Rijnland,Katwijk,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Gereformeerde Kerk Vrijgemaakt,0537::SB24,2231 SE,1422,701,12,1,0,0,0,681,33,0,0,0,0,0,0,714,231,73,44,47,33,221,40,2,10
Rijnland,Katwijk,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Julianaschool,0537::SB25,2231 TK,1437,813,10,0,0,0,0,721,103,0,1,0,1,0,0,824,312,124,55,43,41,164,42,3,29
Rijnland,Katwijk,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Basisschool De Wegwijzer,0537::SB26,2231 TD,1614,831,9,2,0,0,0,725,117,0,0,0,0,0,0,842,286,131,48,57,39,195,50,10,15
Rijnland,Katwijk,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Basisschool De Schakel,0537::SB27,2231 ZD,1476,704,10,4,0,0,0,650,68,0,0,0,0,0,0,718,188,108,82,46,65,137,49,4,25
Rijnland,Katwijk,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau de Vlietstede,0537::SB28,2231 BJ,1643,399,3,5,0,0,0,357,51,0,1,0,1,0,0,408,130,71,37,16,18,97,17,2,11
Rijnland,Katwijk,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,"Stembureau CBS De Burcht, locatie Duyfrak",0537::SB29,2235 SN,1346,506,8,0,0,0,0,440,74,0,0,0,0,0,0,514,139,82,69,37,47,77,32,5,18
Rijnland,Katwijk,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Zeehospitium,0537::SB30,2225 MJ,1310,526,13,3,0,0,0,458,84,0,0,0,0,0,0,542,104,59,47,24,18,222,34,3,15
Rijnland,Katwijk,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Het Anker,0537::SB31,2225 ES,1651,540,2,4,0,0,1,545,0,0,0,0,0,0,0,546,108,30,33,22,18,271,30,7,21
Rijnland,Katwijk,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Sporthal Rijnsoever,0537::SB32,2221 EP,1482,671,11,4,0,0,0,597,89,0,0,0,0,0,0,686,156,67,54,34,37,231,48,4,40
Rijnland,Katwijk,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,"Stembureau Jeugdhuis ""de Poolster""",0537::SB33,2221 NT,1473,914,11,9,0,0,0,796,133,0,0,5,0,5,0,929,175,79,72,54,53,373,37,5,66
