contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Water Natuurlijk,CDA,Partij van de Arbeid (P.v.d.A.),Werken aan Water,VVD,Algemene Waterschapspartij,Tilburgse Volkspartij (TVP) & Ouderen Nu,50PLUS
De Dommel,Son en Breugel,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,"Stembureau Kom van Son, Gemeentehuis",0848::SB1,5691 AL,1540,793,18,9,0,0,0,738,82,0,0,0,0,0,0,820,146,132,89,38,170,29,4,185
De Dommel,Son en Breugel,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,"Stembureau de Vloed, Verz.huis Berkenstaete",0848::SB2,5691 SV,1446,619,29,2,0,0,0,586,64,0,0,0,0,0,0,650,108,107,66,28,140,31,2,137
De Dommel,Son en Breugel,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,"Stembureau Breeakker, Oude Gemeentewerf",0848::SB3,5691 TN,1024,449,0,15,0,0,1,426,37,0,0,0,0,0,0,464,114,68,53,29,50,18,5,112
De Dommel,Son en Breugel,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,"Stembureau 't Harde Ven, BS De Bloktempel",0848::SB4,5691 EA,1150,635,18,6,0,0,0,590,69,0,0,0,0,0,0,659,130,104,75,16,193,25,2,90
De Dommel,Son en Breugel,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Chill out Braecklant Amerikalaan 2,0848::SB5,5691 LE,1657,359,12,5,0,0,0,336,40,0,0,0,0,0,0,376,85,36,57,22,80,21,2,56
De Dommel,Son en Breugel,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,"Stembureau Gentiaan-west, Braecklant",0848::SB6,5691 KD,1591,1263,15,7,0,0,0,1144,141,0,0,0,0,0,0,1285,286,172,148,45,356,62,5,189
De Dommel,Son en Breugel,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,"Stembureau Kom Breugel, Parochiehuis Den Bauw",0848::SB7,5694 AG,979,506,9,1,0,3,0,469,44,0,0,3,0,0,0,513,60,144,41,16,80,22,4,139
De Dommel,Son en Breugel,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,"Stembureau 't Eigen, BS De Krommen Hoek",0848::SB8,5694 EA,1387,526,22,8,0,0,0,516,41,1,0,0,1,0,0,557,120,97,81,24,58,18,4,124
De Dommel,Son en Breugel,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,"Stembureau Hoogstraat, De Boerderij",0848::SB9,5694 VR,1360,581,16,2,0,2,0,555,46,0,0,0,2,0,0,601,146,61,90,38,81,35,2,128
De Dommel,Son en Breugel,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,"Stembureau Sonniuspark, BS De Ruimte",0848::SB10,5692 VE,651,241,20,5,0,0,0,230,36,0,0,0,0,0,0,266,52,39,32,12,67,9,2,28
