contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),CDA,Betaalbaar Water,ChristenUnie,VVD,50PLUS,Algemene Waterschapspartij (AWP),Partij voor Mens en Spirit (MenS),Partij voor de Dieren
Noorderzijlvest,Eemsmond,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Gemeentehuis,1651::SB1,9981 AA,953,786,10,0,0,0,0,716,82,0,2,0,2,0,0,798,163,140,127,75,78,58,52,28,13,52
Noorderzijlvest,Eemsmond,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau St. Vincentiusgebouw,1651::SB2,9981 AX,1114,448,10,3,0,0,0,421,40,0,0,0,0,0,0,461,116,57,87,24,60,35,24,9,6,30
Noorderzijlvest,Eemsmond,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Ability,1651::SB3,9981 GJ,1134,547,4,1,0,0,0,503,49,0,0,0,0,0,0,552,118,109,86,52,61,37,34,15,3,32
Noorderzijlvest,Eemsmond,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Verzorgingshuis Hunsingoheerd,1651::SB4,9981 CJ,1290,763,2,4,0,0,0,699,70,0,0,0,0,0,0,769,181,126,136,70,90,64,42,25,5,24
Noorderzijlvest,Eemsmond,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Bommelhoes,1651::SB5,9982 HE,872,552,2,2,0,0,0,499,56,0,0,1,0,1,0,555,44,52,142,33,177,49,15,12,2,26
Noorderzijlvest,Eemsmond,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Sporthal Scherphorn,1651::SB6,9982 BZ,953,490,2,1,0,0,0,449,44,0,0,0,0,0,0,493,80,35,89,26,152,23,19,31,7,28
Noorderzijlvest,Eemsmond,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Verzorgingshuis De Mieden,1651::SB7,9982 AB,829,479,1,3,0,0,0,430,53,0,0,0,0,0,0,483,90,32,104,23,104,57,19,14,5,31
Noorderzijlvest,Eemsmond,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Nieuw Calvaria,1651::SB8,9983 PE,875,501,4,3,1,2,0,467,38,0,0,3,0,0,0,505,54,52,103,26,167,25,21,18,4,31
Noorderzijlvest,Eemsmond,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Diggelschip,1651::SB9,9984 XD,268,149,1,0,0,0,0,139,11,0,0,0,0,0,0,150,28,10,26,13,18,28,1,3,4,18
Noorderzijlvest,Eemsmond,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau 't Klokhoes,1651::SB10,9997 PB,574,299,4,4,0,0,0,285,24,0,0,0,2,0,2,309,56,32,55,25,33,30,16,14,5,33
Noorderzijlvest,Eemsmond,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau 't Schienvat,1651::SB11,9995 PH,759,506,6,10,0,0,0,459,63,0,0,0,0,0,0,522,106,46,64,39,121,32,17,24,8,49
Noorderzijlvest,Eemsmond,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Dorpshuis Usquert,1651::SB12,9988 RV,1162,630,7,3,0,0,0,583,57,0,0,0,0,0,0,640,166,105,42,72,44,77,26,23,8,67
Noorderzijlvest,Eemsmond,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Pro Rege,1651::SB13,9989 AH,884,650,11,3,0,0,1,604,59,0,0,0,0,0,0,664,222,87,88,47,47,46,25,23,10,55
Noorderzijlvest,Eemsmond,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Op Roakeldaisgebouw,1651::SB14,9989 EL,931,461,3,3,0,0,0,414,52,0,0,1,0,1,0,466,132,69,41,37,32,55,19,25,7,44
