contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Water Natuurlijk,CDA,Partij van de Arbeid (P.v.d.A.),Werken aan Water,VVD,Algemene Waterschapspartij,Tilburgse Volkspartij (TVP) & Ouderen Nu,50PLUS
De Dommel,"Nuenen, Gerwen en Nederwetten",AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Het Klooster Raadszaal,0820::SB1,5671 GA,1305,737,26,10,0,0,0,710,63,0,0,0,0,0,0,773,155,155,153,37,149,27,8,53
De Dommel,"Nuenen, Gerwen en Nederwetten",AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Zorgcentrum  De Akkers,0820::SB2,5671 CW,1188,631,16,6,0,0,0,610,43,0,0,0,0,0,0,653,122,162,122,16,118,33,5,53
De Dommel,"Nuenen, Gerwen en Nederwetten",AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau BS De Dassenburcht,0820::SB3,5671 VP,1449,813,35,6,0,0,0,769,85,0,0,0,0,0,0,854,184,172,176,40,170,30,7,34
De Dommel,"Nuenen, Gerwen en Nederwetten",AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau BS De Nieuwe Linde,0820::SB4,5673 PE,1612,744,31,0,0,0,0,706,69,0,0,0,0,0,0,775,186,134,147,41,136,40,3,57
De Dommel,"Nuenen, Gerwen en Nederwetten",AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau OBS De Rietpluim,0820::SB5,5673 AP,1380,839,39,8,0,0,0,807,79,0,0,0,0,0,0,886,166,152,182,40,214,30,3,52
De Dommel,"Nuenen, Gerwen en Nederwetten",AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Brede school De Wentelwiek,0820::SB6,5672 HZ,1291,649,35,9,0,0,1,616,76,0,0,0,0,0,0,693,153,112,127,33,116,39,12,57
De Dommel,"Nuenen, Gerwen en Nederwetten",AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau PCN locatie Wederikdreef,0820::SB7,5672 BS,1238,572,28,8,0,0,0,555,52,0,0,1,0,1,0,607,135,99,109,20,142,18,3,46
De Dommel,"Nuenen, Gerwen en Nederwetten",AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Wijkgebouw Scarabee,0820::SB8,5672 EA,910,406,19,2,0,0,0,392,35,0,0,0,0,0,0,427,104,53,98,11,77,23,8,32
De Dommel,"Nuenen, Gerwen en Nederwetten",AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Gasterij Jo van Dijkhof,0820::SB9,5672 DA,1172,693,14,3,0,0,0,649,61,0,0,0,0,0,0,710,168,118,164,30,109,30,4,70
De Dommel,"Nuenen, Gerwen en Nederwetten",AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau BSO Zeesterren Crijnsschool,0820::SB10,5672 ST,1356,665,26,3,0,0,0,631,63,0,0,0,0,0,0,694,137,84,172,27,158,36,6,45
De Dommel,"Nuenen, Gerwen en Nederwetten",AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Dorpshuis De Koppelaar,0820::SB11,5674 NW,708,405,5,3,0,0,0,372,41,0,0,0,0,0,0,413,44,82,156,16,72,13,1,21
De Dommel,"Nuenen, Gerwen en Nederwetten",AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Gemeenschapshuis D'n Heuvel,0820::SB12,5674 RR,1632,751,30,5,1,0,0,703,84,0,0,0,1,0,0,787,166,167,126,60,123,37,2,70
De Dommel,"Nuenen, Gerwen en Nederwetten",AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Gemeenschapshuis Enode,0820::SB13,5674 TN,616,281,10,2,0,0,0,269,24,0,0,0,0,0,0,293,51,50,57,8,72,10,6,27
De Dommel,"Nuenen, Gerwen en Nederwetten",AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Locatie Brede School Oude Landen,0820::SB14,5673 PS,1363,542,29,8,0,0,0,510,69,0,0,0,0,0,0,579,91,112,94,19,166,23,4,33
De Dommel,"Nuenen, Gerwen en Nederwetten",AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Gemeentehuis,0820::SB15,5671 CK,1073,294,14,5,0,0,1,276,36,0,0,0,0,0,0,313,67,47,49,7,104,4,0,16
