contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),CDA,Betaalbaar Water,ChristenUnie,VVD,50PLUS,Algemene Waterschapspartij (AWP),Partij voor Mens en Spirit (MenS),Partij voor de Dieren
Noorderzijlvest,Grootegast,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Gemeentehuis,0015::SB1,9861 AC,87,57,3,1,0,2,0,52,7,0,0,2,0,0,0,59,9,4,21,8,4,7,2,1,0,1
Noorderzijlvest,Grootegast,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Gebouw Irene,0015::SB2,9862 TJ,454,198,3,2,0,0,0,181,22,0,0,0,0,0,0,203,30,13,24,13,48,42,9,12,0,7
Noorderzijlvest,Grootegast,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Dorpshuis 't Kompas,0015::SB3,9866 AP,493,218,4,0,0,0,0,208,14,0,0,0,0,0,0,222,36,11,74,11,40,22,9,7,1,7
Noorderzijlvest,Grootegast,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,"Stembureau Woonzorgcentrum ""Het Hooge Heem""",0015::SB4,9861 BM,0,3,0,0,0,0,0,1,2,0,0,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0
Noorderzijlvest,Grootegast,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Gebouw De Branding,0015::SB5,9863 PH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Noorderzijlvest,Grootegast,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Dorpshuis 't Hörnhuus,0015::SB6,9864 PL,12,7,0,0,0,0,0,5,2,0,0,0,0,0,0,7,1,1,1,0,2,2,0,0,0,0
Noorderzijlvest,Grootegast,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Vrijzinnig gebouw,0015::SB7,9865 AM,97,58,4,2,0,0,0,55,9,0,0,0,0,0,0,64,18,3,8,6,4,7,2,5,0,5
Noorderzijlvest,Grootegast,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Stichting Mfc De Veste,0015::SB8,9865 TE,207,82,2,0,0,0,0,77,7,0,0,0,0,0,0,84,9,11,17,6,3,22,4,1,0,9
Noorderzijlvest,Grootegast,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Gebouw Ons Centrum,0015::SB9,9821 PA,928,432,4,2,0,0,0,395,43,0,0,0,0,0,0,438,55,21,123,31,75,81,22,5,3,16
Noorderzijlvest,Grootegast,AB2015_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2015,,Noorderzijlvest,2015-03-18,Stembureau Dorpshuis De Rotonde,0015::SB10,9822 AA,1254,662,11,2,0,0,0,632,43,0,0,0,0,0,0,675,143,46,112,61,85,135,27,24,5,24
