contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Waterschapspartij Hollandse Delta,CDA,Partij van de Arbeid (P.v.d.A.),Water Natuurlijk,VVD,Staatkundig Gereformeerde Partij (SGP),Hollandse Delta Natuurlijk,ChristenUnie,50PLUS,Trots op Nederland (TROTS),Inwonersbelang - AWP
Hollandse Delta,Goeree-Overflakkee,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau Oostdam,1924::SB1,3252 AV,1683,936,9,4,0,0,0,832,117,0,0,0,0,0,0,949,140,99,72,41,124,247,52,122,20,3,16
Hollandse Delta,Goeree-Overflakkee,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau Dorpstienden,1924::SB2,3253 AS,1444,1040,19,2,0,0,2,921,138,0,0,0,0,0,0,1061,115,105,40,45,138,424,41,99,14,9,10
Hollandse Delta,Goeree-Overflakkee,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau Eben Haëzer,1924::SB3,3253 VJ,1787,954,5,4,0,0,0,833,130,0,0,0,0,0,0,963,98,88,50,23,54,471,29,107,16,14,4
Hollandse Delta,Goeree-Overflakkee,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau De Vliedberg,1924::SB4,3253 CT,1249,715,3,1,0,0,1,625,93,0,0,0,0,0,0,719,94,74,45,27,62,284,20,73,27,2,7
Hollandse Delta,Goeree-Overflakkee,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau De Rank,1924::SB5,3251 AB,1398,658,3,3,0,0,0,578,86,0,0,0,0,0,0,664,118,91,61,19,60,153,32,62,21,15,26
Hollandse Delta,Goeree-Overflakkee,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau 't Haegse Huus,1924::SB6,3251 CR,1302,669,7,4,0,0,0,608,72,0,0,0,0,0,0,680,102,114,81,31,46,158,30,66,14,15,12
Hollandse Delta,Goeree-Overflakkee,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau De Schakel,1924::SB7,3247 AA,2014,1145,9,2,0,0,0,1010,146,0,0,0,0,0,0,1156,207,103,60,62,105,397,30,107,26,10,38
Hollandse Delta,Goeree-Overflakkee,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau Geldershof,1924::SB9,3247 KE,2047,1044,14,6,0,0,0,925,139,0,0,0,0,0,0,1064,186,91,78,27,107,353,32,106,35,12,17
Hollandse Delta,Goeree-Overflakkee,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau Ons Huis,1924::SB10,3249 AJ,1000,554,6,0,0,0,0,503,57,0,0,0,0,0,0,560,201,30,25,25,73,126,11,26,13,9,15
Hollandse Delta,Goeree-Overflakkee,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau Melishof,1924::SB11,3248 BE,1671,810,6,4,0,0,0,733,87,0,0,0,0,0,0,820,209,66,71,43,105,169,28,40,25,25,29
Hollandse Delta,Goeree-Overflakkee,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau Wijkcentrum,1924::SB13,3241 AA,1717,1083,12,6,0,0,0,985,116,0,0,0,0,0,0,1101,249,99,82,43,108,260,31,145,28,10,28
Hollandse Delta,Goeree-Overflakkee,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau Het Rondeel,1924::SB14,3241 LB,1870,686,1,4,0,0,0,608,83,0,0,0,0,0,0,691,154,54,56,38,100,103,22,86,16,21,36
Hollandse Delta,Goeree-Overflakkee,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau De Hoeksteen,1924::SB15,3241 CR,1945,1015,11,1,0,0,0,885,142,0,0,0,0,0,0,1027,245,74,63,35,149,208,29,145,17,19,31
Hollandse Delta,Goeree-Overflakkee,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau Vita Nova,1924::SB16,3245 BC,1901,1239,16,6,0,0,0,1070,191,0,0,0,0,0,0,1261,259,107,75,70,169,260,40,175,25,14,45
Hollandse Delta,Goeree-Overflakkee,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau Nieuw Rijsenburgh,1924::SB17,3245 VP,1835,734,10,0,0,0,0,631,113,0,0,0,0,0,0,744,170,45,63,23,64,152,23,123,26,19,26
Hollandse Delta,Goeree-Overflakkee,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau Kerk Exodusgemeente,1924::SB18,3245 XN,1987,1118,13,6,0,0,2,1017,118,0,0,0,0,0,0,1137,264,119,97,36,96,213,27,198,23,3,42
Hollandse Delta,Goeree-Overflakkee,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau Ons Dorpshuis,1924::SB19,3244 AL,1865,1000,11,7,0,0,0,873,145,0,0,0,0,0,0,1018,213,58,63,56,128,315,36,71,24,15,21
Hollandse Delta,Goeree-Overflakkee,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau 't Trefpunt,1924::SB20,3243 AP,1067,531,3,2,0,0,1,490,45,0,0,0,0,0,0,536,140,53,36,24,67,60,13,79,17,24,18
Hollandse Delta,Goeree-Overflakkee,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau 't Centrum,1924::SB21,3257 XM,2020,971,17,8,0,0,0,856,140,0,0,0,0,0,0,996,210,71,100,52,126,216,23,83,36,19,35
Hollandse Delta,Goeree-Overflakkee,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau Bommelstee,1924::SB22,3258 AW,1247,508,11,2,0,0,0,468,53,0,0,0,0,0,0,521,119,47,37,34,81,48,22,49,23,29,19
Hollandse Delta,Goeree-Overflakkee,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau 't Buurthuus,1924::SB23,3256 AH,1105,467,5,6,0,0,0,406,72,0,0,0,0,0,0,478,142,20,18,20,139,31,9,22,32,13,21
Hollandse Delta,Goeree-Overflakkee,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau de Grutterswei,1924::SB24,3255 BS,1939,1137,13,5,0,0,0,1030,125,0,0,0,0,0,0,1155,252,81,186,71,204,108,47,89,31,36,32
Hollandse Delta,Goeree-Overflakkee,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau Ebbe en Vloed,1924::SB25,3255 TG,2008,795,14,4,0,0,0,723,90,0,0,0,0,0,0,813,192,68,72,41,140,89,31,82,41,12,27
