contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),Lokale Regiobelangen Rivierenland,Algemene Waterschapspartij,Staatkundig Gereformeerde Partij (SGP),VVD,ChristenUnie,Huiseigenaren,Partij voor de Dieren,PSP'92 Rivierenland,50PLUS
Rivierenland,Leerdam,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Stadskantoor,0545::SB1,4141DA,2498,985,16,2,0,0,0,891,112,0,0,0,0,0,0,1003,158,81,107,135,25,82,123,78,92,71,7,26
Rivierenland,Leerdam,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Maranatha,0545::SB2,4141EL,1976,1104,11,2,0,0,0,973,144,0,0,0,0,0,0,1117,200,65,97,114,20,213,132,95,94,50,4,20
Rivierenland,Leerdam,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Calvijnschool,0545::SB3,4143BA,1583,629,2,1,0,0,0,546,86,0,0,0,0,0,0,632,81,31,59,95,12,147,42,66,58,15,6,17
Rivierenland,Leerdam,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Huis ter Leede,0545::SB4,4143EN,2013,1136,18,5,0,0,1,993,165,0,0,0,0,0,0,1159,174,75,110,171,22,160,93,90,142,53,7,39
Rivierenland,Leerdam,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Wilgenhoek,0545::SB5,4143LA,1143,528,13,1,0,0,0,486,56,0,0,0,0,0,0,542,90,44,55,72,18,43,59,52,52,33,4,6
Rivierenland,Leerdam,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau het Mozaïek bovenbouw,0545::SB6,4142EG,923,236,4,3,0,0,0,216,27,0,0,0,0,0,0,243,29,12,56,47,6,14,14,11,16,14,6,11
Rivierenland,Leerdam,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Koningin Emmahuis,0545::SB7,4142BV,1536,365,12,1,0,0,0,329,49,0,0,0,0,0,0,378,65,24,72,50,18,26,13,35,9,28,12,13
Rivierenland,Leerdam,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau het Mozaïek onderbouw,0545::SB8,4142EM,2328,715,13,4,0,0,0,621,111,0,0,0,0,0,0,732,98,52,114,106,29,53,42,52,54,56,33,26
Rivierenland,Leerdam,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau dorpshuis De Stoof,0545::SB9,4247EN,645,394,1,3,0,0,0,353,45,0,0,0,0,0,0,398,65,38,36,41,2,17,81,8,79,15,2,10
Rivierenland,Leerdam,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Partycentrum Schoonrewoerd,0545::SB10,4145KM,1471,894,9,7,0,0,0,789,121,0,0,0,0,0,0,910,318,58,29,46,27,240,54,64,40,7,1,10
