contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),VVD,Vrienden van de Berkel,Vereniging Kleine Kernen Gelderland,Algemene Waterschapspartij,Ondernemend Waterschap,50PLUS
Rijn en IJssel,Lochem,AB2015_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2015,,Rijn en IJssel,2015-03-18,Stembureau Verzorgingstehuis Gudula,0262::SB1,7241 AR,1557,711,30,3,0,0,0,679,65,0,0,0,0,0,0,744,94,110,89,123,211,11,41,2,30
Rijn en IJssel,Lochem,AB2015_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2015,,Rijn en IJssel,2015-03-18,Stembureau Gemeentehuis Lochem,0262::SB2,7241 CR,1074,434,4,6,0,0,0,403,41,0,0,0,0,0,0,444,58,70,44,56,129,10,42,5,20
Rijn en IJssel,Lochem,AB2015_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2015,,Rijn en IJssel,2015-03-18,Stembureau Jan Wissinkhal LTTC de Toekomst,0262::SB3,7241 CL,1616,924,16,3,0,0,0,854,88,0,0,1,0,1,0,942,109,139,113,156,271,13,93,5,25
Rijn en IJssel,Lochem,AB2015_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2015,,Rijn en IJssel,2015-03-18,Stembureau de Rank,0262::SB4,7242 DA,1545,800,19,3,0,0,0,760,63,0,1,0,1,0,0,823,90,128,104,101,280,10,55,0,32
Rijn en IJssel,Lochem,AB2015_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2015,,Rijn en IJssel,2015-03-18,Stembureau St Josephschool,0262::SB5,7242 GV,1198,612,16,7,0,0,1,582,52,0,0,0,0,0,0,635,63,110,94,69,179,12,64,2,19
Rijn en IJssel,Lochem,AB2015_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2015,,Rijn en IJssel,2015-03-18,Stembureau Parochiezaal RK kerk,0262::SB6,7241 DX,1025,545,9,4,0,0,0,484,74,0,0,0,0,0,0,558,78,90,53,81,174,3,49,1,16
Rijn en IJssel,Lochem,AB2015_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2015,,Rijn en IJssel,2015-03-18,Stembureau de Hoge Weide,0262::SB7,7241 GR,1577,930,26,4,0,0,0,857,103,0,0,0,0,0,0,960,134,187,89,179,220,15,74,3,29
Rijn en IJssel,Lochem,AB2015_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2015,,Rijn en IJssel,2015-03-18,Stembureau Tusselerhof,0262::SB8,7241 KD,1008,537,3,7,0,0,0,503,44,0,0,0,0,0,0,547,92,79,44,95,161,8,35,6,17
Rijn en IJssel,Lochem,AB2015_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2015,,Rijn en IJssel,2015-03-18,Stembureau Brandweerkazerne,0262::SB9,7245 BL,1373,721,9,3,0,0,0,664,69,0,0,0,0,0,0,733,143,66,38,202,216,25,25,1,5
Rijn en IJssel,Lochem,AB2015_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2015,,Rijn en IJssel,2015-03-18,Stembureau de Branink,0262::SB10,7245 AH,1131,628,6,4,0,0,0,582,56,0,0,0,0,0,0,638,118,63,28,171,196,20,18,2,12
Rijn en IJssel,Lochem,AB2015_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2015,,Rijn en IJssel,2015-03-18,Stembureau Cafe Restaurant De Exelse Molen,0262::SB11,7245 VJ,939,414,9,1,0,0,2,382,40,0,0,0,0,0,0,424,79,47,21,123,99,15,23,1,6
Rijn en IJssel,Lochem,AB2015_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2015,,Rijn en IJssel,2015-03-18,Stembureau Gemeenschapscentrum 't Onderschoer,0262::SB12,7244 BB,1472,726,6,3,0,0,0,658,77,0,0,0,0,0,0,735,151,101,57,173,150,30,41,4,19
Rijn en IJssel,Lochem,AB2015_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2015,,Rijn en IJssel,2015-03-18,Stembureau Brandweerkazerne Gorssel,0262::SB13,7213 CV,1693,954,11,11,0,2,2,884,92,0,0,0,2,0,0,978,147,251,72,188,215,10,38,5,28
Rijn en IJssel,Lochem,AB2015_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2015,,Rijn en IJssel,2015-03-18,Stembureau De Borkel,0262::SB14,7213 CS,1630,952,24,4,0,1,0,881,100,0,0,0,1,0,0,981,122,236,93,178,192,29,39,11,52
Rijn en IJssel,Lochem,AB2015_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2015,,Rijn en IJssel,2015-03-18,Stembureau Steunpunt 't Wansinkhof,0262::SB15,7214 AH,1553,837,13,3,0,0,0,778,77,0,2,0,2,0,0,855,108,172,68,204,179,28,46,4,28
Rijn en IJssel,Lochem,AB2015_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2015,,Rijn en IJssel,2015-03-18,Stembureau Ons Gebouw,0262::SB16,7217 TA,1421,757,14,4,0,0,0,717,58,0,0,0,0,0,0,775,188,97,43,166,183,32,29,3,16
Rijn en IJssel,Lochem,AB2015_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2015,,Rijn en IJssel,2015-03-18,Stembureau Ons Huis,0262::SB17,7218 AC,1151,698,8,10,0,1,0,652,63,0,0,1,0,0,0,715,112,90,29,85,339,24,12,0,7
Rijn en IJssel,Lochem,AB2015_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2015,,Rijn en IJssel,2015-03-18,Stembureau 't Spijk,0262::SB18,7211 EK,1624,734,8,6,0,0,0,691,57,0,0,0,0,0,0,748,123,119,91,116,196,23,34,7,25
Rijn en IJssel,Lochem,AB2015_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2015,,Rijn en IJssel,2015-03-18,Stembureau Het hart,0262::SB19,7211 DM,1894,923,20,8,0,0,0,860,91,0,0,0,0,0,0,951,152,194,99,157,217,30,37,7,30
