contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),Lokale Regiobelangen Rivierenland,Algemene Waterschapspartij,Staatkundig Gereformeerde Partij (SGP),VVD,ChristenUnie,Huiseigenaren,Partij voor de Dieren,PSP'92 Rivierenland,50PLUS
Rivierenland,Culemborg,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Stadhuis,0216::SB1,,1505,859,30,6,0,0,2,795,99,0,0,0,1,0,0,896,131,199,118,61,46,13,124,31,16,75,18,27
Rivierenland,Culemborg,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Koningin Beatrixschool,0216::SB2,,1442,415,13,2,0,0,0,387,43,0,0,0,0,0,0,430,66,90,52,33,24,3,49,23,11,45,2,17
Rivierenland,Culemborg,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Jenaplanschool 't Praathuis,0216::SB3,,1254,633,13,1,0,0,0,585,61,0,0,1,0,0,0,646,57,236,102,26,24,14,39,19,16,72,16,12
Rivierenland,Culemborg,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau 't Trefpunt,0216::SB4,,1508,544,4,17,0,0,79,486,0,0,0,0,0,0,0,565,111,84,87,41,36,19,47,23,13,40,15,28
Rivierenland,Culemborg,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau De Elisabethhof,0216::SB5,,1395,713,10,2,0,0,2,660,63,0,0,0,0,0,0,725,181,126,92,53,28,3,91,34,29,47,2,27
Rivierenland,Culemborg,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Verzorgingshuis De Kulenburg,0216::SB6,,1815,660,13,3,0,0,0,631,45,0,0,0,0,0,0,676,158,114,63,67,29,14,54,31,42,46,12,30
Rivierenland,Culemborg,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Basisschool De Palster,0216::SB7,,1712,538,3,2,0,0,0,489,54,0,0,0,0,0,0,543,93,94,90,55,27,4,44,32,25,49,5,20
Rivierenland,Culemborg,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Koningin Julianaschool,0216::SB8,,1478,745,11,5,0,0,0,703,58,0,0,0,0,0,0,761,201,107,91,59,40,11,112,41,18,32,8,25
Rivierenland,Culemborg,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau De Salaamander,0216::SB9,,1316,781,13,9,0,0,0,716,89,0,0,0,2,0,0,805,144,109,125,70,54,14,92,41,31,60,11,30
Rivierenland,Culemborg,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Gandhi-soos,0216::SB10,,1460,448,6,3,0,0,0,401,56,0,0,0,0,0,0,457,83,59,98,28,23,8,32,26,12,35,8,36
Rivierenland,Culemborg,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Rode Kruisgebouw,0216::SB11,,1782,858,13,8,0,1,0,795,85,0,0,0,1,0,0,880,159,167,116,78,50,24,127,35,21,48,5,28
Rivierenland,Culemborg,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Kleurrijk Wonen,0216::SB12,,175,187,5,2,0,0,1,170,23,0,0,0,0,0,0,194,27,44,28,14,20,6,16,9,3,18,1,1
Rivierenland,Culemborg,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Augustinusschool,0216::SB13,,1650,688,13,2,0,0,0,618,85,0,0,0,0,0,0,703,148,123,105,49,48,6,83,18,22,54,6,26
Rivierenland,Culemborg,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau BonVie,0216::SB14,,1679,1043,24,3,0,1,141,928,0,0,0,1,0,0,0,1069,236,139,124,83,45,23,187,54,44,59,17,32
Rivierenland,Culemborg,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Oranje Nassauschool,0216::SB15,,1227,527,10,2,0,0,0,469,70,0,0,0,0,0,0,539,144,86,50,42,25,8,97,20,17,27,1,10
