contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Water Natuurlijk,CDA,Partij van de Arbeid (P.v.d.A.),Werken aan Water,VVD,Algemene Waterschapspartij,Tilburgse Volkspartij (TVP) & Ouderen Nu,50PLUS
De Dommel,Oirschot,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Gemeentehuis,0823::SB1,,1629,788,32,6,0,0,0,738,88,0,0,0,0,0,0,826,123,158,79,52,142,174,5,55
De Dommel,Oirschot,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Basisschool De Linde,0823::SB2,,1479,703,20,6,0,0,0,659,70,0,0,0,0,0,0,729,122,139,63,80,101,142,18,38
De Dommel,Oirschot,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Huize St. Joris,0823::SB3,,1391,594,18,1,0,0,0,566,47,0,0,0,0,0,0,613,92,104,55,57,90,115,10,71
De Dommel,Oirschot,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Dorpshuis Den Deel,0823::SB4,,1603,699,16,4,0,0,0,629,90,0,0,0,0,0,0,719,109,142,38,69,127,171,10,33
De Dommel,Oirschot,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Basisschool De Plataan,0823::SB5,,1274,533,17,6,0,0,0,505,51,0,0,0,0,0,0,556,109,76,67,38,102,109,14,18
De Dommel,Oirschot,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Openbare basisschool De Korenbloem,0823::SB6,,1565,722,24,6,0,0,2,691,59,0,0,0,0,0,0,752,162,94,83,76,107,142,6,52
De Dommel,Oirschot,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Antoniusschool,0823::SB7,,1251,509,8,1,0,0,0,465,53,0,0,0,0,0,0,518,83,116,28,57,131,60,4,30
De Dommel,Oirschot,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Gemeenschapshuis Het Dorpsplein,0823::SB8,,1252,488,23,5,0,0,0,464,52,0,0,0,0,0,0,516,84,127,55,40,92,55,10,25
De Dommel,Oirschot,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Kantine BBoys,0823::SB9,,1510,585,21,3,0,0,0,558,51,0,0,0,0,0,0,609,111,144,85,33,125,47,7,33
De Dommel,Oirschot,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Ons Mevrouw,0823::SB10,,1479,776,25,8,0,0,0,698,111,0,0,0,0,0,0,809,147,213,93,70,164,35,11,43
