contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Waterschapspartij Hollandse Delta,CDA,Partij van de Arbeid (P.v.d.A.),Water Natuurlijk,VVD,Staatkundig Gereformeerde Partij (SGP),Hollandse Delta Natuurlijk,ChristenUnie,50PLUS,Trots op Nederland (TROTS),Inwonersbelang - AWP
Hollandse Delta,Hellevoetsluis,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau Hal  Gemeentehuis,0530::SB1,3221 AL,1167,588,14,4,0,0,0,529,77,0,0,0,0,0,0,606,207,42,51,48,120,2,59,10,18,8,23
Hollandse Delta,Hellevoetsluis,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau Werkloods Droogdok,0530::SB2,3221 AD,1315,197,3,0,0,0,0,175,25,0,0,0,0,0,0,200,69,9,22,24,22,1,15,7,12,5,11
Hollandse Delta,Hellevoetsluis,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau 't Schrijverke,0530::SB3,3221 VP,1405,815,13,8,0,0,0,733,82,0,0,0,0,0,0,815,331,74,72,57,68,5,67,20,59,18,44
Hollandse Delta,Hellevoetsluis,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau Verpleegh. Grootenhoek,0530::SB4,3222 AA,1411,483,14,1,0,0,0,442,56,0,0,0,0,0,0,498,175,45,53,35,63,3,31,11,22,15,30
Hollandse Delta,Hellevoetsluis,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau School De Wateringe,0530::SB5,3222 XA,1171,491,21,6,0,0,0,481,37,0,0,0,0,0,0,518,154,48,67,43,58,4,35,19,23,10,30
Hollandse Delta,Hellevoetsluis,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau School De Brug,0530::SB6,3223 XE,1302,429,10,7,0,1,0,406,41,0,0,0,1,0,0,447,186,36,33,36,31,8,24,15,21,13,26
Hollandse Delta,Hellevoetsluis,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau Sporthal De Eendraght,0530::SB7,3223 EV,1279,679,11,3,0,1,0,619,75,0,0,0,1,0,0,694,236,68,68,50,82,1,52,33,38,15,36
Hollandse Delta,Hellevoetsluis,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau Schoollocatie,0530::SB8,3224 TT,1288,684,12,4,0,0,0,616,84,0,0,0,0,0,0,700,240,66,65,72,73,5,44,26,33,10,50
Hollandse Delta,Hellevoetsluis,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau De Bibliotheek,0530::SB9,3224 XL,1249,440,16,2,0,0,0,416,42,0,0,0,0,0,0,458,170,48,41,34,35,0,28,11,44,9,20
Hollandse Delta,Hellevoetsluis,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau Woonzorgcentrum Voornesteyn,0530::SB10,3224 TD,1227,435,20,2,0,0,0,419,38,0,0,0,0,0,0,457,172,27,46,40,34,3,35,13,33,9,23
Hollandse Delta,Hellevoetsluis,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau Buiten Veste,0530::SB11,3224 HD,1280,294,8,3,0,0,0,278,27,0,0,0,0,0,0,305,98,22,43,19,23,4,17,9,32,6,21
Hollandse Delta,Hellevoetsluis,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau Schoollocatie Sterrenwacht,0530::SB12,3224 GM,1272,595,11,2,0,6,0,548,66,0,0,0,6,0,0,614,219,48,44,58,61,2,40,43,34,9,37
Hollandse Delta,Hellevoetsluis,AB2015_HollandseDelta,Algemeen bestuur van het waterschap Hollandse Delta 2015,,Hollandse Delta,2015-03-18,Stembureau School De Houthoeffe,0530::SB13,3225 AC,1346,511,11,3,0,0,0,468,57,0,0,0,0,0,0,525,198,35,51,28,41,7,41,12,32,19,47
