contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,VVD,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),Algemene Waterschapspartij,ChristenUnie-SGP,Partij voor de Dieren,Partij voor Mens en Spirit (MenS),50PLUS
Rijnland,Leidschendam-Voorburg,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Stadskantoor Voorburg,1916::SB1,2271 DG,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,4,1,1,1,2,0,0,1,0,0
Rijnland,Leidschendam-Voorburg,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Professor Casimirschool,1916::SB2,2271 VC,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,1,0,0,1,0,0
Rijnland,Leidschendam-Voorburg,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Verzorgingshuis Het Anker,1916::SB3,2273 AG,0,14,0,0,0,0,0,13,1,0,0,0,0,0,0,14,2,5,1,1,1,0,2,2,0
Rijnland,Leidschendam-Voorburg,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Basisschool Sint Maarten,1916::SB4,2271 EP,0,14,0,0,0,0,0,11,3,0,0,0,0,0,0,14,3,4,0,0,1,1,3,1,1
Rijnland,Leidschendam-Voorburg,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,"Stembureau Wijkgebouw ""De Boot""",1916::SB5,2272 AN,4,18,2,0,0,0,0,14,8,0,0,0,0,0,0,22,2,6,0,0,5,0,2,0,3
Rijnland,Leidschendam-Voorburg,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Wijkcentrum Agora,1916::SB6,2275 CZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rijnland,Leidschendam-Voorburg,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Wijkcentrum Agora,1916::SB7,2275 CZ,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0
Rijnland,Leidschendam-Voorburg,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Bedrijfsverzamelgebouw,1916::SB8,2274 AX,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Rijnland,Leidschendam-Voorburg,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Basisschool De Parachute,1916::SB9,2274 TZ,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Rijnland,Leidschendam-Voorburg,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Basisschool De Parachute,1916::SB10,2274 TZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
