contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Water Natuurlijk,CDA,Partij van de Arbeid (P.v.d.A.),Werken aan Water,VVD,Algemene Waterschapspartij,Tilburgse Volkspartij (TVP) & Ouderen Nu,50PLUS
De Dommel,Eindhoven,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Bibliotheek,0772::SB1,,2070,545,38,6,0,0,3,534,52,0,0,0,0,0,0,589,143,72,112,24,130,32,3,29
De Dommel,Eindhoven,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Basisschool De Driestam,0772::SB2,,3763,382,43,8,0,0,0,394,39,0,0,0,0,0,0,433,100,46,78,17,55,32,12,42
De Dommel,Eindhoven,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Basisschool Fellenoord,0772::SB3,,4212,516,60,6,0,0,1,541,40,0,0,0,0,0,0,582,114,63,131,26,75,41,4,62
De Dommel,Eindhoven,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Buurtinfowinkel,0772::SB4,,3519,376,37,2,0,0,0,381,34,0,0,0,0,0,0,415,103,33,104,22,47,34,4,29
De Dommel,Eindhoven,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau zorgcentrum De Horst,0772::SB5,,3000,374,13,7,0,0,0,363,31,0,0,0,0,0,0,394,72,81,48,17,52,33,2,69
De Dommel,Eindhoven,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Basisschool Atalanta,0772::SB6,,3708,440,15,2,0,0,0,422,35,0,0,0,0,0,0,457,111,62,87,28,50,29,10,63
De Dommel,Eindhoven,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Elf13,0772::SB7,,3584,482,4,22,0,0,0,466,42,0,0,0,0,0,0,508,135,61,93,30,48,29,8,78
De Dommel,Eindhoven,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau De Korenaar,0772::SB8,,2140,705,21,3,0,0,1,659,69,0,0,0,0,0,0,729,202,102,132,41,115,37,10,66
De Dommel,Eindhoven,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Ontmoetingsruimte Pieter Eiffhuis,0772::SB9,,2697,427,11,1,0,0,0,403,36,0,0,0,0,0,0,439,97,84,59,23,52,20,7,85
De Dommel,Eindhoven,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Basisschool Gunterslaer,0772::SB10,,1437,736,29,6,0,0,0,699,72,0,0,0,0,0,0,771,209,116,115,31,129,45,12,79
De Dommel,Eindhoven,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Vrijetijdsaccommodatie De Mortel,0772::SB11,,3046,565,17,2,0,0,0,516,68,0,0,0,0,0,0,584,171,79,105,30,54,33,14,79
De Dommel,Eindhoven,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Gymzaal,0772::SB12,,2842,413,14,3,0,0,0,387,43,0,0,0,0,0,0,430,107,68,57,28,36,45,7,65
De Dommel,Eindhoven,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau service verzorgingscentrum Antonius,0772::SB13,,3153,691,13,7,0,0,1,604,106,0,0,0,0,0,0,711,150,164,70,39,165,33,7,63
De Dommel,Eindhoven,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau zorgcentrum Den Eerdbrand/De Bevelanden,0772::SB14,,3098,538,14,5,0,1,0,518,40,0,0,0,1,0,0,558,138,105,84,33,59,24,8,87
De Dommel,Eindhoven,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Basisschool de Schelp,0772::SB15,,1541,516,17,5,0,0,0,482,56,0,0,0,0,0,0,538,130,62,110,20,55,38,9,92
De Dommel,Eindhoven,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Basisschool De Tempel,0772::SB16,,1710,577,31,0,0,0,0,553,55,0,0,0,0,0,0,608,141,102,93,36,56,39,8,102
De Dommel,Eindhoven,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Ontmoetingscentrum Vivaldi,0772::SB17,,2374,395,11,8,0,0,0,393,21,0,0,0,0,0,0,414,86,84,56,25,33,26,8,77
De Dommel,Eindhoven,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Basisschool Cornelis Jetses,0772::SB18,,2881,359,14,2,0,0,0,341,34,0,0,0,0,0,0,375,79,60,70,25,33,25,7,60
De Dommel,Eindhoven,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Jurriaan Pels wooncentrum,0772::SB19,,1538,590,18,5,0,0,0,582,31,0,0,0,0,0,0,613,127,111,118,20,55,37,7,115
De Dommel,Eindhoven,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Basisschool de Korenaar,0772::SB20,,3099,366,12,4,0,1,0,354,27,0,0,1,0,0,0,381,96,62,57,25,20,26,12,68
De Dommel,Eindhoven,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau service verzorgingscentrum Brunswijck,0772::SB21,,3355,464,25,2,0,0,0,460,31,0,0,0,0,0,0,491,121,74,71,28,47,26,14,83
De Dommel,Eindhoven,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Gemeenschapshuis De Uitwijk,0772::SB22,,2992,468,25,8,0,0,0,448,54,0,1,0,1,0,0,502,136,97,65,16,54,29,10,61
De Dommel,Eindhoven,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau service verzorgingscentrum Peppelrode,0772::SB23,,1882,610,25,9,0,0,0,596,50,0,2,0,2,0,0,646,141,118,115,29,67,41,4,95
De Dommel,Eindhoven,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Basisschool Wethouder van Eupen,0772::SB24,,2106,536,31,3,0,0,0,523,47,0,0,0,0,0,0,570,152,89,90,24,89,23,7,62
De Dommel,Eindhoven,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Buurthuis de Boemerang,0772::SB25,,4290,879,29,10,0,0,0,857,61,0,0,0,0,0,0,918,225,128,134,40,127,69,9,147
De Dommel,Eindhoven,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Ontmoetingscentrum de Cabine,0772::SB26,,3587,583,15,2,0,0,0,543,57,0,0,0,0,0,0,600,160,93,94,35,64,41,15,81
De Dommel,Eindhoven,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Basisschool Louis Buelens,0772::SB27,,2898,574,22,4,0,0,0,546,54,0,0,0,0,0,0,600,155,90,90,33,92,44,9,61
De Dommel,Eindhoven,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Verpleeghuis Dommelhoef,0772::SB28,,1684,801,47,17,0,0,0,774,91,0,0,0,0,0,0,865,175,115,182,25,219,35,7,43
De Dommel,Eindhoven,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau gebouw Rode Kruis,0772::SB29,,1902,632,54,6,0,0,0,627,65,0,0,0,0,0,0,692,160,84,152,28,97,35,2,74
De Dommel,Eindhoven,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Basisschool De Driesprong,0772::SB30,,3686,439,45,1,0,0,0,436,49,0,0,0,0,0,0,485,120,53,103,32,43,19,5,64
De Dommel,Eindhoven,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Vitalis Berckelhof,0772::SB31,,3873,435,30,7,0,0,0,437,35,0,0,0,0,0,0,472,123,59,81,24,56,28,5,59
De Dommel,Eindhoven,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Activiteitencentrum Orka,0772::SB32,,3017,514,18,2,0,0,0,497,37,0,0,0,0,0,0,534,154,55,106,23,50,23,2,101
