contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Water Natuurlijk,CDA,Partij van de Arbeid (P.v.d.A.),Werken aan Water,VVD,Algemene Waterschapspartij,Tilburgse Volkspartij (TVP) & Ouderen Nu,50PLUS
De Dommel,Heeze-Leende,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Dorpshuis 't Perron,1658::SB1,5591 HM,1342,606,26,4,0,0,3,588,45,0,0,0,0,0,0,636,249,111,51,38,92,23,7,35
De Dommel,Heeze-Leende,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Handboogvereniging Rozen van Oranje,1658::SB2,5591 GH,1275,424,18,4,0,0,0,402,44,0,0,0,0,0,0,446,153,81,35,20,94,13,3,25
De Dommel,Heeze-Leende,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Gemeentehuis,1658::SB3,5591 HS,1305,678,18,1,0,0,0,615,82,0,0,0,0,0,0,697,251,137,79,39,107,32,1,32
De Dommel,Heeze-Leende,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Kindcentrum De Parel,1658::SB4,5591 BM,1319,731,15,4,0,0,0,675,75,0,0,0,0,0,0,750,307,130,80,27,113,23,8,43
De Dommel,Heeze-Leende,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Heemkundekring de Heerlijkheid HLZ,1658::SB5,5591 NE,1312,661,29,7,0,0,0,630,67,0,0,0,0,0,0,697,267,101,83,49,70,37,2,52
De Dommel,Heeze-Leende,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Basisschool De Trumakkers,1658::SB6,5591 NG,1327,508,21,0,0,0,0,479,50,0,0,0,0,0,0,529,196,72,59,36,79,23,4,39
De Dommel,Heeze-Leende,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Gemeenschapshuis De Meent,1658::SB7,5595 CM,1162,658,18,10,0,0,0,608,78,0,0,0,0,0,0,686,163,201,49,54,102,36,5,48
De Dommel,Heeze-Leende,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Basisschool Sint Jan,1658::SB8,5595 GN,1156,297,9,0,0,0,0,268,38,0,0,0,0,0,0,306,55,112,23,25,64,8,2,8
De Dommel,Heeze-Leende,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Zorgcentrum Leenderhof,1658::SB9,5595 EP,1166,657,14,7,0,0,0,613,65,0,0,0,0,0,0,678,162,149,38,51,182,25,7,43
De Dommel,Heeze-Leende,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Dorpshuis Valentijn,1658::SB10,6029 RJ,1186,481,17,6,0,0,0,442,62,0,0,0,0,0,0,504,126,149,34,42,72,29,3,26
