contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Waterbelang Parkstad,Waterbelang Westelijke Mijnstreek,Water Natuurlijk,Waterbelang Heuvelland,Waterbelang Maastricht,Waterbelang Midden-Limburg,VVD,50PLUS
Roer en Overmaas,Schinnen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Gemeentehuis Schinnen (ingang Schintalerplein),0962::SB1,6365 BK,1131,528,29,4,0,0,0,502,59,0,0,0,0,0,0,561,52,235,152,22,7,7,31,22
Roer en Overmaas,Schinnen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Gasterie Noeber Beemden Schinnen,0962::SB2,6365 CG,1191,623,20,8,0,0,0,572,79,0,0,0,0,0,0,651,53,320,166,19,7,4,28,26
Roer en Overmaas,Schinnen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Kantine V.V. Puth,0962::SB3,6155 LV,816,393,13,1,0,0,0,361,46,0,0,0,0,0,0,407,25,203,94,14,4,6,19,28
Roer en Overmaas,Schinnen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Trefputh Puth,0962::SB4,6155 KL,805,377,18,7,0,0,0,354,48,0,0,0,0,0,0,402,27,191,83,17,3,4,32,20
Roer en Overmaas,Schinnen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Rector Raevenhuis Sweikhuizen,0962::SB5,6174 RT,555,266,18,0,0,0,0,260,24,0,0,0,0,0,0,284,14,152,46,6,3,5,28,12
Roer en Overmaas,Schinnen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau MFC De Oirsprong Oirsbeek,0962::SB6,6438 GG,1508,515,15,4,0,0,0,475,59,0,0,0,0,0,0,534,27,184,218,14,3,8,31,30
Roer en Overmaas,Schinnen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Schepenbank Oirsbeek (ingang poort Grachtstraat 1),0962::SB7,6438 HC,1488,865,27,12,0,1,0,786,113,0,0,5,0,4,0,899,71,350,330,13,4,5,49,43
Roer en Overmaas,Schinnen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Gasterie Dobbelsteyn Doenrade,0962::SB8,6439 AN,1015,610,11,5,0,0,0,559,67,0,0,0,0,0,0,626,18,447,89,5,2,3,34,12
Roer en Overmaas,Schinnen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Gemeenschapshuis Oud Dorp Amstenrade,0962::SB9,6436 CS,1150,430,20,1,0,0,0,408,43,0,0,0,0,0,0,451,70,139,147,6,4,8,35,21
Roer en Overmaas,Schinnen,AB2015_RoerenOvermaas,Algemeen bestuur van het waterschap Roer en Overmaas 2015,,Roer en Overmaas,2015-03-18,Stembureau Verzorgingshuis Elvira Amstenrade,0962::SB10,6436 AX,1043,508,27,1,0,0,0,481,55,0,0,0,0,0,0,536,60,218,130,15,2,10,32,41
