contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Water Natuurlijk,CDA,Partij van de Arbeid (P.v.d.A.),Werken aan Water,VVD,Algemene Waterschapspartij,Tilburgse Volkspartij (TVP) & Ouderen Nu,50PLUS
De Dommel,Goirle,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Gemeentehuis Goirle,0785::SB1,5051 LT,1432,771,21,10,0,1,1,743,59,0,0,0,1,0,0,803,199,151,121,56,102,26,37,79
De Dommel,Goirle,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,"Stembureau Woonzorgcentrum ""Elisabeth""",0785::SB2,5051 HC,1590,501,14,6,0,0,0,460,62,0,0,0,1,0,1,522,113,116,76,26,52,29,30,59
De Dommel,Goirle,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,"Stembureau Zorgcentrum  ""Guldenakker""",0785::SB3,5051 GB,1471,684,12,1,0,0,0,636,61,0,0,0,0,0,0,697,157,160,77,42,93,21,49,85
De Dommel,Goirle,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,"Stembureau Basisschool ""Den Bongerd""",0785::SB4,5052 BL,1415,478,14,1,0,0,0,441,49,0,1,3,0,2,0,490,128,68,86,30,79,28,22,37
De Dommel,Goirle,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,"Stembureau Café ""Bij Ons"" voorzijde Frankenhal",0785::SB5,5052 BL,1434,660,20,4,0,0,0,626,58,0,0,0,0,0,0,684,174,86,113,34,102,35,43,73
De Dommel,Goirle,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,"Stembureau Basisschool ""De Kleine Akkers""",0785::SB6,5051 CR,1518,650,17,10,0,0,0,617,60,0,0,0,0,0,0,677,126,161,84,33,147,25,34,40
De Dommel,Goirle,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,"Stembureau Basisschool ""De Regenboog""",0785::SB7,5051 KR,1602,679,28,4,0,0,0,638,73,0,0,0,0,0,0,711,153,126,104,40,123,36,44,53
De Dommel,Goirle,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Kantoor Kompaan en De Bocht,0785::SB8,5053 EA,1670,472,11,3,0,0,0,443,43,0,0,0,0,0,0,486,98,79,57,27,135,17,28,31
De Dommel,Goirle,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Cultureel Centrum Jan van Besouw,0785::SB9,5051 RJ,1321,543,13,8,0,0,0,528,36,0,0,0,0,0,0,564,134,96,91,21,89,27,29,56
De Dommel,Goirle,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Sporthal De Wissel,0785::SB11,5051 NZ,1192,507,18,3,0,0,0,489,39,0,0,0,0,0,0,528,96,89,82,29,119,29,32,31
De Dommel,Goirle,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,Stembureau Openbare Basisschool 't Schrijverke,0785::SB12,5051 ML,1541,751,14,3,0,0,0,687,81,0,0,0,0,0,0,768,183,117,116,21,177,33,37,67
De Dommel,Goirle,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,"Stembureau Ontmoetingscentrum ""De Leybron""",0785::SB13,5133 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Dommel,Goirle,AB2015_DeDommel,Algemeen bestuur van het waterschap De Dommel 2015,,De Dommel,2015-03-18,"Stembureau Basisschool ""de Vonder""",0785::SB14,5133 AP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
