contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),Lokale Regiobelangen Rivierenland,Algemene Waterschapspartij,Staatkundig Gereformeerde Partij (SGP),VVD,ChristenUnie,Huiseigenaren,Partij voor de Dieren,PSP'92 Rivierenland,50PLUS
Rivierenland,Geldermalsen,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau De Schakel,0236::SB1,4151 EG,458,260,0,0,0,0,0,239,21,0,0,0,0,0,0,260,62,34,12,25,4,31,29,10,23,16,2,12
Rivierenland,Geldermalsen,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Lingehof,0236::SB2,4153 CE,1204,680,9,0,0,0,1,615,73,0,0,0,0,0,0,689,149,55,55,169,26,13,98,13,34,30,8,30
Rivierenland,Geldermalsen,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Brandweerkazerne,0236::SB3,4153 AS,1546,598,5,8,0,0,0,534,77,0,0,0,0,0,0,611,161,12,31,150,21,35,126,5,22,16,1,18
Rivierenland,Geldermalsen,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Albertine,0236::SB4,4156 AJ,690,383,9,3,0,0,0,346,49,0,0,0,0,0,0,395,66,33,28,77,6,17,72,13,36,15,2,18
Rivierenland,Geldermalsen,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Ons Eigen Gebouw,0236::SB5,4197 HD,816,421,8,1,0,0,2,383,45,0,0,0,0,0,0,430,92,49,25,62,18,60,60,12,12,20,2,9
Rivierenland,Geldermalsen,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau 't Duifhuis,0236::SB6,4158 CK,883,569,4,7,0,0,0,523,57,0,0,0,0,0,0,580,51,31,49,212,6,64,92,7,21,16,2,18
Rivierenland,Geldermalsen,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Kerkesteijn,0236::SB7,4158 CD,728,354,3,2,0,0,0,322,37,0,0,0,0,0,0,359,32,27,36,108,11,36,61,5,12,18,3,5
Rivierenland,Geldermalsen,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau De Dorpskamer,0236::SB8,4157 GN,446,248,0,3,0,0,0,225,26,0,0,0,0,0,0,251,39,11,13,62,9,19,62,3,9,11,4,6
Rivierenland,Geldermalsen,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Gemeentehuis,0236::SB9,4191 KH,885,917,12,5,0,1,1,836,98,0,0,0,1,0,0,935,137,101,78,130,27,174,137,29,35,43,10,16
Rivierenland,Geldermalsen,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Ravestein,0236::SB10,4191 TS,1365,505,6,3,0,0,3,446,65,0,0,0,0,0,0,514,73,38,37,72,16,107,89,20,14,18,8,13
