contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Partij van de Arbeid (P.v.d.A.),Water Natuurlijk,VVD,Algemene Waterschapspartij Delfland,Partij voor de Dieren,50PLUS,ChristenUnie-SGP
Delfland,Delft,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,"Stembureau Gemeente Delft, ""Stadhuis""",0503::SB1,2611 GS,1797,1085,67,4,1,0,1,1084,70,0,0,1,0,0,0,1155,63,161,219,204,303,105,10,20
Delfland,Delft,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Max Havelaarschool,0503::SB2,2611 JR,2197,1246,40,7,0,4,2,1177,110,0,0,4,0,0,0,1289,93,189,255,191,327,140,26,25
Delfland,Delft,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Jenaplanschool De Oostpoort,0503::SB3,2611 SN,1896,659,32,8,0,0,1,642,56,0,0,0,0,0,0,699,41,93,136,87,198,69,21,14
Delfland,Delft,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau St.DOK (voorheen Openb Bibliotheek),0503::SB4,2611 WG,1926,986,48,6,0,0,1,975,61,0,0,3,0,3,0,1037,91,138,190,146,245,107,45,24
Delfland,Delft,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,"Stembureau Gemeente Delft, ""KCC""",0503::SB5,2611 AL,1604,811,50,2,0,2,0,806,55,0,0,2,0,0,0,861,54,130,120,180,205,80,16,26
Delfland,Delft,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Informatiecentrum Delft Bouwt,0503::SB7,2611 BM,1594,706,35,6,0,10,0,706,51,0,0,0,10,0,0,757,51,93,115,179,177,58,6,27
Delfland,Delft,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Voormalig GGD-gebouw,0503::SB8,2627 BM,1092,613,17,8,0,0,0,577,61,0,0,0,0,0,0,638,66,89,120,100,119,67,37,15
Delfland,Delft,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Wijkcentrum De Parel,0503::SB9,2614 HE,2033,1005,39,10,0,0,0,954,100,0,0,0,0,0,0,1054,133,136,135,153,255,114,43,36
Delfland,Delft,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Het Kristal,0503::SB10,2614 SH,2103,920,26,1,0,2,0,844,101,0,0,2,0,0,0,945,116,106,110,206,228,73,42,39
Delfland,Delft,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Basisschool Het Mozaïek,0503::SB11,2614 EP,2177,557,16,0,0,2,0,520,55,0,0,0,2,0,0,575,60,91,80,72,132,67,20,35
Delfland,Delft,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Gebouw Het Westlandhof,0503::SB12,2614 HX,2182,829,24,6,0,0,0,767,92,0,0,0,0,0,0,859,115,117,105,146,217,52,34,43
Delfland,Delft,AB2015_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2015,,Delfland,2015-03-18,Stembureau Laurentius Praktijkschool,0503::SB13,2613 XP,1754,952,21,7,0,0,1,887,92,0,0,0,0,0,0,980,117,119,169,157,238,88,35,29
