contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),Lokale Regiobelangen Rivierenland,Algemene Waterschapspartij,Staatkundig Gereformeerde Partij (SGP),VVD,ChristenUnie,Huiseigenaren,Partij voor de Dieren,PSP'92 Rivierenland,50PLUS
Rivierenland,Papendrecht,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Gemeentehuis,0590::SB1,3351 PB,1570,905,30,9,0,0,2,850,92,0,0,0,0,0,0,944,158,58,83,63,82,55,181,98,23,55,3,46
Rivierenland,Papendrecht,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Elimkerk,0590::SB2,3350 AG,1097,515,9,1,0,0,0,486,39,0,0,0,0,0,0,525,75,20,50,20,52,100,24,99,11,31,3,30
Rivierenland,Papendrecht,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Morgensterkerk,0590::SB3,3353 VD,1307,523,8,1,0,0,0,484,48,0,0,0,0,0,0,532,89,43,77,47,59,31,37,48,15,41,4,32
Rivierenland,Papendrecht,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Oranje-Nassauschool,0590::SB4,3353 AT,1063,450,10,2,0,0,0,424,38,0,0,0,0,0,0,462,71,30,37,33,53,33,51,81,11,30,3,17
Rivierenland,Papendrecht,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau RK-parochie,0590::SB5,3353 VJ,2550,760,12,3,0,0,0,686,89,0,0,0,0,0,0,775,88,63,118,63,92,29,82,70,34,61,7,53
Rivierenland,Papendrecht,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Bethlehemkerk,0590::SB6,3351 HA,2543,743,6,3,0,0,0,674,78,0,0,0,0,0,0,752,117,45,69,54,63,68,93,133,20,52,7,22
Rivierenland,Papendrecht,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Sionskerk,0590::SB7,3351 JT,1212,615,10,2,0,0,0,566,61,0,0,0,0,0,0,627,84,45,41,47,63,60,94,101,30,33,1,16
Rivierenland,Papendrecht,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau De Viermaster,0590::SB9,3351 JT,1196,625,14,4,0,0,0,564,79,0,0,0,0,0,0,643,69,57,93,50,66,18,98,81,20,43,6,24
Rivierenland,Papendrecht,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Knotwilg/Leilinde,0590::SB10,3352 BM,1401,649,15,6,0,0,0,594,76,0,0,0,0,0,0,670,82,57,115,47,77,43,57,75,17,52,4,23
Rivierenland,Papendrecht,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau De Lage Waard,0590::SB11,3352 VH,1283,654,16,1,0,1,0,604,68,0,0,0,1,0,0,672,113,38,71,51,58,21,94,106,16,46,5,35
Rivierenland,Papendrecht,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau De Knotwilg,0590::SB13,3355 AJ,2369,1148,20,6,0,0,0,1038,136,0,0,0,0,0,0,1174,179,89,116,112,133,53,188,119,37,80,9,33
Rivierenland,Papendrecht,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Wilgenhoeck,0590::SB15,3355 RP,1299,670,21,3,0,0,0,613,81,0,0,0,0,0,0,694,105,57,68,56,56,25,139,72,23,45,4,20
Rivierenland,Papendrecht,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Grote Kerk,0590::SB16,3354 XL,1358,504,6,2,0,0,0,479,33,0,0,0,0,0,0,512,57,37,30,39,37,88,66,85,10,42,3,10
Rivierenland,Papendrecht,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Dienstencentrum,0590::SB17,3354 BR,1314,694,6,8,0,0,0,637,71,0,0,0,0,0,0,708,95,66,51,69,78,36,93,82,27,59,5,33
Rivierenland,Papendrecht,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Gemiva,0590::SB18,3356 BG,1237,516,11,2,0,0,0,481,48,0,0,0,0,0,0,529,90,30,49,33,48,33,62,85,18,43,4,21
Rivierenland,Papendrecht,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Prins Florisschool Boeieraak,0590::SB19,3356 MJ,1265,484,11,4,0,0,0,443,56,0,0,0,0,0,0,499,85,30,43,35,33,18,106,41,25,44,3,21
Rivierenland,Papendrecht,AB2015_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2015,,Rivierenland,2015-03-18,Stembureau Prins Florisschool Zuidkil,0590::SB20,3350 CD ,1345,635,11,6,0,0,0,569,83,0,0,0,0,0,0,652,103,38,58,42,56,44,171,48,14,33,2,26
