contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Partij van de Arbeid (P.v.d.A.),ChristenUnie,Water Natuurlijk,Staatkundig Gereformeerde Partij (SGP),50PLUS,CDA,VVD,AWP Vallei en Veluwe,Lokaal Waterbeheer
Vallei en Veluwe,Utrechtse Heuvelrug,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Nieuw Salem,1581::SB1,3971 CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vallei en Veluwe,Utrechtse Heuvelrug,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Welnúh,1581::SB2,3971 HK,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1
Vallei en Veluwe,Utrechtse Heuvelrug,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Sparrenheide,1581::SB3,3971 DA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vallei en Veluwe,Utrechtse Heuvelrug,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Beukenstein,1581::SB4,3971 KB,0,2,0,1,0,0,0,3,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0
Vallei en Veluwe,Utrechtse Heuvelrug,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Beukenhorst,1581::SB5,3972 HA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vallei en Veluwe,Utrechtse Heuvelrug,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Parklaankerk,1581::SB6,3972 JX,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vallei en Veluwe,Utrechtse Heuvelrug,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,"Stembureau C.B.S. ""De Uilenburcht""",1581::SB7,3972 XD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vallei en Veluwe,Utrechtse Heuvelrug,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,"Stembureau Gereformeerde Kerk ""de Bron""",1581::SB8,3972 DC,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Vallei en Veluwe,Utrechtse Heuvelrug,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau 't Hoge Licht,1581::SB9,3972 PX,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Vallei en Veluwe,Utrechtse Heuvelrug,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Ontmoetingskapel,1581::SB10,3951 AB,1250,763,15,5,7,1,0,710,65,0,0,8,0,0,0,775,129,32,154,36,33,138,168,39,34
Vallei en Veluwe,Utrechtse Heuvelrug,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Dorpskerk,1581::SB11,3953 MH,921,509,18,4,0,0,0,475,56,0,0,0,0,0,0,531,67,27,81,91,27,58,103,22,33
Vallei en Veluwe,Utrechtse Heuvelrug,AB2015_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2015,,Vallei en Veluwe,2015-03-18,Stembureau Kerk De Ark,1581::SB12,3951 LC,1166,440,4,2,0,0,0,408,38,0,0,0,0,0,0,446,61,22,64,35,23,55,141,19,20
